Alder,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hackberry,Hemlock,Hickory,Ironwood,Maple,Oak,Pine,Poplar,Spruce,Sycamore,Tamarack,Walnut,Willow
7.10E-15,7.10E-15,0.04547465,2.07E-14,1.76006923,9.12E-14,1.58E-15,0.342414838,9.95E-14,1.27E-13,1.58E-11,6.96E-13,3.67E-14,3.79E-14,0.227516886,1.89E-10,1.452259307,0.785459401,6.20E-14,2.318645084,7.47E-14,0.003471707
7.07E-15,7.07E-15,0.022730546,1.97E-14,0.382880103,9.91E-14,1.51E-15,0.332168531,1.01E-13,1.28E-13,1.62E-11,7.20E-13,3.77E-14,3.60E-14,0.243435969,1.15E-05,1.150767133,0.111003218,6.35E-14,0.67338047,7.46E-14,0.003110252
7.04E-15,7.04E-15,0.00288681,1.87E-14,0.03560125,1.08E-13,1.45E-15,0.37421211,1.01E-13,1.29E-13,1.65E-11,7.45E-13,3.88E-14,3.42E-14,0.331428916,1.84E-05,1.089272737,0.001469021,6.50E-14,0.02746691,7.45E-14,0.00317109
7.00E-15,7.00E-15,9.09E-05,1.78E-14,0.003557401,1.18E-13,1.39E-15,0.531216502,1.00E-13,1.30E-13,1.69E-11,7.71E-13,4.00E-14,3.24E-14,0.561220268,1.94E-07,1.093369211,1.33E-05,6.65E-14,0.000633274,7.45E-14,0.003207772
6.96E-15,6.96E-15,5.86E-07,1.69E-14,0.000702635,1.29E-13,1.33E-15,0.801455515,9.91E-14,1.31E-13,1.73E-11,7.99E-13,4.14E-14,3.08E-14,1.059396421,1.02E-10,1.133693922,5.52E-07,6.81E-14,4.65E-05,7.44E-14,0.003282953
6.92E-15,6.92E-15,1.01E-09,1.61E-14,0.000523243,1.39E-13,1.28E-15,1.067953467,9.81E-14,1.33E-13,1.77E-11,8.28E-13,4.29E-14,2.93E-14,1.498924889,1.99E-09,1.144925509,5.19E-07,6.97E-14,5.53E-05,7.44E-14,0.003293772
6.88E-15,6.88E-15,1.66E-13,1.54E-14,0.001391935,1.46E-13,1.23E-15,1.345813753,9.72E-14,1.34E-13,1.82E-11,8.59E-13,4.44E-14,2.79E-14,1.457091649,4.66E-06,1.129017314,6.26E-06,7.13E-14,0.000717919,7.44E-14,0.003664919
6.85E-15,6.85E-15,1.67E-13,1.47E-14,0.004452654,1.84E-10,1.17E-15,1.320565671,9.66E-14,1.35E-13,1.86E-11,8.92E-13,4.61E-14,2.66E-14,0.811637881,0.028737832,1.112215926,0.000275613,7.30E-14,0.042396723,7.45E-14,0.004847409
6.82E-15,6.82E-15,1.69E-13,1.41E-14,0.001190962,8.78E-09,1.13E-15,0.577350416,9.64E-14,1.36E-13,1.91E-11,9.26E-13,4.78E-14,2.55E-14,0.189824582,0.768019208,1.145317423,0.006354219,7.48E-14,1.4308865,7.45E-14,0.007843276
1.11E-15,1.11E-15,1.67E-08,3.25E-13,2.83E-14,8.58E-16,5.56E-15,0.040361317,6.83E-13,6.92E-14,1.40E-11,0.087709891,1.87E-14,2.19E-13,0.360491595,2.39E-15,0.622563193,1.25E-13,1.27E-14,5.46E-15,7.34E-14,0.00293143
1.14E-15,1.14E-15,0.002972033,3.21E-13,2.97E-14,9.25E-16,5.70E-15,0.086242875,6.61E-13,6.98E-14,1.42E-11,0.037682592,1.95E-14,2.25E-13,0.614320127,2.86E-15,0.9742429,1.20E-13,1.30E-14,6.20E-15,7.47E-14,0.00320468
1.18E-15,1.18E-15,1.721672277,3.17E-13,3.12E-14,1.00E-15,5.84E-15,0.229924422,6.40E-13,7.04E-14,1.43E-11,0.015431019,1.27E-07,2.24E-13,1.333757526,3.41E-15,1.099256051,1.14E-13,1.33E-14,7.06E-15,7.59E-14,0.003597734
1.21E-15,1.21E-15,1.056948036,3.14E-13,3.28E-14,1.09E-15,5.98E-15,0.596194936,6.18E-13,7.10E-14,1.45E-11,0.006705189,0.029307176,4.09E-07,2.74366916,4.08E-15,0.487353692,1.09E-13,1.37E-14,8.10E-15,7.70E-14,0.004135437
1.25E-15,1.25E-15,0.001197514,3.10E-13,3.43E-14,1.18E-15,6.12E-15,1.109944435,5.97E-13,7.17E-14,1.46E-11,0.003623063,0.121973686,2.04E-13,3.924444965,4.86E-15,0.075620856,1.04E-13,1.40E-14,9.33E-15,7.79E-14,0.004776332
1.29E-15,1.29E-15,4.69E-08,3.06E-13,3.59E-14,1.29E-15,6.26E-15,1.196111953,5.76E-13,8.04E-10,1.47E-11,0.002422874,0.130460336,1.90E-13,3.067593288,5.78E-15,0.008644445,9.94E-14,1.44E-14,1.08E-14,7.87E-14,0.005510998
1.33E-15,1.33E-15,1.77E-13,3.03E-13,3.74E-14,1.41E-15,6.40E-15,0.632166906,5.55E-13,7.30E-14,1.48E-11,0.001721243,1.290941949,1.74E-13,1.014235696,6.87E-15,0.001161341,9.46E-14,1.47E-14,1.26E-14,7.92E-14,0.006381274
1.38E-15,1.38E-15,1.82E-13,2.99E-13,3.89E-14,1.54E-15,6.54E-15,0.182137121,5.35E-13,7.36E-14,1.49E-11,0.0011719,0.099387575,1.59E-13,0.14335561,8.15E-15,0.000185908,9.00E-14,1.51E-14,1.46E-14,7.96E-14,0.0077044
1.42E-15,1.42E-15,1.84E-13,2.95E-13,4.04E-14,1.70E-15,6.68E-15,0.044212541,5.14E-13,7.43E-14,1.50E-11,0.000865571,1.96E-09,1.45E-13,0.01137748,9.64E-15,2.30E-05,8.55E-14,1.54E-14,1.71E-14,7.97E-14,0.010152062
1.48E-15,1.48E-15,1.85E-13,2.92E-13,4.18E-14,1.87E-15,6.82E-15,0.012546434,4.94E-13,7.50E-14,1.51E-11,0.000776989,4.30E-14,1.31E-13,0.000708028,1.14E-14,2.08E-06,8.11E-14,1.58E-14,2.01E-14,7.96E-14,0.014631211
1.53E-15,1.53E-15,1.83E-13,2.88E-13,4.32E-14,2.06E-15,6.96E-15,0.005108593,4.75E-13,7.56E-14,1.51E-11,0.000892849,4.94E-14,1.19E-13,4.90E-05,1.34E-14,2.15E-07,7.69E-14,1.62E-14,2.35E-14,7.93E-14,0.022156988
1.59E-15,1.59E-15,1.80E-13,2.85E-13,4.45E-14,2.28E-15,7.10E-15,0.003018298,4.55E-13,7.63E-14,1.51E-11,0.001157901,5.66E-14,1.08E-13,4.57E-06,1.57E-14,4.21E-08,7.28E-14,1.66E-14,2.74E-14,7.87E-14,0.032766399
1.65E-15,1.65E-15,1.77E-13,2.81E-13,4.57E-14,2.53E-15,7.23E-15,0.003226082,4.36E-13,7.70E-14,1.51E-11,0.001494338,6.45E-14,9.78E-14,1.30E-06,1.84E-14,4.88E-08,6.89E-14,1.70E-14,3.19E-14,7.80E-14,0.046103619
1.71E-15,1.71E-15,2.84E-09,2.77E-13,4.68E-14,2.81E-15,7.37E-15,0.011408788,4.18E-13,7.77E-14,1.51E-11,0.001829869,7.28E-14,8.90E-14,6.85E-06,2.15E-14,1.95E-06,6.51E-14,1.74E-14,3.69E-14,7.71E-14,0.066138227
1.78E-15,1.78E-15,5.78E-05,2.74E-13,4.78E-14,3.12E-15,7.50E-15,0.096382569,4.00E-13,7.84E-14,1.50E-11,0.001735502,8.10E-14,8.13E-14,0.000383136,2.51E-14,0.000525749,6.15E-14,1.78E-14,4.23E-14,7.61E-14,0.09739301
1.85E-15,1.85E-15,0.080234856,2.70E-13,4.88E-14,3.47E-15,7.64E-15,0.9672625,3.82E-13,7.91E-14,1.50E-11,0.001188534,8.84E-14,3.72E-06,0.047557214,2.92E-14,0.061710532,5.81E-14,1.83E-14,4.81E-14,7.50E-14,0.142844439
1.92E-15,1.92E-15,3.123410728,2.66E-13,4.96E-14,2.63E-08,7.76E-15,4.709327939,3.65E-13,7.98E-14,1.49E-11,0.000700588,1.56E-10,0.001703386,1.301000962,3.39E-14,0.39520353,5.49E-14,1.87E-14,5.40E-14,7.40E-14,0.179685218
2.00E-15,2.00E-15,9.514577491,2.62E-13,5.04E-14,4.30E-15,7.88E-15,9.344905395,3.48E-13,8.05E-14,1.48E-11,0.000449508,6.575941899,0.041829925,4.057600428,3.92E-14,0.249345308,5.18E-14,1.91E-14,5.99E-14,7.30E-14,0.174638008
2.08E-15,2.08E-15,6.56070329,2.58E-13,5.11E-14,4.78E-15,8.00E-15,7.810629231,3.31E-13,8.12E-14,1.47E-11,0.000379176,0.072260999,0.065562054,1.675998362,4.53E-14,0.047285086,4.89E-14,1.96E-14,6.56E-14,7.21E-14,0.122088273
2.16E-15,2.16E-15,2.413614301,2.54E-13,5.18E-14,5.33E-15,8.10E-15,4.18133528,3.15E-13,8.20E-14,1.46E-11,0.000400019,1.00E-13,0.045774226,0.273569826,5.23E-14,0.012180053,4.61E-14,2.01E-14,7.08E-14,7.14E-14,0.069501453
2.25E-15,2.25E-15,0.831321561,2.49E-13,5.25E-14,5.93E-15,8.19E-15,2.078153336,3.00E-13,8.27E-14,1.44E-11,0.000464356,9.97E-14,0.053872736,0.056087836,6.03E-14,0.010302379,4.35E-14,2.05E-14,7.53E-14,7.08E-14,0.038489348
2.33E-15,2.33E-15,0.35762602,2.44E-13,5.33E-14,6.60E-15,8.26E-15,1.307685733,2.85E-13,8.34E-14,1.43E-11,0.000531695,9.82E-14,0.120875752,0.036165695,6.94E-14,0.024609021,4.11E-14,2.10E-14,7.90E-14,7.04E-14,0.0255937
2.42E-15,2.42E-15,0.184186032,2.39E-13,5.41E-14,7.35E-15,8.30E-15,0.964520521,2.70E-13,8.42E-14,1.41E-11,0.000585317,9.63E-14,0.172640653,0.05183445,7.96E-14,0.058299192,3.89E-14,2.15E-14,8.18E-14,7.01E-14,0.022626589
2.51E-15,2.51E-15,0.131731954,2.34E-13,5.51E-14,8.18E-15,8.33E-15,0.732428891,2.56E-13,8.49E-14,1.40E-11,0.000606066,9.42E-14,0.057406094,0.104627048,9.12E-14,0.067132937,3.67E-14,2.20E-14,8.37E-14,7.01E-14,0.025478346
2.61E-15,2.61E-15,0.178437771,2.28E-13,5.63E-14,9.10E-15,0.000196466,0.58472137,2.42E-13,8.57E-14,1.38E-11,0.000599072,9.17E-14,0.005634152,0.221408747,1.04E-13,0.036184857,3.47E-14,2.26E-14,8.46E-14,7.02E-14,0.033306855
2.70E-15,2.70E-15,0.366053516,2.22E-13,5.76E-14,1.01E-14,4.13E-09,0.518658881,2.28E-13,8.65E-14,1.36E-11,0.000606231,8.90E-14,0.00082051,0.411666943,1.18E-13,0.015798516,3.28E-14,2.31E-14,8.45E-14,7.04E-14,0.045852129
2.80E-15,2.80E-15,0.62679383,2.16E-13,5.89E-14,1.13E-14,8.21E-15,0.482600491,2.15E-13,8.72E-14,1.35E-11,0.000629024,1.08E-10,0.00039953,0.639217852,1.34E-13,0.008105373,3.10E-14,2.36E-14,8.35E-14,7.09E-14,0.060797441
2.89E-15,2.89E-15,0.782590898,2.09E-13,6.03E-14,1.26E-14,8.11E-15,0.468429073,2.03E-13,8.80E-14,1.33E-11,0.000641351,9.94E-06,0.000653675,0.872275704,1.49E-13,0.006151415,2.93E-14,2.42E-14,8.15E-14,7.14E-14,0.074520655
2.99E-15,2.99E-15,0.859241942,2.02E-13,6.14E-14,1.40E-14,7.98E-15,0.508037937,1.91E-13,8.88E-14,1.31E-11,0.000631767,0.046912485,0.002626959,1.116388229,1.65E-13,0.009301116,2.77E-14,2.48E-14,7.83E-14,7.21E-14,0.081485123
3.09E-15,3.09E-15,0.889114301,1.95E-13,6.19E-14,1.57E-14,7.81E-15,0.635926492,1.79E-13,8.96E-14,1.29E-11,0.000628118,0.80356508,0.015656087,1.345281566,1.78E-13,0.035146843,2.62E-14,2.53E-14,7.38E-14,7.29E-14,0.073982624
3.18E-15,3.18E-15,0.883442589,1.87E-13,6.13E-14,1.75E-14,7.63E-15,0.917446554,1.69E-13,9.04E-14,1.28E-11,0.000683079,1.486040914,0.082161349,1.738896235,1.89E-13,0.156759809,2.48E-14,2.59E-14,6.79E-14,7.37E-14,0.064634893
3.28E-15,3.28E-15,1.101040848,1.79E-13,9.52E-10,1.97E-14,7.42E-15,1.673354464,1.58E-13,9.12E-14,1.26E-11,0.000834693,2.760632667,0.352448316,2.918566412,1.94E-13,0.474654045,2.35E-14,2.65E-14,6.09E-14,7.47E-14,0.06418041
3.38E-15,3.38E-15,2.158401427,1.71E-13,0.000187567,2.22E-14,8.92E-06,3.785067783,1.49E-13,9.20E-14,1.24E-11,0.001108442,3.909012056,1.393651886,5.480857434,1.92E-13,0.984542565,2.25E-14,2.72E-14,5.31E-14,7.56E-14,0.072198554
3.48E-15,3.48E-15,5.308544725,1.63E-13,0.007438113,2.51E-14,0.001874816,8.025122803,1.40E-13,9.28E-14,1.23E-11,0.001512798,3.511081731,4.286107728,9.456443953,1.83E-13,1.449920535,2.18E-14,2.78E-14,4.54E-14,7.66E-14,0.082835069
3.58E-15,3.58E-15,7.933171587,1.55E-13,0.073531044,2.86E-14,1.87E-10,9.846670592,1.32E-13,9.37E-14,1.21E-11,0.001931654,4.089172459,5.054810818,12.0112256,1.69E-13,1.208180847,2.16E-14,2.85E-14,3.87E-14,7.75E-14,0.086114993
3.68E-15,3.68E-15,6.233072575,1.47E-13,0.392644599,3.27E-14,6.44E-15,6.688017624,1.25E-13,9.45E-14,1.20E-11,0.002103175,4.521914615,2.524268487,10.92153888,1.51E-13,0.741687194,2.17E-14,2.91E-14,3.37E-14,7.83E-14,0.076552806
3.78E-15,3.78E-15,2.991497771,1.39E-13,0.294356691,3.75E-14,6.19E-15,3.519243291,1.19E-13,9.54E-14,1.18E-11,0.001957904,3.549459284,1.21534971,8.347842188,1.32E-13,0.505299601,2.24E-14,2.98E-14,2.21E-09,7.91E-14,0.061668089
3.88E-15,3.88E-15,1.611015182,1.32E-13,0.102465226,4.31E-14,5.93E-15,2.130282258,1.14E-13,9.62E-14,1.17E-11,0.001603184,2.129171954,0.838190115,6.026139016,1.16E-13,0.526400368,2.35E-14,3.05E-14,1.54E-05,7.97E-14,0.050327903
3.99E-15,3.99E-15,1.861264731,1.25E-13,0.102929056,4.95E-14,5.68E-15,2.034162337,1.10E-13,9.71E-14,1.16E-11,0.001212086,1.390843306,0.965422656,4.638966389,1.03E-13,0.912469588,1.34E-07,3.12E-14,0.009551411,8.03E-14,0.044778865
4.09E-15,4.09E-15,3.48407556,1.18E-13,0.183023083,5.67E-14,5.45E-15,2.820571857,1.06E-13,9.79E-14,1.15E-11,0.000871625,1.112280401,1.678920087,4.149836484,9.52E-14,1.837994211,0.000276723,3.19E-14,0.432630889,8.07E-14,0.041751717
4.20E-15,4.20E-15,7.469357151,1.12E-13,0.340106932,6.46E-14,5.22E-15,4.954207981,1.03E-13,9.88E-14,1.14E-11,0.00061145,1.384483569,3.700683899,4.516817863,0.000190808,3.039264652,0.007052412,3.26E-14,2.277980216,8.10E-14,0.036835315
4.32E-15,4.32E-15,16.0226564,1.05E-13,0.787962159,7.31E-14,5.00E-15,9.531192619,1.00E-13,9.97E-14,1.14E-11,0.000417158,3.039197757,8.461621846,6.192128588,0.067081812,3.752891199,0.009244012,3.34E-14,3.517810887,8.13E-14,0.028240181
4.44E-15,4.44E-15,27.50960364,9.97E-14,2.310510047,8.19E-14,1.09E-07,15.24302071,9.77E-14,1.01E-13,1.13E-11,0.000256124,6.927618184,15.1278846,9.32885168,0.020457718,3.913180547,0.009799067,3.42E-14,3.381318423,8.14E-14,0.019123474
4.56E-15,4.56E-15,32.88907307,9.42E-14,4.039572475,9.06E-14,0.258944523,18.03694687,9.49E-14,1.01E-13,1.12E-11,0.000135092,7.900883944,17.74461734,13.21687285,0.001478314,3.816369167,0.025609906,3.49E-14,3.012447039,8.14E-14,0.01448269
4.69E-15,4.69E-15,31.75127862,8.90E-14,3.503823225,9.90E-14,1.71E-07,17.15497246,0.000138354,1.02E-13,1.12E-11,6.42E-05,5.164975759,15.71248207,15.08842674,0.000638337,3.648409047,0.116572616,3.57E-14,2.949699038,8.14E-14,0.014093286
4.82E-15,4.82E-15,30.69839739,8.42E-14,2.456868237,1.07E-13,4.29E-15,14.40637611,0.207129199,1.03E-13,1.12E-11,2.99E-05,2.850199239,12.84337583,14.4617496,0.001568524,3.616495248,0.5686216,3.66E-14,3.389217202,8.13E-14,0.016350222
4.95E-15,4.95E-15,32.19553417,7.96E-14,1.901786341,1.13E-13,4.14E-15,11.61941147,0.080820186,1.04E-13,1.12E-11,1.46E-05,1.911795516,11.02180594,13.48428192,0.010837679,3.575304504,1.0323141,3.74E-14,3.525994804,8.12E-14,0.01812506
5.09E-15,5.09E-15,33.74060205,7.53E-14,3.312741937,1.18E-13,4.01E-15,9.26667841,0.00159258,1.05E-13,1.12E-11,8.17E-06,2.116317944,9.793203712,13.86372849,0.022025991,3.837402337,0.904787025,3.83E-14,2.478780196,8.10E-14,0.016456165
5.24E-15,5.24E-15,26.88739875,7.12E-14,7.694700881,1.22E-13,3.87E-15,7.520522408,3.33E-05,1.06E-13,1.12E-11,4.93E-06,2.62261782,7.068861245,14.76798095,0.016571667,4.209229121,0.447033643,3.91E-14,1.193792063,8.08E-14,0.012360453
5.39E-15,5.39E-15,15.76365739,6.74E-14,9.796621203,1.24E-13,3.74E-15,6.513547663,1.24E-06,1.07E-13,1.12E-11,2.79E-06,2.304709436,3.203119298,14.17941172,0.014581296,4.398014207,0.093663699,4.00E-14,0.614497589,8.05E-14,0.009167971
5.54E-15,5.54E-15,7.217355618,6.38E-14,6.16468179,1.25E-13,3.62E-15,6.125618418,7.40E-07,1.08E-13,1.12E-11,1.40E-06,1.416528358,0.988727806,11.57117835,0.007055159,4.150438222,0.016124966,4.09E-14,0.346809875,8.03E-14,0.007941937
5.69E-15,5.69E-15,3.17477025,6.03E-14,2.747105301,1.24E-13,3.50E-15,6.140502661,6.29E-06,1.09E-13,1.13E-11,6.21E-07,0.813170757,0.314016549,7.889212287,0.000409829,3.493273561,0.003426531,4.19E-14,0.1414414,8.00E-14,0.00875628
5.84E-15,5.84E-15,1.585572638,5.71E-14,1.171464003,1.22E-13,3.38E-15,6.246533324,9.83E-05,1.10E-13,1.13E-11,2.55E-07,0.517402166,0.150408313,4.837443042,1.32E-06,2.640856469,0.000929853,4.28E-14,0.028324207,7.97E-14,0.012528221
5.99E-15,5.99E-15,1.053505782,5.40E-14,0.560069077,1.18E-13,3.27E-15,6.121285476,0.000122466,1.11E-13,1.14E-11,1.03E-07,0.362561088,0.106473001,3.314557632,1.35E-10,1.965760268,0.000201516,4.38E-14,0.002605397,7.93E-14,0.022650899
6.14E-15,6.14E-15,1.067986733,5.11E-14,0.395809226,1.13E-13,3.15E-15,5.65204962,7.49E-07,1.12E-13,1.15E-11,4.45E-08,0.2555435,0.056221334,3.336809185,1.31E-14,2.016359182,1.44E-05,4.48E-14,0.000173218,7.90E-14,0.048710446
6.28E-15,6.28E-15,1.432169601,4.83E-14,0.450883487,1.07E-13,3.04E-15,4.826589732,3.65E-11,1.13E-13,1.16E-11,2.10E-08,0.231769601,0.036324161,4.396404799,1.56E-14,2.800622607,2.28E-07,4.58E-14,1.91E-05,7.87E-14,0.102134953
6.42E-15,6.42E-15,1.895938997,4.57E-14,0.629383729,1.01E-13,2.93E-15,3.686567311,3.08E-14,1.14E-13,1.17E-11,1.03E-08,0.305921073,0.056114598,5.19949183,1.90E-14,3.727299119,1.43E-09,4.69E-14,7.69E-06,7.84E-14,0.176710077
6.55E-15,6.55E-15,1.932134973,4.32E-14,1.249792164,9.38E-14,2.83E-15,2.733437319,3.21E-14,1.15E-13,1.18E-11,5.00E-09,0.7087237,0.214912279,5.087170871,2.28E-14,4.528842056,7.41E-12,4.79E-14,1.79E-05,7.80E-14,0.222743537
6.68E-15,6.68E-15,1.614575908,4.08E-14,2.622466265,8.68E-14,2.72E-15,2.163137426,3.46E-14,1.16E-13,1.19E-11,2.30E-09,1.397934985,0.993054673,4.386712693,2.57E-14,4.891617283,5.63E-15,4.90E-14,0.000231855,7.77E-14,0.220133663
6.79E-15,6.79E-15,1.362455772,3.86E-14,3.828590219,8.02E-14,2.62E-15,1.856512315,3.81E-14,1.17E-13,1.21E-11,9.84E-10,0.796480162,1.962015734,3.617064461,2.67E-14,4.334854969,5.76E-15,5.02E-14,0.007138039,7.74E-14,0.202507234
6.89E-15,6.89E-15,1.363431936,3.65E-14,3.178198046,7.44E-14,2.52E-15,1.722648935,4.25E-14,1.18E-13,1.22E-11,3.98E-10,0.098014128,0.562578614,3.087028712,3.95E-10,3.192776257,5.85E-15,5.13E-14,0.128367981,7.71E-14,0.194021783
6.98E-15,6.98E-15,1.695867961,3.45E-14,1.338867083,6.95E-14,2.43E-15,1.646647737,4.77E-14,1.19E-13,1.24E-11,5.09E-13,0.015329471,0.003918248,2.832976349,9.62E-06,2.180781761,5.89E-15,5.25E-14,0.414280933,7.68E-14,0.198386401
7.05E-15,7.05E-15,2.361203977,3.26E-14,0.252192472,6.59E-14,2.33E-15,1.498500287,5.37E-14,1.20E-13,1.26E-11,5.23E-13,0.043869604,2.29E-08,2.769337677,0.000503209,1.534986223,5.87E-15,5.37E-14,0.166783005,7.66E-14,0.200579505
7.11E-15,7.11E-15,2.763995502,3.08E-14,0.033168762,6.35E-14,2.24E-15,1.214420015,6.04E-14,1.21E-13,1.28E-11,5.39E-13,0.129115209,4.90E-14,2.324445534,3.08E-05,1.352561103,5.78E-15,5.49E-14,0.004476826,7.63E-14,0.202628082
7.15E-15,7.15E-15,2.232123971,2.91E-14,0.006304056,6.25E-14,2.15E-15,0.87018509,6.75E-14,1.22E-13,1.30E-11,5.55E-13,0.067275356,4.67E-14,1.63784416,4.48E-08,1.570372563,5.02E-12,5.62E-14,2.34E-05,7.61E-14,0.196403504
7.18E-15,7.18E-15,1.028083003,2.76E-14,0.00309458,6.28E-14,2.06E-15,0.559548108,7.50E-14,1.23E-13,1.33E-11,5.72E-13,0.032199312,4.46E-14,1.017250409,2.70E-11,2.213639449,1.10E-09,5.75E-14,4.06E-07,7.59E-14,0.154856561
7.20E-15,7.20E-15,0.224289033,2.61E-14,0.004644215,6.43E-14,1.98E-15,0.321157126,8.23E-14,1.25E-13,1.35E-11,5.90E-13,0.020630018,4.27E-14,0.542343529,8.04E-15,2.729979776,2.63E-07,5.88E-14,1.04E-06,7.57E-14,0.075473012
7.20E-15,7.20E-15,0.039258212,2.47E-14,0.027398666,6.71E-14,1.90E-15,0.19853013,8.89E-14,1.26E-13,1.38E-11,6.09E-13,3.19E-14,4.09E-14,0.303225027,6.13E-15,3.124524279,8.86E-05,6.02E-14,6.16E-05,7.55E-14,0.034115001
7.19E-15,7.19E-15,0.011295818,2.34E-14,0.311618787,7.09E-14,1.82E-15,0.143917763,9.44E-14,1.27E-13,1.40E-11,6.29E-13,3.25E-14,3.91E-14,0.198032044,2.98E-09,3.075688158,0.023442476,6.16E-14,0.013166324,7.53E-14,0.017770117
7.17E-15,7.17E-15,0.010868854,2.22E-14,1.608678186,6.00E-11,1.75E-15,0.123910379,9.83E-14,1.28E-13,1.43E-11,6.51E-13,3.33E-14,3.73E-14,0.160628029,2.50E-05,2.267074519,1.069670811,6.30E-14,1.067895184,7.52E-14,0.010897783
7.15E-15,7.15E-15,0.015590161,2.10E-14,2.181738813,0.004154298,1.67E-15,0.128161053,1.00E-13,1.29E-13,1.46E-11,6.73E-13,3.42E-14,3.56E-14,0.179050978,0.000572031,1.5320139,3.312995378,6.45E-14,3.487669413,7.51E-14,0.008109273
7.11E-15,7.11E-15,0.005865297,2.00E-14,1.028390068,3.48E-07,1.60E-15,0.141133028,1.06E-06,1.30E-13,1.50E-11,6.97E-13,3.53E-14,3.39E-14,0.240258175,2.82E-05,1.181146506,1.019256734,6.60E-14,1.68146956,7.50E-14,0.006911219
7.08E-15,7.08E-15,0.000299226,1.90E-14,0.29533375,9.88E-14,1.54E-15,0.203970858,7.86E-05,1.31E-13,1.53E-11,7.22E-13,3.65E-14,3.22E-14,0.403638447,9.03E-08,1.094666143,0.057652078,6.76E-14,0.12731992,7.49E-14,0.005953469
7.04E-15,7.04E-15,8.42E-07,1.81E-14,0.087936501,1.09E-13,1.47E-15,0.32111233,5.23E-06,1.33E-13,1.57E-11,7.48E-13,3.79E-14,3.06E-14,0.721600119,4.87E-11,1.063018653,0.002227779,6.92E-14,0.005501521,7.48E-14,0.005039159
7.00E-15,7.00E-15,9.98E-11,1.72E-14,0.042689466,1.20E-13,1.41E-15,0.472711392,2.47E-07,1.34E-13,1.60E-11,7.76E-13,3.94E-14,2.91E-14,1.257729462,2.10E-15,1.047484658,0.000246271,7.08E-14,0.000792779,7.48E-14,0.004253751
6.96E-15,6.96E-15,1.63E-13,1.64E-14,0.044774678,1.30E-13,1.35E-15,0.581547656,3.65E-07,1.35E-13,1.64E-11,8.05E-13,4.10E-14,2.77E-14,1.679623627,2.20E-15,0.981300379,0.000191958,7.24E-14,0.001031479,7.48E-14,0.003694154
6.93E-15,6.93E-15,1.65E-13,1.56E-14,0.10242804,6.55E-08,1.30E-15,0.578844805,1.56E-05,1.36E-13,1.68E-11,8.35E-13,4.27E-14,2.88E-09,1.363788369,4.32E-10,0.869515757,0.00105189,7.42E-14,0.010403109,7.48E-14,0.003661473
6.89E-15,6.89E-15,1.67E-13,1.49E-14,0.271919324,0.000551563,1.24E-15,0.382415859,0.002168806,1.37E-13,1.73E-11,8.67E-13,4.45E-14,3.84E-05,0.499787575,0.000104695,0.799339356,0.023914269,7.59E-14,0.332395257,7.48E-14,0.004587732
6.86E-15,6.86E-15,1.70E-13,1.43E-14,0.137084574,0.009097278,1.19E-15,0.144700131,0.002236342,1.39E-13,1.77E-11,9.01E-13,4.63E-14,1.04E-11,0.081796325,0.884825336,0.798254323,0.423899111,7.77E-14,4.915644151,7.49E-14,0.007277434
1.13E-15,1.13E-15,4.97E-06,3.21E-13,2.79E-14,8.57E-16,5.94E-15,0.092379879,6.78E-13,7.03E-14,1.31E-11,0.171800542,1.94E-14,2.32E-13,0.738914136,2.32E-15,1.533877879,1.30E-13,1.32E-14,4.76E-15,7.37E-14,0.0041916
1.16E-15,1.16E-15,0.080810382,3.17E-13,2.94E-14,9.24E-16,6.10E-15,0.192322457,6.57E-13,7.10E-14,1.33E-11,0.08236733,2.12E-08,2.38E-13,1.325797564,2.77E-15,1.402767601,1.24E-13,1.35E-14,5.38E-15,7.50E-14,0.00447583
1.19E-15,1.19E-15,8.449130384,3.13E-13,3.09E-14,1.00E-15,6.25E-15,0.467536229,6.35E-13,7.16E-14,1.34E-11,0.03608664,0.997993086,6.746882889,2.869776428,3.31E-15,0.638569234,1.19E-13,1.39E-14,6.13E-15,7.63E-14,0.004938014
1.22E-15,1.22E-15,1.6815062,3.10E-13,3.25E-14,1.08E-15,6.41E-15,1.03003903,6.14E-13,7.22E-14,1.36E-11,0.015309168,0.071982588,1.213793316,5.187746778,3.95E-15,0.090932975,1.14E-13,1.42E-14,7.03E-15,7.74E-14,0.005583292
1.26E-15,1.26E-15,0.001483069,3.06E-13,3.41E-14,1.18E-15,6.56E-15,1.547349422,5.93E-13,7.29E-14,1.37E-11,0.007462834,3.72E-06,2.12E-13,5.661490227,4.71E-15,0.007177055,1.09E-13,1.46E-14,8.10E-15,7.83E-14,0.00620812
1.30E-15,1.30E-15,9.09E-08,3.03E-13,3.57E-14,1.29E-15,6.72E-15,1.391161266,5.72E-13,6.40E-09,1.38E-11,0.004610228,3.84E-10,1.94E-13,3.584982586,5.60E-15,0.00096088,1.04E-13,1.49E-14,9.39E-15,7.91E-14,0.006807961
1.34E-15,1.34E-15,1.62E-13,2.99E-13,3.72E-14,1.41E-15,6.88E-15,0.593487108,5.51E-13,1.58E-06,1.39E-11,0.002906589,1.24E-09,1.76E-13,0.901951413,6.64E-15,0.000340948,9.86E-14,1.53E-14,1.09E-14,7.97E-14,0.007258645
