Alder,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hackberry,Hemlock,Hickory,Ironwood,Maple,Oak,Pine,Poplar,Spruce,Sycamore,Tamarack,Walnut,Willow
0.036997315,0.036997315,29.33988141,28.16137856,42.90924625,48.74862512,0.000121733,36.83024047,32.02531775,2.66E-13,48.49589357,0.191455591,7.097181826,42.9344709,10.71644953,58.32162002,14.74509479,7.557115843,2.95E-13,24.11360561,0.943840935,0.236828285
0.215682477,0.215682477,28.85841895,37.34036799,37.86234416,45.21785852,0.012847781,30.68211818,33.92110342,2.68E-13,49.43472784,0.20967664,7.440258784,38.81618742,9.358808997,70.00002309,15.42265601,8.695678961,3.03E-13,25.02891202,0.116709925,0.169370223
0.586421825,0.586421825,28.49858175,42.89511564,34.28322889,44.3390794,0.169192387,25.04060912,31.84913603,2.71E-13,51.55829633,0.329162272,7.075214545,36.01350209,8.08431964,84.94713519,17.51947045,9.526616572,3.12E-13,25.99498261,0.034422164,0.145202044
0.458886421,0.458886421,26.81171729,37.13101436,33.54865405,45.71707965,0.212979538,19.96983249,31.3159354,2.73E-13,51.76314331,0.608948083,6.149458608,33.16465904,7.287500826,95.92498149,20.85362584,11.47762557,3.21E-13,27.60411045,0.038976953,0.156242596
0.092530056,0.092530056,24.36709709,28.02249926,34.3810836,47.43794832,0.065720025,16.15371269,32.93158779,2.76E-13,50.28985709,1.136177956,5.20012504,29.94798048,7.391767972,89.75873032,24.6258572,14.67527935,3.30E-13,27.90477328,0.160699359,0.198158908
0.005217265,0.005217265,21.78544321,21.9504527,34.53056603,47.86543074,0.015279486,13.51871101,34.01586335,2.78E-13,47.79614504,1.821395136,4.399160907,26.24680014,9.254052958,84.42004426,27.84507757,18.7262074,3.39E-13,26.08364982,0.767693661,0.27312983
0.000129361,0.000129361,19.29150262,17.97344602,34.1773881,46.00942742,0.005859678,11.75920856,31.63451621,2.80E-13,44.61152372,2.048648752,3.60444481,22.3830764,13.89824559,87.0972338,29.68492104,23.03319541,3.49E-13,24.28457498,0.208295393,0.379937528
5.27E-06,5.27E-06,17.16140627,11.73885396,34.64446775,41.86366973,0.005532793,10.89251758,28.54042264,2.83E-13,41.50000905,1.227377107,2.684497829,19.53084882,20.78512301,93.64361559,28.06290497,26.31915451,3.59E-13,26.0498938,1.13E-05,0.484468355
7.08E-07,7.08E-07,17.17927462,7.594349867,37.99314868,38.38605794,0.011271076,11.79517218,29.76039229,2.86E-13,42.54700866,0.433583247,2.141648939,19.34898477,27.91494922,102.3000191,25.55692142,26.34259107,3.69E-13,31.02144749,3.10E-13,0.548814093
2.30E-06,2.30E-06,20.96520507,4.052050915,44.96751437,37.79398263,0.04793547,15.98679291,33.13646559,2.88E-13,49.34733165,0.090224288,2.114670998,24.29961511,28.33333093,105.6830869,23.62723802,22.67215912,3.79E-13,38.98184452,3.12E-13,0.503441283
6.29E-05,6.29E-05,28.47951424,4.231722023,54.29699276,39.44194417,0.248520979,23.87680656,29.18834176,2.91E-13,59.77941834,0.015100802,2.616557354,34.35650718,25.54540384,103.4043741,23.36807693,18.3870617,3.89E-13,42.32007698,3.13E-13,0.403668008
0.006347627,0.006347627,38.51326539,9.447494066,62.8743462,42.74271299,1.0724689,33.47753957,9.511822763,2.93E-13,68.88015277,0.002547067,3.873569463,47.35026991,22.49384088,95.47660416,24.99236048,15.44159726,4.00E-13,37.02044813,3.14E-13,0.285827845
0.435243762,0.435243762,46.0372428,3.115798648,67.48087023,44.89955237,2.403561087,37.07004327,0.596267923,2.96E-13,72.13000352,0.000511235,5.580357607,56.28384929,19.65931494,83.6557937,25.99624748,13.85869566,4.11E-13,25.90438983,3.15E-13,0.174934813
1.827120971,1.827120971,45.30494268,0.002059703,65.16152922,45.07767456,1.88039065,29.30924732,0.010455234,2.98E-13,67.57233857,0.000132357,6.475375961,52.20748131,16.23284181,68.10493724,22.97722799,13.69016918,4.22E-13,16.26522107,3.17E-13,0.091104499
0.065285157,0.065285157,39.00129792,1.78E-13,57.94631255,40.16760037,0.643998217,20.39510322,5.95E-05,3.01E-13,60.43423025,4.04E-05,6.088246789,41.99729477,10.78455179,55.38483753,16.03850669,12.94801299,4.34E-13,11.05510912,3.18E-13,0.046430407
2.73E-06,2.73E-06,31.1053989,1.90E-13,48.39470267,32.09861423,0.151185957,14.72609848,1.12E-07,3.04E-13,53.09379617,1.30E-05,4.895349773,31.93682892,5.03647127,48.20266002,9.17943862,11.24974568,4.46E-13,8.923709761,3.19E-13,0.025816488
3.12E-14,3.12E-14,23.1469157,1.97E-13,39.93659766,24.91395612,0.052760658,11.4191287,1.42E-13,3.07E-13,45.43850022,4.22E-06,3.695759238,25.1659638,1.638534187,44.54464832,5.304978615,9.770249589,4.58E-13,8.157327582,3.21E-13,0.016654032
3.05E-14,3.05E-14,16.22380223,2.00E-13,34.72931742,20.37958143,0.055689649,9.209691106,1.31E-13,3.09E-13,36.88720138,1.33E-06,2.846750765,23.10866259,0.427699445,46.16538441,3.94710881,9.62044367,4.70E-13,8.397472506,3.22E-13,0.013292263
2.99E-14,2.99E-14,11.0960701,1.98E-13,34.07229423,18.21988086,0.208411677,7.414548951,1.19E-13,3.12E-13,28.18972505,3.98E-07,2.317612483,26.86270203,0.123011384,56.32768762,3.942577796,11.86319546,4.82E-13,10.50896017,3.23E-13,0.013908195
2.94E-14,2.94E-14,7.669349389,1.92E-13,37.52952474,18.87867591,1.107139235,5.596867852,1.08E-13,3.15E-13,20.99049595,1.19E-07,1.983304983,35.53607812,0.065125895,74.35381264,4.732634186,17.69662877,4.95E-13,15.89087028,3.25E-13,0.018810118
2.90E-14,2.90E-14,5.71388827,1.83E-13,43.51595192,22.81229966,2.225046146,4.003124586,9.83E-14,3.18E-13,16.31646092,3.89E-08,1.821739349,42.68402406,0.091684671,87.76019469,5.969183584,25.31581329,5.08E-13,23.5755869,3.26E-13,0.029719486
2.86E-14,2.86E-14,5.038345331,1.71E-13,49.65219807,29.30598875,1.538262817,3.031116837,8.89E-14,3.20E-13,14.5372168,1.43E-08,1.830363374,41.43111568,0.285309931,86.0649153,7.56890767,28.36917729,5.21E-13,27.96366207,3.27E-13,0.050067046
2.84E-14,2.84E-14,5.652385088,1.60E-13,54.76178171,36.70348277,0.910910381,2.695286804,8.01E-14,3.23E-13,15.70350878,5.65E-09,2.072534221,35.33887415,1.220076579,73.62139408,9.395556927,27.00204925,5.35E-13,25.34224398,3.28E-13,0.084021078
2.82E-14,2.82E-14,8.850469836,1.48E-13,54.96884537,38.89599032,2.031065806,3.154031743,7.19E-14,3.26E-13,21.72670499,2.27E-09,3.012525888,30.3086967,4.373592407,58.80629638,11.17555751,23.5858823,5.48E-13,16.42882401,3.29E-13,0.126432788
8.42E-09,8.42E-09,16.22510847,1.38E-13,52.44291763,34.66005213,8.137200732,4.444799153,6.44E-14,3.29E-13,35.0606205,8.95E-10,4.984184945,29.57820796,10.52773364,45.86299563,12.51893989,20.10822895,5.62E-13,9.309671766,3.30E-13,0.170227473
0.000175129,0.000175129,27.67335525,1.30E-13,49.54385635,26.43768276,9.433573717,6.752519278,5.74E-14,3.32E-13,58.75506716,3.41E-10,8.085979091,31.72029705,15.49959286,36.39300889,12.29929581,17.2585796,5.76E-13,5.568790842,3.30E-13,0.203040147
0.046965684,0.046965684,33.35146239,1.23E-13,48.23343662,19.96556056,0.02438548,9.361214827,5.11E-14,3.35E-13,85.05539898,6.23E-13,10.23982628,34.30955606,15.25081773,29.24161489,9.263869586,15.80856391,5.91E-13,4.222326009,3.31E-13,0.22238564
0.443103832,0.443103832,22.92749107,1.17E-13,51.01095141,18.03208632,3.18E-10,10.24763549,4.54E-14,3.38E-13,98.71296367,6.53E-13,8.179655769,34.91034585,9.515131312,24.17001336,4.276879887,16.77222671,6.05E-13,4.570508161,3.31E-13,0.230079955
0.875045476,0.875045476,1.911932497,1.03E-13,67.63901858,25.11559042,7.34E-14,3.135699175,2.52E-14,3.53E-13,21.38228602,8.20E-13,3.022872289,27.87591439,2.39859467,113.2077516,0.010871761,45.05468543,6.82E-13,10.57522934,3.31E-13,0.214164451
0.830052241,0.830052241,3.738906126,1.02E-13,61.04251744,29.84996684,6.98E-14,1.885235779,2.26E-14,3.56E-13,11.45970129,8.58E-13,5.993255939,32.75528537,7.34822305,110.0171085,0.044521049,40.0144832,6.98E-13,7.078970455,3.30E-13,0.247208135
0.651344107,0.651344107,7.387830275,1.01E-13,51.09561508,35.49227591,6.64E-14,0.904503895,1.25E-09,3.60E-13,8.131878334,8.97E-13,9.150636906,34.96275163,35.9073208,67.34588913,0.721232042,29.17701642,7.14E-13,4.383502656,3.30E-13,0.303226615
0.313488248,0.313488248,8.335737224,1.01E-13,40.43188235,39.22009,6.31E-14,0.354073138,1.87E-14,3.63E-13,7.711628558,9.37E-13,4.548541714,29.30129715,72.94968898,36.44569417,13.71998783,19.53475329,7.31E-13,2.755596372,3.29E-13,0.367775296
5.35E-14,5.35E-14,18.93438774,18.11305644,51.47543541,8.598090206,0.371686242,27.88031505,1.66E-13,2.30E-13,2.07E-13,4.167672858,7.787722003,53.93435816,73.65349297,1.432459824,0.227522088,1.03E-13,1.84E-13,1.297759238,0.001111518,0.046745537
5.37E-14,5.37E-14,17.21025777,20.91525137,36.78343951,2.103404534,0.400327191,29.49374196,1.63E-13,2.33E-13,1.99E-13,2.656046686,5.682126567,45.69001835,62.03213114,21.29514648,0.459513237,1.03E-13,1.89E-13,1.212537575,0.000257964,0.082373223
5.39E-14,5.39E-14,13.68619688,27.50444373,25.95452001,1.329988701,0.438583429,26.26113598,1.61E-13,2.35E-13,8.49E-08,1.382062472,3.276353474,38.38795419,44.76970068,46.62102337,1.521638114,9.31E-10,1.94E-13,1.22429531,5.03E-05,0.156836978
5.40E-14,5.40E-14,10.721391,33.79006559,19.14518034,1.606813898,0.484204635,21.56540443,2.97E-07,2.37E-13,0.000113107,0.661360129,1.879808762,33.23970945,28.11750757,40.83305911,5.004378859,7.58E-07,2.00E-13,1.353926863,1.12E-05,0.288837675
5.41E-14,5.41E-14,9.708635106,36.86623818,16.75021289,3.949975951,0.605572666,18.27860641,0.013709883,2.39E-13,0.025425775,0.33468511,1.519967239,32.6598797,16.46925871,40.09401625,9.930040762,0.00011017,2.06E-13,1.898707244,4.55E-06,0.464163613
5.41E-14,5.41E-14,10.32828813,35.34200704,17.02048264,10.23507979,0.836480564,17.34302897,0.074584589,2.41E-13,1.093419183,0.187127919,1.721473411,34.51646838,10.1217417,43.06686492,11.0642621,0.002346493,2.12E-13,3.034318618,4.02E-06,0.63168027
1.72E-05,1.72E-05,13.25437207,33.82359432,21.0928541,21.45247742,1.179683784,19.18087837,0.478926317,2.43E-13,10.50603022,0.132025645,2.67506042,38.88106032,6.032106724,43.08566616,6.775893758,0.013939436,2.18E-13,5.322203362,7.61E-06,0.689712975
5.95E-07,5.95E-07,17.38385519,31.62284629,28.00251709,32.12674303,1.051042241,22.44787719,1.361844748,2.45E-13,30.63223656,0.115183277,4.104023812,40.91094585,3.79451701,40.41869366,3.767470338,0.033878867,2.24E-13,8.215799882,2.70E-05,0.629894231
2.78E-11,2.78E-11,21.34439703,28.77929924,34.49785911,34.01066974,0.288095881,26.29826235,2.885153232,2.47E-13,47.57812018,0.13786505,4.941346729,39.00381116,2.890047666,38.77380627,2.681276946,0.059475396,2.30E-13,9.878759957,0.000104632,0.503182293
5.37E-14,5.37E-14,24.961414,27.16365428,35.58991979,29.4120283,0.013895503,29.90548947,4.924867239,2.50E-13,70.63860885,0.270802754,4.543833124,35.72845931,3.268293747,42.48994398,2.853741393,0.09985546,2.37E-13,9.229905882,0.00029035,0.391617531
5.34E-14,5.34E-14,28.730675,28.08286676,30.97572288,24.12421292,0.000138517,32.42619915,5.247322595,2.52E-13,81.81335712,0.772388099,3.614149446,34.33868709,5.881916089,56.047721,4.292881663,0.143347861,2.44E-13,7.679791087,0.00085728,0.332052859
5.30E-14,5.30E-14,32.53848171,31.06705178,24.81244076,21.34951729,4.24E-07,33.58257675,2.984718801,2.54E-13,73.92830793,2.406500488,2.803099608,36.3357178,13.7499095,88.39801427,8.014133826,0.183715589,2.51E-13,6.525977339,0.004009849,0.331724689
5.25E-14,5.25E-14,35.81706316,34.80587043,20.8767102,22.39707129,1.06E-09,34.29674351,1.246121433,2.56E-13,63.6421857,5.729568367,2.344511686,41.5480383,28.26023713,130.5698603,14.73287459,0.271205658,2.58E-13,6.316863857,0.034170095,0.382053936
4.35E-11,4.35E-11,36.88632226,33.03986585,22.52716101,27.97742566,1.51E-13,35.60613281,1.249790805,2.59E-13,57.14800736,6.427699732,2.345608531,48.20262441,33.7332771,143.2885385,21.41811885,0.536593297,2.65E-13,7.72400308,0.555087882,0.495737475
1.49E-07,1.49E-07,35.98337317,28.37376268,27.08353655,36.65626299,1.50E-13,36.46720522,2.003482233,2.61E-13,54.32401319,4.129785792,2.66634423,53.88012789,32.38671326,103.0965599,24.30859731,1.193937357,2.73E-13,10.2931098,6.453815628,0.592053066
6.26E-05,6.26E-05,33.32613228,23.73837446,32.83891979,44.57579337,1.49E-13,35.69724651,4.815679852,2.63E-13,52.59815281,1.736976575,3.29120641,55.60126417,30.52348697,61.24147181,22.84343006,2.523093462,2.80E-13,13.52113907,27.02762952,0.579238754
0.201110385,0.201110385,21.60632519,18.37155026,37.96009078,43.48498987,1.50E-05,22.19606967,23.92829625,2.70E-13,41.37356123,0.110132683,5.030506273,37.49000235,26.09284718,42.33382388,16.41684103,9.438806141,3.05E-13,23.96223448,0.479925212,0.202509803
0.559395287,0.559395287,21.98438972,23.66707735,36.13188582,39.04715101,0.001615869,20.20061057,21.39930743,2.73E-13,43.96798122,0.108316382,5.129302527,34.90849901,21.3965453,61.14140332,16.03645141,10.72061052,3.14E-13,26.91051386,0.003404032,0.148605253
0.872484358,0.872484358,24.02725773,29.85314575,35.33089758,38.79587446,0.018414654,19.5249796,18.61334217,2.75E-13,48.95579925,0.175722189,5.070986827,34.08803461,15.38894148,88.03120809,16.50616336,11.8964166,3.23E-13,30.27416275,9.61E-05,0.12870979
0.634939107,0.634939107,26.35063231,32.89458212,36.25136467,42.43391955,0.021417148,19.40301653,17.94670444,2.78E-13,53.70721243,0.383832309,4.935681685,33.39186233,10.30872972,103.5731598,17.55402501,13.91941282,3.32E-13,33.22004916,4.16E-05,0.135154842
0.189875324,0.189875324,27.93858714,32.8365133,38.81000232,46.72075749,0.005511771,19.34532602,19.3662667,2.80E-13,56.64736941,0.880295769,4.778976177,31.91969676,7.369352142,96.62896689,18.76553626,16.93563116,3.41E-13,33.26491754,0.00016359,0.167164893
0.023196024,0.023196024,28.10564727,31.93549526,41.60574573,48.35906246,0.000989626,19.04321885,20.16490082,2.83E-13,56.7122556,1.638811008,4.581044616,29.46359195,6.420572608,88.4160588,19.9765967,20.68963094,3.51E-13,30.48094093,0.001778382,0.228381786
0.001508898,0.001508898,26.75696839,29.93501237,43.49050621,46.03624254,0.000357625,18.28691938,15.76897855,2.85E-13,53.60108499,1.90817728,4.198056026,26.6710099,6.94365355,89.29570787,20.95968692,24.32562122,3.61E-13,28.20084211,0.006505857,0.31874468
0.000107398,0.000107398,24.91441425,25.42162322,44.99488264,42.19343659,0.000461427,17.64425791,8.924659931,2.88E-13,49.35197705,1.155832014,3.63223902,25.0244399,8.503998112,96.84781379,21.17846135,26.86370278,3.71E-13,29.42989544,0.000262688,0.421267542
2.26E-05,2.26E-05,25.1417823,21.21653258,48.11043984,40.81120605,0.001833297,19.15503678,5.264080558,2.90E-13,48.23260972,0.384875156,3.304792169,26.43755939,10.45325621,109.3612464,21.08780664,26.74181083,3.81E-13,35.1688482,4.06E-09,0.503929692
4.26E-05,4.26E-05,29.55915285,19.34235347,54.01127374,43.8119136,0.014486972,25.30735807,4.240636172,2.93E-13,52.98796468,0.081186279,3.534099687,32.58963219,11.94696828,119.6301013,21.10531102,23.69213,3.92E-13,43.7609391,3.18E-13,0.527515384
0.000593603,0.000593603,38.91833318,26.9063513,61.34384546,50.03989751,0.12776272,38.19876167,3.493122896,2.95E-13,62.71041274,0.01382871,4.506204815,43.04596747,12.25726771,123.7519144,21.64937619,19.52378332,4.02E-13,47.08048841,3.19E-13,0.49251958
0.02585581,0.02585581,51.24669911,51.2195318,66.51542242,55.99946539,0.755884027,54.95279628,0.821453643,2.98E-13,73.03038456,0.002412783,6.217153312,53.74172176,11.54875762,121.8958535,22.90349481,16.32224498,4.14E-13,41.66022774,3.20E-13,0.40481462
0.773247688,0.773247688,59.56088111,52.20699288,67.7874016,57.90949558,1.936336814,60.85405068,0.012140007,3.01E-13,77.60368913,0.000514156,7.664660553,56.83470861,9.510048291,119.2847243,23.33147715,14.92633553,4.25E-13,31.1298672,3.22E-13,0.275123479
1.905547655,1.905547655,56.6047775,4.314657233,64.07151593,54.45178508,1.649267941,44.77838995,1.24E-05,3.03E-13,72.78998432,0.000141382,7.326800521,48.81539219,6.66105359,105.1343419,20.44653567,15.35860398,4.37E-13,21.43062127,3.23E-13,0.149740346
0.108044927,0.108044927,46.53790828,0.000155947,56.02135495,45.6602622,0.661378897,27.32779353,2.08E-09,3.06E-13,64.03573763,4.42E-05,5.902778605,38.26374587,3.977656688,85.73225192,14.90801094,15.33989624,4.48E-13,15.88131268,3.24E-13,0.076135342
1.27E-05,1.27E-05,34.63347486,1.70E-13,46.99948608,34.5687596,0.19077974,16.02155842,1.67E-13,3.09E-13,53.79125955,1.39E-05,4.322159946,29.56062216,2.328759813,70.78606737,9.667697647,13.63533683,4.61E-13,13.01441384,3.26E-13,0.040165407
1.32E-11,1.32E-11,23.97802064,1.77E-13,39.53377157,26.48767196,0.085842387,10.18490009,1.54E-13,3.12E-13,44.31321882,4.38E-06,3.15934876,23.89252552,1.146943395,56.43365045,6.647149738,12.06176698,4.73E-13,11.54278745,3.27E-13,0.024301714
2.99E-14,2.99E-14,15.7731279,1.80E-13,35.15842317,21.46856905,0.10746808,7.326598662,1.41E-13,3.14E-13,35.5124977,1.35E-06,2.489386405,22.25453567,0.498736536,48.63535901,5.542396013,11.72398656,4.86E-13,10.97421964,3.29E-13,0.018422454
2.93E-14,2.93E-14,10.23377157,1.77E-13,35.68067792,19.39227486,0.409209686,5.859268917,1.28E-13,3.17E-13,27.80774328,3.96E-07,2.166808226,27.13371819,0.270845251,52.00706867,5.720358045,14.12022719,4.99E-13,12.64375912,3.30E-13,0.019059397
2.88E-14,2.88E-14,6.765524571,1.71E-13,39.96944336,19.42694101,1.890756304,4.71434929,1.16E-13,3.20E-13,21.28461111,1.19E-07,1.980037477,36.87889945,0.225418427,60.61172822,6.646025056,19.11329358,5.12E-13,16.24510347,3.32E-13,0.025282171
2.84E-14,2.84E-14,4.875370326,1.61E-13,47.44976657,22.68439714,3.275464652,3.627683487,1.05E-13,3.23E-13,17.1196414,3.91E-08,1.843322988,46.49046673,0.391255907,71.46953289,7.952580838,25.70393371,5.25E-13,21.96354692,3.33E-13,0.039690365
2.81E-14,2.81E-14,4.279560161,1.49E-13,54.92838248,28.7230772,1.903841462,2.872136868,9.49E-14,3.26E-13,15.87619382,1.44E-08,1.779437782,46.75699768,1.188371761,73.59357067,9.627080036,28.35781894,5.39E-13,25.11995325,3.34E-13,0.066290066
2.78E-14,2.78E-14,4.850564576,1.38E-13,59.61560972,36.07431674,0.887062484,2.597262536,8.53E-14,3.29E-13,17.73443807,5.58E-09,1.832187057,40.47599851,4.196247818,68.18211647,11.48956453,26.89359536,5.53E-13,23.13198779,3.36E-13,0.111068904
2.24E-10,2.24E-10,7.544650486,1.26E-13,60.03403899,40.34850905,0.895213397,2.92483301,7.64E-14,3.32E-13,24.33394047,2.18E-09,2.270946949,35.15797454,12.65196471,56.18485829,12.97609259,23.99471363,5.67E-13,16.50222208,3.37E-13,0.170004343
3.06E-05,3.06E-05,14.89367565,1.17E-13,57.09864054,36.73347872,1.877461602,4.060960492,6.83E-14,3.35E-13,39.28760137,8.28E-10,3.510965333,33.88790042,26.27370393,46.18668286,13.23024408,20.01811903,5.81E-13,9.728387547,3.38E-13,0.222277698
0.008685115,0.008685115,29.04284135,9.48E-08,53.29106226,27.06900111,1.503448983,6.319007052,6.09E-14,3.38E-13,66.30703541,2.99E-10,6.002287791,35.4197045,30.55361992,39.98941232,11.04949674,15.05492991,5.96E-13,5.390048385,3.39E-13,0.24308448
0.098833376,0.098833376,39.04176567,1.03E-13,51.13150957,19.74547615,0.000289016,8.69585641,5.42E-14,3.41E-13,93.7734072,6.62E-13,8.579373906,37.4290746,24.70568717,33.82656931,6.903770547,12.35072831,6.11E-13,3.751263566,3.39E-13,0.248662895
0.285193216,0.285193216,28.99473149,9.81E-14,52.36571753,16.92099295,9.13E-14,9.050245829,4.82E-14,3.44E-13,106.2791355,6.94E-13,8.690587766,37.956514,14.42428881,28.22378245,2.841837917,12.87389177,6.26E-13,3.74928013,3.40E-13,0.252379585
1.089023585,1.089023585,1.842126496,8.75E-14,54.04364606,28.13039837,6.93E-14,0.514553196,2.45E-14,3.64E-05,15.90664084,9.11E-13,6.325372643,30.01044886,4.229170464,87.11637187,0.034738476,42.77966527,7.22E-13,8.304381848,3.40E-13,0.374211914
1.082213587,1.082213587,2.644401121,8.74E-14,45.36185827,34.21490422,6.59E-14,0.205419881,2.23E-14,3.66E-13,9.769931794,9.53E-13,7.573956041,30.86696109,22.00023149,55.42166031,0.636387592,31.66273819,7.39E-13,6.059404241,3.39E-13,0.471932836
0.506404656,0.506404656,2.501136428,8.75E-14,36.12321398,38.4817209,6.27E-14,0.078878234,2.03E-14,3.69E-13,6.409186582,9.95E-13,3.055789786,25.43540183,59.68264045,30.92332093,12.99676159,21.29969029,7.56E-13,4.100488848,3.39E-13,0.576849946
5.60E-14,5.60E-14,8.871199863,29.64158686,29.08669141,12.6932473,0.17771568,20.97163743,0.512703712,2.47E-13,72.04064969,0.021411794,1.714193923,36.00549847,1.02462736,59.48156972,4.790124556,0.001651251,2.25E-13,4.425483501,2.08E-10,0.562941183
5.42E-11,5.42E-11,10.89081198,26.301869,41.77743768,21.6308821,0.098520169,24.97627332,2.718467945,2.49E-13,84.34915185,0.014773085,2.413255378,38.83483749,0.466558146,49.50801765,2.515875402,0.012161525,2.31E-13,8.245167071,8.67E-10,0.496969334
5.55E-14,5.55E-14,13.54830006,23.37725846,55.17377674,28.56604718,0.017328402,29.79279386,6.266896828,2.52E-13,69.64768302,0.016450918,2.990742327,39.73909029,0.308504539,46.0444747,1.576482506,0.051266922,2.38E-13,12.08190918,6.43E-09,0.400710317
5.52E-14,5.52E-14,18.11924818,24.81724243,55.79870149,32.09175143,0.00047734,34.63112188,14.83620567,2.54E-13,86.20574701,0.046194328,3.214103474,40.60138458,0.485039565,50.87623745,1.573117592,0.148954794,2.45E-13,12.65944199,3.22E-08,0.331146921
5.47E-14,5.47E-14,24.17553456,28.96619267,47.30189022,33.23116972,2.90E-06,38.29574052,20.29516537,2.56E-13,102.8351198,0.201425125,3.07483536,42.88031561,1.292207271,68.32765152,2.231763592,0.330255477,2.52E-13,11.46726446,2.35E-07,0.298629247
5.42E-14,5.42E-14,30.4714035,32.99812004,36.79699007,33.56968065,3.86E-09,39.60375024,14.33302477,2.58E-13,100.9028707,0.896238518,2.816341215,47.01990931,4.307800238,119.656919,4.336245109,0.569998688,2.59E-13,10.46744152,3.55E-06,0.331011648
5.35E-14,5.35E-14,35.95704156,36.83633733,29.3017741,36.37586288,1.51E-13,39.77835938,7.371511213,2.61E-13,91.5890851,2.808842368,2.685144989,53.44679,12.26089156,194.8984997,8.546230178,1.011679949,2.66E-13,10.40337337,0.000116548,0.412652589
1.35E-09,1.35E-09,38.92312029,36.85225562,27.02195519,42.78766799,1.50E-13,39.17257973,4.86932476,2.63E-13,80.54865768,4.536764958,2.812398588,60.0242231,22.41677812,203.4916712,14.15735357,2.030052712,2.74E-13,11.60191174,0.006334558,0.536921923
5.68E-06,5.68E-06,38.22645734,32.67315339,28.36181038,49.84305601,1.48E-13,36.48518831,4.91832772,2.65E-13,70.02788902,3.643934307,3.164959,62.93711104,30.6849504,122.449552,18.31900284,3.952238299,2.82E-13,13.35559785,0.277737454,0.628668762
0.001807518,0.001807518,33.86517221,26.99086226,31.7590114,51.72169876,1.47E-13,30.93034424,8.977530215,2.68E-13,60.92106357,1.563337265,3.657786868,60.73834344,36.72646775,57.7441685,20.01296216,6.179854806,2.90E-13,14.96084069,4.61606337,0.589202137
0.048524487,0.048524487,27.86655117,21.85971134,35.05370496,48.64314821,1.46E-13,24.15047496,15.08473726,2.70E-13,52.2607846,0.48533941,4.089956363,53.37389192,42.93384299,30.97151579,20.00071427,8.156866114,2.98E-13,16.96620988,11.83615377,0.445867498
0.553123628,0.553123628,18.71116828,16.7015528,36.40348847,36.84045646,1.79E-06,14.23744962,9.652757919,2.75E-13,41.38235223,0.067035849,4.00122091,36.71522593,49.18174146,30.33275603,18.58037617,11.35772399,3.15E-13,23.68490419,0.017870454,0.189213204
0.781037842,0.781037842,18.32443824,18.54973824,36.07880796,32.78279389,0.000299915,13.10872628,5.65179723,2.77E-13,43.57305857,0.053878614,3.711361793,33.66908836,40.76199068,49.19321197,17.46968538,12.6057268,3.24E-13,29.81837049,1.46E-05,0.133781829
0.894417903,0.894417903,21.21667287,23.17180041,37.27949706,33.966803,0.003507194,14.55023028,3.927871118,2.80E-13,50.31028591,0.084645879,3.629987295,33.93428713,25.05405961,72.67536917,16.26648941,14.04315558,3.33E-13,37.21873651,5.72E-08,0.111108682
0.793317376,0.793317376,26.486834,28.58165557,39.98327686,40.30185534,0.003174973,17.92384497,3.372017611,2.82E-13,57.83812992,0.207204105,3.812044344,35.16393761,11.96537194,83.27770095,15.12198189,16.05793531,3.43E-13,41.95497479,8.63E-09,0.110924179
0.526717786,0.526717786,32.12120373,32.43045928,44.68119361,47.4392855,0.000567215,22.21788334,3.505011197,2.85E-13,63.20665313,0.541102943,4.144491352,35.5732334,5.525899856,76.43911806,14.09731414,18.66055701,3.53E-13,41.94171975,1.23E-08,0.129940179
0.237604559,0.237604559,35.95888807,33.75566899,50.59130814,50.03467121,7.10E-05,25.99437078,3.463054835,2.87E-13,64.4800152,1.076657095,4.527051595,34.45026025,2.995295683,65.67828135,13.57500934,21.43806752,3.62E-13,37.61645211,8.46E-08,0.169069694
0.057743362,0.057743362,36.44608154,32.85546748,54.90201275,47.10770611,2.43E-05,27.29954282,1.824207169,2.90E-13,60.9873128,1.234595455,4.773828016,32.45554472,2.12785854,62.62237901,13.81695353,24.08596961,3.73E-13,33.39093462,3.45E-06,0.227684727
0.007352113,0.007352113,34.21010463,31.07566322,56.38544107,42.83381377,5.54E-05,25.99425991,0.347657878,2.92E-13,54.96388447,0.699053594,4.751769831,31.28599626,2.062036817,72.14201568,14.75282409,26.11834505,3.83E-13,32.94660424,0.000262437,0.297465033
0.001270709,0.001270709,33.79127749,29.92726219,57.63603352,42.64039989,0.000479338,26.60031822,0.058571986,2.95E-13,52.58988877,0.221549765,4.859732827,33.12308267,2.45427117,91.32791483,16.04332933,26.44378338,3.94E-13,37.0453839,0.000418534,0.367019521
0.000715347,0.000715347,38.36869434,30.90475978,60.74389885,48.67060661,0.006786419,33.20362947,0.018903825,2.98E-13,56.98054778,0.048760396,5.525323036,39.25634112,3.215865526,115.5482805,17.2796942,24.56307429,4.05E-13,44.07803344,7.08E-08,0.423731257
0.001634902,0.001634902,49.07342956,34.29129621,65.13092023,59.23921731,0.083418942,48.68695246,0.009946201,3.00E-13,67.16493616,0.009194213,7.014387818,48.64636189,4.154291107,138.3831468,18.01301784,21.46897575,4.16E-13,47.08063668,3.26E-13,0.45462833
