"","id","handle","type","depth","geo_age","x","y"
"134","850","FRENCH","Core top_16270",610,10.4037256056341,122633.929290218,991686.939699306
"135","850","FRENCH","Presettlement_paleon",660,85.9350017382736,122633.929290218,991686.939699306
"136","850","FRENCH","Radiocarbon_rc_16272",725,498.080305511044,122633.929290218,991686.939699306
"137","850","FRENCH","Radiocarbon_rc_16273",950,2344.44494700873,122633.929290218,991686.939699306
"138","850","FRENCH","Radiocarbon_rc_16274",1155,3960.01897414284,122633.929290218,991686.939699306
"139","860","GASS","Core top_2443",5,6.68534075603706,641295.111114483,840927.292239302
"140","860","GASS","Presettlement_paleon",60,113.166241579434,641295.111114483,840927.292239302
"141","860","GASS","Radiocarbon_2445",63,113.168110668831,641295.111114483,840927.292239302
"142","860","GASS","Radiocarbon_2446",315,3317.08274880641,641295.111114483,840927.292239302
"143","860","GASS","Radiocarbon_2447",521,5724.9673132851,641295.111114483,840927.292239302
"144","860","GASS","Radiocarbon_2448",549,6785.13575911982,641295.111114483,840927.292239302
"145","860","GASS","Radiocarbon_2449",614,10707.8105132599,641295.111114483,840927.292239302
"146","860","GASS","Radiocarbon_2450",675,12839.8441464752,641295.111114483,840927.292239302
"147","869","GEORGE","Core top_2489",0,-15.173911894973,155119.584058485,907176.523999103
"148","869","GEORGE","Presettlement_paleon",40,96.4923208017845,155119.584058485,907176.523999103
"149","15245","MNBELG","Core top_32972",0,-12.4996644630214,155119.584058485,907176.523999103
"150","15245","MNBELG","Settlement_32973",37.5,86.505969771782,155119.584058485,907176.523999103
"151","967","GOLDSMTH","Core top_2586",0,-14.414052034024,296209.845608153,1153347.8349059
"152","967","GOLDSMTH","Presettlement_paleon",20,54.9309466301214,296209.845608153,1153347.8349059
"153","982","GREENLK","Core top_2712",0,-21.6900484563005,852677.801437792,925377.280339732
"154","982","GREENLK","Radiocarbon_2713",80,4773.8677789807,852677.801437792,925377.280339732
"155","982","GREENLK","Radiocarbon_rc_2714",240,11691.9012789119,852677.801437792,925377.280339732
"156","982","GREENLK","Radiocarbon_rc_2715",383,15403.1660112958,852677.801437792,925377.280339732
"157","990","GRICE","Core top_2745",0,-14.9088887214344,57572.0892709998,1255478.37691274
"158","990","GRICE","Presettlement_paleon",30,70.1570955130348,57572.0892709998,1255478.37691274
"159","1032","HEMOPOND","Core top_2998",0,-15.3604668286143,77382.6832580704,1244451.96546483
"160","1032","HEMOPOND","Presettlement_paleon",60,102.871185311416,77382.6832580704,1244451.96546483
"161","1109","HORSE","Core top_3098",0,-15.1295449884555,48732.0410140794,1254384.52185562
"162","1109","HORSE","Presettlement_paleon",40,84.5502162688337,48732.0410140794,1254384.52185562
"163","1110","HORSHOHA","Radiocarbon_rc_3105",898.5,9284.70027033736,236848.653325377,1034473.09122508
"164","1110","HORSHOHA","Radiocarbon_rc_3106",938.5,10218.0640383357,236848.653325377,1034473.09122508
"165","1110","HORSHOHA","Radiocarbon_rc_3107",978.5,11588.6371831472,236848.653325377,1034473.09122508
"166","1110","HORSHOHA","Radiocarbon_rc_3108",1018.5,12827.626811659,236848.653325377,1034473.09122508
"167","1110","HORSHOHA","Radiocarbon_rc_3109",1060.5,13832.8752350284,236848.653325377,1034473.09122508
"168","1111","HOSTAGE","Core top_3110",0,-30.0100571368393,169178.823979438,1165575.58594639
"169","1111","HOSTAGE","Presettlement_paleon",40,67.2657367831082,169178.823979438,1165575.58594639
"170","1111","HOSTAGE","Radiocarbon_rc_3112",220,1652.88952935645,169178.823979438,1165575.58594639
"171","1111","HOSTAGE","Radiocarbon_rc_3113",385,3805.43863664949,169178.823979438,1165575.58594639
"172","1134","HUGLAKE","Core top_3133",0,-19.9062863973817,427498.772250313,1293413.9180913
"173","1134","HUGLAKE","Presettlement_paleon",24,50.3391176482812,427498.772250313,1293413.9180913
"174","1153","IRVIN","Core top_3214",0,-31.2367406777591,214753.548505461,1225280.88533052
"175","1153","IRVIN","Presettlement_paleon",25,41.0324293570975,214753.548505461,1225280.88533052
"176","1153","IRVIN","Radiocarbon_3215",60,1280.94599673109,214753.548505461,1225280.88533052
"177","1153","IRVIN","Radiocarbon_3216",140,1975.81094676184,214753.548505461,1225280.88533052
"178","1153","IRVIN","Radiocarbon_3217",290,3547.38733019363,214753.548505461,1225280.88533052
"179","1153","IRVIN","Radiocarbon_3218",467,6635.88034358569,214753.548505461,1225280.88533052
"180","1153","IRVIN","Radiocarbon_3219",587.5,8313.39413990668,214753.548505461,1225280.88533052
"181","3138","JACOBSN2","Core top_7897",100,2.53396741114601,275011.286323306,1137169.79112615
"182","3138","JACOBSN2","Presettlement_paleon",125,57.5994412175527,275011.286323306,1137169.79112615
"183","3138","JACOBSN2","Radiocarbon_7899",590,4668.62150896997,275011.286323306,1137169.79112615
"184","3138","JACOBSN2","Radiocarbon_7900",864.75,8078.04214202628,275011.286323306,1137169.79112615
"185","15274","MNSHBL","Core top_33147",0,-12.9614094056159,164069.474393861,1040205.48115173
"186","15274","MNSHBL","Presettlement_paleon",20,57.9555000518508,164069.474393861,1040205.48115173
"187","1446","KEGAN","Core top_3535",0,-14.7215580516265,221935.359807778,957574.774271244
"188","1446","KEGAN","Presettlement_paleon",30,77.8939280428675,221935.359807778,957574.774271244
"189","1447","KELLHOL1","Core top_3543",0,-28.6811422914591,444723.936510177,994596.812470678
"190","1447","KELLHOL1","Radiocarbon_3546",60.5,4931.97307813644,444723.936510177,994596.812470678
"191","1447","KELLHOL1","Radiocarbon_3547",190.5,8524.22687166747,444723.936510177,994596.812470678
"192","3452","KELLHOL2","Core top_7914",0,-28.4679878957699,444723.936510177,994596.812470678
"193","3452","KELLHOL2","Presettlement_paleon",21,15.9791368225497,444723.936510177,994596.812470678
"194","3452","KELLHOL2","Radiocarbon_7915",121.5,2932.60363180602,444723.936510177,994596.812470678
"195","3452","KELLHOL2","Radiocarbon_7916",419,7425.85951816027,444723.936510177,994596.812470678
"196","1448","KELLNERS","Core top_3549",0,-26.0970011144943,633325.771426097,862337.871520861
"197","1448","KELLNERS","Presettlement_paleon",60,95.8736565605879,633325.771426097,862337.871520861
"198","1448","KELLNERS","Radiocarbon_3550",295,1928.64589395304,633325.771426097,862337.871520861
"199","1448","KELLNERS","Radiocarbon_3551",585,5270.25057239421,633325.771426097,862337.871520861
"200","1448","KELLNERS","Radiocarbon_3552",996.3,11934.4290743032,633325.771426097,862337.871520861
"201","1448","KELLNERS","Radiocarbon_3553",1140,15487.2205086835,633325.771426097,862337.871520861
"202","1520","KIRCHNR1","Core top_3604",0,-8.971127138807,221649.926486999,959010.866477861
"203","1520","KIRCHNR1","Radiocarbon_3605",175,1626.36134596292,221649.926486999,959010.866477861
"204","1520","KIRCHNR1","Radiocarbon_rc_3606",520,5544.62383147562,221649.926486999,959010.866477861
"205","1520","KIRCHNR1","Radiocarbon_rc_3607",780,7375.95579129204,221649.926486999,959010.866477861
"206","1520","KIRCHNR1","Radiocarbon_rc_3608",985,10197.8482227973,221649.926486999,959010.866477861
"207","1520","KIRCHNR1","Radiocarbon_3609",1195,13583.959042212,221649.926486999,959010.866477861
"208","3455","KIRCHNR2","Core top_7924",0,4.60560322613891,221649.926486999,959010.866477861
"209","3455","KIRCHNR2","Presettlement_paleon",22,68.3145224581102,221649.926486999,959010.866477861
"210","3455","KIRCHNR2","Core top_7924",1151.5,14281.833329606,221649.926486999,959010.866477861
"211","1524","KITCHNER","Core top_3629",1,-29.7972539441212,672949.509957926,1019436.6768787
"212","1524","KITCHNER","Presettlement_paleon",60,72.6521629197234,672949.509957926,1019436.6768787
"213","1524","KITCHNER","Radiocarbon_rc_3631",310,4108.97170963915,672949.509957926,1019436.6768787
"214","1524","KITCHNER","Radiocarbon_rc_3632",400,5874.49345621513,672949.509957926,1019436.6768787
"215","1524","KITCHNER","Radiocarbon_rc_3633",620,10088.54075191,672949.509957926,1019436.6768787
"216","1548","KOTIRANT","Core top_3673",120,150.318742485528,286325.834595816,1169815.83972483
"217","1548","KOTIRANT","Radiocarbon_3677",950,15174.4061563889,286325.834595816,1169815.83972483
"218","1552","KRYZ","Core top_3689",0,-14.9209717457925,262480.340950389,1131531.48230106
"219","1552","KRYZ","Presettlement_paleon",30,74.1527672577114,262480.340950389,1131531.48230106
"220","1564","KYLENLK","Radiocarbon_3715",751.5,9349.22175089222,355973.898588226,1232599.82052119
"221","1564","KYLENLK","Radiocarbon_3716",801.5,9863.36187224069,355973.898588226,1232599.82052119
"222","1564","KYLENLK","Radiocarbon_3717",825,10557.8686648613,355973.898588226,1232599.82052119
"223","1564","KYLENLK","Radiocarbon_3718",852,11564.4504045619,355973.898588226,1232599.82052119
"224","1564","KYLENLK","Radiocarbon_3719",882,12384.9196188114,355973.898588226,1232599.82052119
"225","1564","KYLENLK","Radiocarbon_3720",889,12719.805877391,355973.898588226,1232599.82052119
"226","1564","KYLENLK","Radiocarbon_3721",903.5,14239.162166716,355973.898588226,1232599.82052119
"227","1564","KYLENLK","Radiocarbon_3722",945,15524.5758285978,355973.898588226,1232599.82052119
"228","1564","KYLENLK","Radiocarbon_3723",1087,18817.0509089504,355973.898588226,1232599.82052119
"229","1580","LAKE16","Core top_3806",0,10.9036856639344,916824.523410113,1004006.81918117
"230","1580","LAKE16","Radiocarbon_3807",92.5,3183.19194620451,916824.523410113,1004006.81918117
"231","1580","LAKE16","Radiocarbon_3808",129.5,4561.66122886947,916824.523410113,1004006.81918117
"232","1580","LAKE16","Radiocarbon_3809",157.5,6277.69403346271,916824.523410113,1004006.81918117
"233","1580","LAKE16","Radiocarbon_3810",194,8228.90010683279,916824.523410113,1004006.81918117
"234","1580","LAKE16","Radiocarbon_3811",228,11395.1514533633,916824.523410113,1004006.81918117
"235","1581","LAKE27","Radiocarbon_rc_3813",13.5,76.6863341632869,879352.164766854,945226.540184882
"236","1581","LAKE27","Presettlement_paleon",20,87.9642489112818,879352.164766854,945226.540184882
"237","1581","LAKE27","Radiocarbon_rc_3814",51,664.447517107668,879352.164766854,945226.540184882
"238","1581","LAKE27","Radiocarbon_rc_3815",173,3163.29969227191,879352.164766854,945226.540184882
"239","1584","LAKEANN","Core top_3823",0,-15.1174091740954,186790.609494993,1036849.24633744
"240","1584","LAKEANN","Presettlement_paleon",60,107.541987106869,186790.609494993,1036849.24633744
"241","3468","LAKEANNF","Core top_7930",560,-30.0383089062198,186790.609494993,1036849.24633744
"242","3468","LAKEANNF","Radiocarbon_7931",1125,5058.79290164241,186790.609494993,1036849.24633744
"243","3468","LAKEANNF","Radiocarbon_7932",1445,8292.11898579199,186790.609494993,1036849.24633744
"244","1588","LAKECARL","Core top_3838",0,8.06824729026285,219129.37486314,962575.392478407
"245","1588","LAKECARL","Presettlement_paleon",50,108.386068493315,219129.37486314,962575.392478407
"246","1629","LEWISLK","Core top_4049",0,-14.9382339095663,216377.850418702,1069467.537539
"247","1629","LEWISLK","Presettlement_paleon",40,88.846344126303,216377.850418702,1069467.537539
"248","1633","LILYLAKE","Core top_4114",1295,3.40287608995312,248686.155201428,987027.696686918
"249","1633","LILYLAKE","Radiocarbon_4116",1315,52.265490360469,248686.155201428,987027.696686918
"250","1633","LILYLAKE","Presettlement_paleon",1345,107.788105947402,248686.155201428,987027.696686918
"251","1633","LILYLAKE","Radiocarbon_4117",1480,2136.46303766738,248686.155201428,987027.696686918
"252","1633","LILYLAKE","Radiocarbon_4118",1630,3841.34455210121,248686.155201428,987027.696686918
"253","1633","LILYLAKE","Radiocarbon_4119",1720,4629.75205025836,248686.155201428,987027.696686918
"254","1633","LILYLAKE","Radiocarbon_4120",1905,8020.80684259815,248686.155201428,987027.696686918
"255","1633","LILYLAKE","Radiocarbon_4121",2085,11081.7607368418,248686.155201428,987027.696686918
"256","1633","LILYLAKE","Radiocarbon_4122",2159,13424.0405961583,248686.155201428,987027.696686918
"257","1639","LITTBASS","Core top_4137",1280,7.25371577151745,220145.929849084,1241471.17107877
"258","1639","LITTBASS","Presettlement_paleon",1300,58.293147642771,220145.929849084,1241471.17107877
"259","1639","LITTBASS","Radiocarbon_4139",1380,1787.20148113543,220145.929849084,1241471.17107877
"260","1639","LITTBASS","Radiocarbon_4140",1522.5,4428.59449560254,220145.929849084,1241471.17107877
"261","1639","LITTBASS","Radiocarbon_4141",1592.5,6238.28035304386,220145.929849084,1241471.17107877
"262","1639","LITTBASS","Radiocarbon_4142",1665,8521.11420184331,220145.929849084,1241471.17107877
"263","1639","LITTBASS","Radiocarbon_4143",1792.5,12312.9466881241,220145.929849084,1241471.17107877
"264","1649","LKCLDSA","Annual laminations (v",486,9251.65140012446,414336.965069394,1299350.4480947
"265","1649","LKCLDSA","Annual laminations (v",493,9498.79048389546,414336.965069394,1299350.4480947
"266","1649","LKCLDSA","Annual laminations (v",500,9702.1212030753,414336.965069394,1299350.4480947
"267","1649","LKCLDSA","Annual laminations (v",510,9905.50052936279,414336.965069394,1299350.4480947
"268","1649","LKCLDSA","Annual laminations (v",515,10092.5339112166,414336.965069394,1299350.4480947
"269","1649","LKCLDSA","Annual laminations (v",520,10292.6453720131,414336.965069394,1299350.4480947
"270","1649","LKCLDSA","Annual laminations (v",530,10601.6944893647,414336.965069394,1299350.4480947
"271","1649","LKCLDSA","Annual laminations (v",552.5,11098.1995945009,414336.965069394,1299350.4480947
"272","1649","LKCLDSA","Annual laminations (v",559.5,11369.8303755156,414336.965069394,1299350.4480947
"273","1665","LOSTLAKE","Core top_4356",0,3.76347273325105,639675.130018375,1138692.68012836
"274","1665","LOSTLAKE","Presettlement_paleon",10,33.392264840586,639675.130018375,1138692.68012836
"275","3781","STWDARK2","Radiocarbon_8404",105,1699.41878808706,358990.45751041,1002782.54917153
"276","3781","STWDARK2","Radiocarbon_8405",300,4708.23888855572,358990.45751041,1002782.54917153
"277","3781","STWDARK2","Radiocarbon_8406",465,7267.49580457187,358990.45751041,1002782.54917153
"278","3781","STWDARK2","Radiocarbon_8407",622,9640.58757400541,358990.45751041,1002782.54917153
"279","3781","STWDARK2","Radiocarbon_8408",803,11502.0736214255,358990.45751041,1002782.54917153
"280","3781","STWDARK2","Radiocarbon_8409",1020,12663.6238945449,358990.45751041,1002782.54917153
"281","1708","MARTINPD","Core top_4611",0,-3.53953871387735,117799.057747585,1243006.11516788
"282","1708","MARTINPD","Presettlement_paleon",50,90.7322973146438,117799.057747585,1243006.11516788
"283","1720","MCCRANEY","Core top_4668",0,-14.9700338293289,60960.519960891,1251259.60867284
"284","1720","MCCRANEY","Presettlement_paleon",30,67.6971175735472,60960.519960891,1251259.60867284
"285","1735","MENDOTAC","Core top_4700",0,0.501451279354977,498782.725726672,744488.118802167
"286","1735","MENDOTAC","Radiocarbon_rc_4702",65,112.425643798178,498782.725726672,744488.118802167
"287","1735","MENDOTAC","Presettlement_paleon",65.5,112.425855385658,498782.725726672,744488.118802167
"288","1735","MENDOTAC","Radiocarbon_rc_4703",190,2029.18054203257,498782.725726672,744488.118802167
"289","1735","MENDOTAC","Radiocarbon_rc_4704",486,5300.40242636868,498782.725726672,744488.118802167
"290","1735","MENDOTAC","Radiocarbon_rc_4705",830,8293.95707403968,498782.725726672,744488.118802167
"291","1735","MENDOTAC","Radiocarbon_rc_4706",975,13429.3445347172,498782.725726672,744488.118802167
"292","3488","MENDOTAD","Core top_8106",0,4.15686731761136,498782.725726672,744488.118802167
