"","PINUSX","prairie","QUERCUS","BETULA","other_herbs","CYPERACE","ALNUSX","OSTRYCAR","ULMUS","TSUGAX","PICEAX","ACERX","FRAXINUX","POPULUS","CUPRESSA","other_trees","LARIXPSEU","FAGUS","CARYA","TILIA","ABIES","JUGLANSX","site.name","age_bacon","site_index_pol"
"431",23,0,84,20,7,0,0,8,18,6,0,6,15,4,0,5,4,14,3,2,0,0,"Vestaburg Bog",1712.74,"68"
"432",10,5,122,10,9,1,2,3,13,6,0,6,5,0,0,0,0,13,5,1,0,0,"Vestaburg Bog",2560.1,"68"
"433",20,9,116,4,10,1,5,10,17,4,0,0,14,0,0,6,0,14,9,0,0,0,"Vestaburg Bog",2838.14,"68"
"434",25,4,126,9,5,1,2,1,26,4,1,2,1,0,0,3,0,10,1,2,0,0,"Vestaburg Bog",2985.76,"68"
"435",28,5,109,9,9,3,2,4,25,6,0,6,4,0,0,6,0,11,2,2,0,0,"Vestaburg Bog",3115.92,"68"
"436",36,10,101,9,14,2,3,7,27,6,0,6,12,0,0,2,0,17,2,0,0,0,"Vestaburg Bog",3225.02,"68"
"437",34,11,106,4,13,2,1,2,19,4,0,4,21,3,0,7,0,11,6,1,0,0,"Vestaburg Bog",3592.36,"68"
"438",42,9,94,9,5,2,1,5,18,3,2,2,8,0,0,6,0,11,7,0,0,0,"Vestaburg Bog",3720.4,"68"
"439",70,5,80,8,7,0,1,18,25,1,0,0,4,0,2,3,0,2,1,2,0,0,"Vestaburg Bog",4338.86,"68"
"440",39,13,88,6,9,0,0,4,16,3,0,6,14,2,1,4,0,7,8,1,0,0,"Vestaburg Bog",4885.7,"68"
"441",39,8,109,6,6,0,2,13,12,0,0,2,7,0,0,9,0,0,6,1,0,0,"Vestaburg Bog",5127.84,"68"
"442",71,12,215,8,19,0,4,7,50,1,0,14,16,0,1,12,0,26,7,2,0,0,"Vestaburg Bog",5283.14,"68"
"443",21,9,109,4,11,2,0,5,23,8,2,3,15,0,0,12,0,14,1,1,0,0,"Vestaburg Bog",5550.22,"68"
"444",38,4,101,7,11,0,2,5,18,1,1,4,4,3,2,4,1,10,1,1,0,0,"Vestaburg Bog",5825.92,"68"
"445",24,5,102,4,13,0,1,3,22,3,0,2,4,4,1,4,1,11,1,0,0,0,"Vestaburg Bog",5970.46,"68"
"446",21,7,112,3,3,1,0,6,18,3,1,7,6,9,2,6,3,15,5,2,0,0,"Vestaburg Bog",6090.96,"68"
"447",16,9,115,1,7,1,3,0,26,4,0,1,6,0,1,1,0,25,1,1,0,0,"Vestaburg Bog",6230.04,"68"
"448",22,5,100,3,2,2,0,3,29,2,0,2,9,0,0,7,1,19,1,1,0,0,"Vestaburg Bog",6660.82,"68"
"449",43,17,82,7,20,1,2,6,45,1,0,3,10,0,1,10,0,7,2,1,0,0,"Vestaburg Bog",7072.32,"68"
"450",37,8,109,2,11,1,1,17,38,2,0,2,10,0,0,7,0,7,3,0,0,0,"Vestaburg Bog",7343.4,"68"
"451",47,9,99,6,14,2,1,22,24,0,0,2,4,0,0,7,0,3,4,1,0,0,"Vestaburg Bog",7773.26,"68"
"452",137,7,37,1,2,3,1,5,16,0,3,0,0,1,0,1,1,1,2,1,0,0,"Vestaburg Bog",8333.42,"68"
"453",130,3,45,5,10,0,0,3,15,0,2,1,2,0,0,0,0,0,2,0,1,0,"Vestaburg Bog",9701.38,"68"
"454",143,7,28,4,5,0,2,6,11,0,0,0,3,2,0,0,0,0,3,1,1,0,"Vestaburg Bog",9865.12,"68"
"455",148,6,22,3,3,0,2,4,13,0,1,0,3,0,0,1,4,1,2,0,0,0,"Vestaburg Bog",10018.36,"68"
"456",78,11,17,6,14,8,2,7,8,4,36,0,9,0,1,3,0,2,1,2,1,0,"Vestaburg Bog",10348.98,"68"
"457",143,3,21,5,1,2,0,2,9,0,12,0,7,3,0,3,2,0,1,0,0,0,"Vestaburg Bog",10499.38,"68"
"466",178,16,5,52,3,5,10,0,3,3,131,0,0,0,0,0,21,0,0,3,131,0,"Weber Lake",-3.08,"69"
"467",263,47,14,117,0,9,17,3,3,0,106,0,3,3,0,6,14,0,0,0,25,0,"Weber Lake",44.22,"69"
"468",376,70,17,154,9,9,43,0,0,4,231,4,4,0,0,4,13,0,0,0,34,0,"Weber Lake",96.86,"69"
"469",361,38,15,140,0,7,29,4,0,4,140,0,4,4,4,4,18,0,4,0,22,0,"Weber Lake",270.54,"69"
"470",343,29,17,140,4,4,42,3,3,3,119,3,3,0,0,3,17,0,0,3,31,0,"Weber Lake",690.5,"69"
"471",397,52,15,175,0,12,15,4,4,4,92,4,4,0,0,4,31,0,4,0,15,0,"Weber Lake",1132.18,"69"
"472",357,38,21,178,0,4,43,4,4,0,64,0,4,0,0,4,21,0,4,0,14,4,"Weber Lake",1550.74,"69"
"473",510,55,34,241,0,10,38,5,10,0,58,5,5,5,5,5,19,1,5,0,14,0,"Weber Lake",2083.84,"69"
"474",556,48,27,246,10,5,96,11,5,5,64,5,11,0,5,5,11,0,0,5,21,0,"Weber Lake",2611.38,"69"
"475",343,33,20,165,0,10,46,3,7,0,33,7,13,7,0,3,10,1,0,0,3,3,"Weber Lake",3034.14,"69"
"476",549,47,41,244,5,5,61,5,10,0,51,5,10,0,5,5,10,0,5,0,10,5,"Weber Lake",3490.22,"69"
"477",568,48,54,268,0,11,75,5,11,0,54,5,21,5,5,5,11,0,5,0,16,5,"Weber Lake",3943.28,"69"
"478",582,63,29,200,0,5,57,5,14,0,38,0,10,0,0,5,10,0,0,0,10,0,"Weber Lake",4444.58,"69"
"479",593,69,40,144,0,5,72,9,9,0,18,4,4,4,0,4,13,0,0,0,4,0,"Weber Lake",4823.96,"69"
"480",630,61,30,111,0,4,26,4,4,0,9,4,17,0,0,4,13,0,0,4,9,0,"Weber Lake",5207.08,"69"
"481",555,60,41,116,0,13,41,0,17,0,8,4,21,4,0,4,8,0,0,0,4,0,"Weber Lake",5563.8,"69"
"482",682,69,31,99,0,5,27,4,13,0,9,0,9,0,4,4,13,0,0,0,4,0,"Weber Lake",6035.64,"69"
"483",493,125,29,167,4,8,59,8,21,0,17,0,25,4,0,4,8,0,0,0,4,0,"Weber Lake",6459.64,"69"
"484",616,176,34,166,0,5,49,5,20,0,29,0,24,5,5,15,10,0,0,0,10,0,"Weber Lake",6602.68,"69"
"485",405,109,11,162,0,7,52,11,22,0,29,0,15,0,0,7,11,0,4,0,15,0,"Weber Lake",6720.76,"69"
"486",433,137,12,208,0,21,75,17,8,0,25,0,21,8,4,8,12,0,0,0,12,4,"Weber Lake",6837.72,"69"
"487",370,47,17,145,0,3,53,3,10,0,33,0,7,0,3,3,3,0,0,3,10,3,"Weber Lake",6953.9,"69"
"488",485,95,24,262,0,10,87,5,24,0,48,0,10,5,0,10,5,0,0,0,15,0,"Weber Lake",7072.78,"69"
"489",437,95,13,197,0,4,94,4,9,0,43,4,13,0,4,4,4,0,4,0,17,4,"Weber Lake",7245.62,"69"
"490",466,53,18,192,0,9,100,9,18,0,55,5,9,5,0,9,14,0,5,0,23,0,"Weber Lake",7464.74,"69"
"491",373,44,22,93,0,11,79,4,18,0,86,0,4,0,22,4,11,0,0,4,18,0,"Weber Lake",7720.92,"69"
"492",450,95,41,193,5,9,83,9,18,0,92,0,23,5,5,9,9,0,0,0,28,5,"Weber Lake",7972.74,"69"
"493",520,43,22,87,0,4,87,9,17,0,104,4,4,0,4,4,9,0,4,0,9,0,"Weber Lake",8209.72,"69"
"494",445,48,35,78,4,4,23,16,27,0,102,0,8,4,4,4,23,0,4,0,8,4,"Weber Lake",8414.46,"69"
"495",460,48,38,102,4,4,9,9,51,0,204,0,4,0,0,4,47,0,4,0,4,4,"Weber Lake",8621.02,"69"
"496",189,36,22,87,0,5,5,11,38,0,157,3,8,5,3,5,14,0,3,0,0,0,"Weber Lake",8762.24,"69"
"497",225,40,29,59,0,14,5,13,27,0,144,0,5,8,3,16,16,0,3,0,3,3,"Weber Lake",8978.26,"69"
"498",204,33,35,35,0,15,6,6,35,0,210,3,12,3,6,3,26,0,3,0,3,3,"Weber Lake",9179.14,"69"
"499",181,34,38,66,0,26,5,14,44,0,191,3,16,0,3,8,22,0,3,3,0,0,"Weber Lake",9360.7,"69"
"500",124,26,30,69,2,13,5,2,32,0,208,2,25,0,7,5,20,0,2,0,2,2,"Weber Lake",9596.5,"69"
"501",201,48,44,50,0,33,6,6,34,0,251,3,25,3,13,13,19,0,0,0,3,3,"Weber Lake",9743.28,"69"
"502",133,50,32,42,0,34,5,8,16,0,234,3,27,3,13,8,5,0,0,0,3,3,"Weber Lake",9948.2,"69"
"503",108,53,27,70,1,41,11,3,16,0,249,0,14,3,11,8,24,0,0,0,5,0,"Weber Lake",10373.02,"69"
"504",77,62,26,66,4,50,15,5,15,0,255,3,20,3,13,18,5,0,3,0,5,0,"Weber Lake",10693.42,"69"
"505",36,91,27,213,0,85,6,0,18,0,243,3,21,0,12,21,15,0,0,0,3,0,"Weber Lake",11021.56,"69"
"506",36,47,13,232,4,70,5,3,13,0,206,0,3,3,5,21,0,0,0,0,0,0,"Weber Lake",11351.52,"69"
"507",18,98,15,312,6,120,18,3,6,0,188,3,6,0,6,18,3,0,0,0,3,0,"Weber Lake",11691.04,"69"
"508",42,115,24,227,3,107,5,14,9,0,127,0,19,0,9,14,2,0,0,0,2,0,"Weber Lake",12011.3,"69"
"509",23,280,54,23,2,82,39,4,15,0,174,2,39,0,10,27,0,0,0,0,0,2,"Weber Lake",12280.48,"69"
"510",37,298,41,23,1,60,17,3,3,0,153,0,6,0,6,31,0,0,0,0,0,0,"Weber Lake",12685.78,"69"
"511",26,153,17,6,1,29,22,2,2,0,110,0,8,0,0,13,0,0,0,0,0,1,"Weber Lake",13055.78,"69"
"512",23,138,9,9,0,20,23,2,2,0,84,0,9,0,4,7,0,0,0,0,0,0,"Weber Lake",13309.06,"69"
"516",321,120,29,99,29,14,0,12,22,0,33,3,7,4,1,7,5,0,1,2,8,0,"Deep Lake",244.14,"70"
"517",601,58,33,130,14,4,27,13,13,0,31,3,9,1,2,2,8,0,0,0,26,0,"Deep Lake",435.04,"70"
"518",350,68,29,102,23,8,53,14,8,1,14,3,3,3,2,2,18,0,0,1,5,3,"Deep Lake",529.62,"70"
"519",224,36,23,56,13,7,13,6,5,1,2,3,2,0,0,3,13,0,0,0,2,1,"Deep Lake",722.28,"70"
"520",158,67,125,128,16,13,22,26,32,0,2,8,7,6,0,3,17,0,0,0,5,0,"Deep Lake",1162.08,"70"
"521",124,71,82,91,6,8,10,26,13,0,3,4,17,0,0,6,0,0,0,3,2,0,"Deep Lake",1359.42,"70"
"522",141,71,116,112,22,17,32,37,11,0,3,0,6,0,3,4,0,0,0,0,1,0,"Deep Lake",1631.26,"70"
"523",416,54,33,117,10,16,33,14,8,0,19,2,8,9,0,4,11,0,1,1,6,0,"Deep Lake",1905.42,"70"
"524",295,40,51,144,11,6,20,12,0,0,18,3,3,10,1,1,20,0,0,2,4,0,"Deep Lake",2118.74,"70"
"525",72,60,227,103,4,13,9,18,1,0,3,1,15,1,1,7,1,0,0,0,2,1,"Deep Lake",2322.04,"70"
"526",39,86,135,75,13,7,16,16,13,0,2,3,8,1,0,7,1,0,1,1,0,0,"Deep Lake",2519.08,"70"
"527",66,77,154,63,6,7,6,6,4,0,2,0,2,0,1,6,0,0,0,0,1,0,"Deep Lake",2738.82,"70"
"528",102,88,126,91,21,13,27,0,8,0,14,2,2,1,3,6,5,0,1,3,0,1,"Deep Lake",2923.74,"70"
"529",105,86,127,140,25,12,20,19,20,0,8,1,18,1,0,8,4,0,0,3,1,0,"Deep Lake",3120.64,"70"
"530",71,93,140,144,13,5,15,23,14,0,6,3,7,3,0,11,1,0,0,0,3,1,"Deep Lake",3342.62,"70"
"531",85,141,113,80,24,10,22,14,25,0,2,0,9,2,1,8,2,0,0,1,2,0,"Deep Lake",3567.1,"70"
"532",46,123,115,58,19,10,9,8,9,0,2,0,5,2,0,7,0,0,0,0,0,1,"Deep Lake",3792.84,"70"
"533",34,115,75,65,28,4,25,6,3,0,0,0,3,0,0,5,1,0,0,0,0,0,"Deep Lake",3984.64,"70"
"534",39,109,79,76,14,12,16,6,17,0,3,2,4,0,2,6,0,0,1,0,0,0,"Deep Lake",4210.54,"70"
"535",85,140,100,57,18,13,11,9,7,0,6,1,11,2,0,8,0,0,0,0,0,0,"Deep Lake",4386.7,"70"
"536",49,166,97,44,13,15,16,1,2,0,1,0,2,2,1,6,0,0,0,0,0,0,"Deep Lake",4588.36,"70"
"537",55,148,118,47,23,16,20,4,8,0,0,0,5,0,2,10,2,0,0,0,0,0,"Deep Lake",4754.8,"70"
"538",65,159,76,42,22,13,17,4,9,0,1,0,8,0,1,7,0,0,0,0,0,0,"Deep Lake",4991.18,"70"
"539",55,140,85,33,17,14,5,4,14,0,1,1,14,3,1,1,0,0,0,1,0,1,"Deep Lake",5200.5,"70"
"540",61,128,153,11,21,10,5,3,6,0,0,0,7,0,1,5,0,0,0,3,1,0,"Deep Lake",5392,"70"
"541",76,234,165,25,45,35,7,9,16,0,1,2,3,4,1,7,0,0,0,1,0,1,"Deep Lake",5720.68,"70"
"542",69,171,82,24,20,13,9,11,8,0,4,2,5,1,0,13,0,0,0,0,1,0,"Deep Lake",6012.36,"70"
"543",55,157,81,9,10,13,8,2,12,0,1,3,3,0,1,3,0,0,0,0,0,0,"Deep Lake",6327.68,"70"
"544",35,186,104,30,6,9,5,11,5,0,2,4,8,1,0,4,0,0,0,0,0,0,"Deep Lake",6545.66,"70"
"545",30,135,61,20,13,28,9,2,2,0,0,2,10,1,2,7,0,0,0,0,0,0,"Deep Lake",6755.76,"70"
"546",42,228,143,19,14,15,4,10,10,0,1,2,3,0,3,2,0,0,0,0,1,1,"Deep Lake",6902.02,"70"
"547",34,89,192,14,7,2,1,2,10,0,1,0,2,0,0,0,0,0,0,1,0,0,"Deep Lake",7005.58,"70"
"548",33,102,140,13,11,21,4,7,3,0,0,2,8,0,5,12,0,0,0,0,0,0,"Deep Lake",7053.36,"70"
"549",59,105,190,4,7,24,2,3,10,0,2.5,2,3,0,0,3,0,0,0,0,0,0,"Deep Lake",7101.08,"70"
"550",27.5,198,200,17,13,11,7,2,10,0,0.5,1,2,0,1,0,0,0,1,0,0,1,"Deep Lake",7211.78,"70"
"551",83.5,173,98,11,17,23,4,6,10,0,4.5,2,3,2,1,0,0,0,0,0,0,0,"Deep Lake",7323.4,"70"
"552",29,152,183,21,23,21,4,6,7,0,0,1,2,0,7,7,0,0,0,0,0,1,"Deep Lake",7427.06,"70"
"553",18.5,159,128,12,19,11,6,2,5,0,0,2,4,0,1,7,0,0,0,0,0,1,"Deep Lake",7530.42,"70"
"554",21,129,111,16,12,21,9,3,8,0,1,4,7,0,1,3,0,0,0,0,0,0,"Deep Lake",7554.12,"70"
"555",28,162,52,22,13,14,3,1,2,0,0,0,6,0,3,11,0,0,0,0,0,1,"Deep Lake",8048,"70"
"556",32,148,44,19,20,17,2,1,0,0,0,1,1,0,0,8,0,0,0,0,1,0,"Deep Lake",8138.96,"70"
"557",38,109,61,32,25,14,4,0,2,0,2,3,2,1,0,8,1,0,0,0,0,0,"Deep Lake",8611.16,"70"
"558",60,115,21,24,29,29,1,0,8,0,3,0,1,0,0,9,2,0,0,0,2,1,"Deep Lake",8809.02,"70"
"559",56,132,11,31,24,15,10,5,5,0,3,0,1,0,1,10,0,0,0,0,0,1,"Deep Lake",8921.54,"70"
"560",64,133,21,17,15,21,11,9,4,0,3,1,7,0,0,11,0,0,1,0,0,1,"Deep Lake",8999.94,"70"
"561",51,122,10,24,39,39,4,7,11,0,0,1,2,0,0,14,1,0,0,0,1,0,"Deep Lake",9007.52,"70"
"562",110,87,8,18,18,24,11,2,5,0,6,0,4,0,0,11,1,0,0,0,0,0,"Deep Lake",9075.28,"70"
"563",107,76,10,24,26,23,7,6,9,0,2,1,0,0,0,12,1,0,0,0,1,1,"Deep Lake",9132.18,"70"
"564",114,61,10,20,27,26,5,7,2,0,2,0,4,2,1,10,2,0,1,0,0,1,"Deep Lake",9197.74,"70"
"565",213,32,7,18,17,13,4,3,5,0,4,0,0,0,1,3,0,0,1,0,1,0,"Deep Lake",9263.36,"70"
"566",198,26,8,22,14,16,2,3,13,0,2,0,1,0,0,8,0,0,1,0,0,0,"Deep Lake",9321.38,"70"
"567",230,31,7,28,12,12,3,6,12,0,9,1,0,1,0,4,3,0,2,0,1,0,"Deep Lake",9411.9,"70"
"568",181,46,10,47,19,11,5,7,8,0,10,0,1,0,0,7,3,0,1,0,1,1,"Deep Lake",9462.16,"70"
"569",135,33,8,31,22,13,2,2,27,0,15,0,8,0,0,5,2,0,0,0,0,1,"Deep Lake",9536.34,"70"
"570",99,35,14,54,16,20,3,5,20,0,29,0,2,1,3,5,1,0,1,0,2,3,"Deep Lake",9624.94,"70"
"571",99,29,11,98,18,6,1,9,13,0,15,0,0,0,0,6,1,0,0,0,1,1,"Deep Lake",9702.44,"70"
"572",123,39,16,34,23,15,1,5,20,0,25,1,4,0,0,8,2,0,1,0,0,0,"Deep Lake",9762.08,"70"
"573",175,28,13,34,21,9,0,5,23,0,25,2,6,2,2,3,2,0,1,0,2,1,"Deep Lake",9810.9,"70"
"574",129,37,14,37,29,18,5,3,7,0,31,0,1,1,0,2,0,0,3,0,1,0,"Deep Lake",9879.24,"70"
"575",112,27,12,48,12,19,2,1,13,0,42,1,5,1,1,5,5,0,1,0,0,0,"Deep Lake",9955.52,"70"
"576",139,20,19,39,20,12,4,5,13,0,34,4,5,0,0,1,1,0,0,0,0,2,"Deep Lake",10012.06,"70"
"577",97,35,14,54,14,16,1,6,8,0,47,2,11,0,0,3,4,0,0,0,2,3,"Deep Lake",10068.54,"70"
"1001",11,8,209,0,5,4,4,12,12,0,0,1,13,0,0,3,0,24,37,2,0,10,"Clear Lake",179.76,"71"
"1011",12,9,197,2,4,2,5,10,21,0,0,1,15,0,0,2,0,22,43,4,0,8,"Clear Lake",374.84,"71"
"1021",7,41,215,4,4,3,1,4,24,0,0,0,18,0,0,4,0,16,20,2,0,11,"Clear Lake",559.78,"71"
"1031",5,39,211,4,7,3,3,8,20,0,0,0,9,0,0,1,0,30,25,7,0,8,"Clear Lake",731.42,"71"
"10410",4,28,162,4,9,1,3,3,5,0,0,0,6,0,0,5,0,11,28,5,0,8,"Clear Lake",773.92,"71"
"10510",9,23,196,5,4,4,1,7,13,0,0,1,8,0,0,6,0,26,32,4,0,14,"Clear Lake",881.08,"71"
"10610",11,16,180,5,14,7,0,13,21,1,0,9,17,2,1,8,0,32,33,7,0,11,"Clear Lake",1150.88,"71"
"10710",6,31,187,1,5,4,5,10,43,0,0,14,10,3,3,31,0,62,37,7,0,11,"Clear Lake",1349.54,"71"
"10810",4,18,163,6,9,6,0,8,39,1,0,10,9,0,0,15,0,47,22,3,0,6,"Clear Lake",1633.4,"71"
"10910",7,12,200,9,4,2,1,8,37,0,0,6,13,0,1,11,1,42,27,1,0,8,"Clear Lake",1928.54,"71"
"11010",7,10,215,2,1,2,1,3,19,0,0,9,6,1,0,10,0,22,28,3,0,10,"Clear Lake",2171.98,"71"
"11110",6,9,151,4,3,7,3,2,12,0,0,1,5,0,2,2,0,10,14,2,0,5,"Clear Lake",2330.8,"71"
"112",9,16,192,5,7,11,2,4,15,1,0,5,8,0,2,12,0,1,38,0,0,3,"Clear Lake",2539.02,"71"
"113",12,18,215,3,9,10,2,7,14,0,0,13,3,0,1,18,0,7,20,0,0,5,"Clear Lake",2857.54,"71"
"114",9,30,158,3,15,23,1,4,7,1,0,1,8,3,2,11,0,9,16,0,0,2,"Clear Lake",3191.96,"71"
"115",13,66,195,2,7,15,0,5,24,0,0,16,2,0,0,17,0,21,19,5,0,6,"Clear Lake",3523.5,"71"
"116",9,27,149,3,11,7,3,6,25,0,0,4,18,0,1,9,0,19,26,3,0,10,"Clear Lake",3857.9,"71"
"117",15,32,218,5,13,14,0,5,14,0,0,4,10,0,1,8,0,5,13,0,0,3,"Clear Lake",4184.76,"71"
"118",13,50,196,3,5,11,2,4,17,0,0,13,7,0,0,23,0,6,16,1,0,7,"Clear Lake",4342.36,"71"
"119",13,62,168,2,5,10,0,5,22,0,0,9,4,0,0,24,0,12,38,3,0,9,"Clear Lake",4555.14,"71"
"120",10,40,158,3,8,14,0,3,20,0,0,7,6,0,3,7,0,13,13,0,0,5,"Clear Lake",4715.36,"71"
"121",18,53,174,3,10,3,2,2,21,1,0,5,4,0,0,25,0,15,23,3,0,6,"Clear Lake",5035.74,"71"
"122",15,41,188,2,11,8,2,9,26,0,0,9,4,0,0,21,0,22,12,2,0,5,"Clear Lake",5347.56,"71"
"123",15,48,198,5,7,22,1,3,23,2,0,6,19,1,2,19,0,13,8,0,0,2,"Clear Lake",5988.38,"71"
"124",12,49,141,2,5,12,0,3,38,0,0,0,11,0,4,17,0,9,12,0,0,0,"Clear Lake",6157.46,"71"
"125",13,51,232,1,15,29,1,2,38,0,0,7,13,0,5,21,0,15,19,0,0,5,"Clear Lake",6411.68,"71"
"126",12,31,114,3,8,9,0,3,41,0,0,2,19,1,2,11,1,22,10,1,0,5,"Clear Lake",6748.62,"71"
"127",15,26,121,2,13,17,1,1,29,0,0,6,10,1,1,8,1,17,10,0,0,6,"Clear Lake",6973.72,"71"
"128",14,34,180,4,5,15,2,3,42,0,0,3,11,0,0,15,1,17,14,2,0,2,"Clear Lake",7093.16,"71"
"129",14,23,160,2,13,27,1,11,50,0,0,5,16,0,1,23,1,6,12,0,0,5,"Clear Lake",7475.82,"71"
"130",17,27,153,2,9,16,1,9,37,0,0,11,21,0,2,13,0,7,13,0,0,2,"Clear Lake",7691.88,"71"
"131",19,35,159,2,22,21,1,5,43,0,1,6,17,2,0,22,0,7,14,1,0,3,"Clear Lake",7971.16,"71"
"132",22,35,190,3,13,15,1,14,33,0,0,11,9,4,1,19,0,2,10,1,0,3,"Clear Lake",8314.76,"71"
"133",19,47,202,2,15,31,1,17,40,1,1,7,23,2,4,28,0,3,20,1,0,2,"Clear Lake",8832.06,"71"
"134",36,65,212,1,24,17,1,10,32,1,1,7,6,0,2,22,0,1,18,0,0,10,"Clear Lake",8981.7,"71"
"135",42,41,179,7,10,14,0,12,34,0,7,3,14,0,2,18,0,1,15,1,0,1,"Clear Lake",9237.28,"71"
"136",37,55,160,2,9,26,2,11,25,0,2,6,10,1,4,19,0,1,17,1,0,2,"Clear Lake",9569.08,"71"
"137",33,52,163,7,9,21,0,14,24,0,2,8,10,3,2,13,0,1,15,0,1,3,"Clear Lake",9802.62,"71"
"138",26,47,164,5,17,17,0,15,35,0,1,6,10,4,0,20,1,0,12,0,0,0,"Clear Lake",9994.06,"71"
"139",62,65,234,3,11,22,7,13,37,0,1,2,24,1,7,21,0,2,19,0,1,3,"Clear Lake",10218.22,"71"
"140",33,48,226,4,29,22,2,14,37,0,1,6,22,0,4,11,0,2,5,0,0,4,"Clear Lake",10449.66,"71"
"141",162,25,148,10,9,23,5,51,51,0,10,4,32,4,4,4,1,0,12,0,1,9,"Clear Lake",10587.98,"71"
"142",235,21,109,22,7,19,8,21,63,0,9,2,11,2,7,7,1,0,8,1,2,8,"Clear Lake",10658.6,"71"
"143",313,14,35,13,4,19,9,8,17,0,39,1,9,0,0,5,2,0,3,0,12,3,"Clear Lake",10719.3,"71"
"144",7,44,52,4,6,24,7,19,16,0,80,6,19,7,3,4,2,0,4,0,21,0,"Clear Lake",10792.28,"71"
"145",0,35,37,2,10,25,0,15,8,0,51,0,83,23,33,3,0,0,8,0,15,0,"Clear Lake",10863.84,"71"
"146",7,44,56,6,13,42,1,19,9,0,76,0,50,8,16,5,0,0,2,0,28,2,"Clear Lake",10934.7,"71"
"147",5,45,48,4,9,23,1,19,4,0,75,0,57,3,6,6,0,0,5,0,15,0,"Clear Lake",11013.24,"71"
"148",1,39,51,3,9,21,0,24,3,0,83,1,72,8,3,6,0,0,0,0,2,0,"Clear Lake",11157.68,"71"
"1491",1,69,37,5,42,41,2,16,4,0,126,3,58,9,17,14,2,0,2,0,0,0,"Clear Lake",11321.72,"71"
"1761",18,101,184,3,3,0,0,13,20,1,0,4,23,0,0,2,0,18,29,7,0,6,"Hudson Lake",93.42,"72"
"1771",11,93,198,3,4,0,1,15,9,1,0,4,19,0,0,4,0,20,18,7,0,2,"Hudson Lake",213.52,"72"
"1781",18,69,203,5,3,3,2,15,14,0,3,6,25,0,0,6,0,25,30,8,0,9,"Hudson Lake",316.96,"72"
"1791",18,18,184,4,2,2,4,15,20,1,0,6,12,0,0,6,0,33,14,6,0,13,"Hudson Lake",424.06,"72"
"1801",16,9,199,3,0,0,3,8,19,2,0,11,28,0,0,4,0,23,19,5,0,4,"Hudson Lake",560.24,"72"
"1811",18,7,205,2,3,1,2,9,19,5,0,8,27,0,0,5,0,31,23,4,0,12,"Hudson Lake",683.3,"72"
"1821",10,10,139,2,3,4,1,15,7,1,0,15,14,0,0,6,0,27,11,3,0,6,"Hudson Lake",885.56,"72"
"183",18,29,231,6,15,6,3,19,24,2,1,31,22,0,0,23,0,62,17,4,0,19,"Hudson Lake",983.2,"72"
"184",13,15,128,8,13,8,4,9,13,1,0,20,15,1,3,5,0,43,18,4,0,4,"Hudson Lake",1125.3,"72"
"185",26,30,241,3,13,13,0,22,50,1,0,34,20,0,0,23,0,100,43,9,0,12,"Hudson Lake",1272.76,"72"
"186",13,16,83,5,16,3,2,12,15,0,1,10,13,0,0,8,0,35,13,2,0,4,"Hudson Lake",1406.26,"72"
"187",17,25,190,7,5,8,5,10,20,2,1,31,22,0,2,7,0,84,22,4,0,8,"Hudson Lake",1536.46,"72"
"188",7,16,172,4,8,12,3,5,18,3,0,17,17,0,0,15,0,53,19,2,0,11,"Hudson Lake",1646.22,"72"
"189",17,14,174,1,4,3,0,9,31,0,0,28,18,0,0,14,0,43,28,6,0,9,"Hudson Lake",1782.06,"72"
"190",5,14,126,0,10,7,2,7,11,0,0,17,16,0,3,5,0,20,10,1,0,10,"Hudson Lake",1911.8,"72"
"191",12,8,157,3,21,9,2,8,19,2,0,21,28,0,2,8,0,39,23,2,0,14,"Hudson Lake",2217.32,"72"
"192",17,10,203,4,11,14,3,14,36,2,0,15,19,0,3,15,0,61,39,6,0,13,"Hudson Lake",2353.14,"72"
"193",29,20,341,5,54,19,5,29,51,3,0,32,40,1,3,15,0,83,53,11,0,28,"Hudson Lake",2415.68,"72"
"194",9,8,169,4,34,7,0,6,20,2,0,22,22,0,2,5,0,52,27,6,0,15,"Hudson Lake",2474.82,"72"
"195",8,9,123,3,12,8,0,3,18,3,0,14,25,0,2,9,0,41,23,4,0,4,"Hudson Lake",2605.38,"72"
"196",9,19,170,6,14,7,1,12,33,2,1,15,21,0,8,16,0,99,30,2,0,14,"Hudson Lake",2744.42,"72"
"197",13,10,135,8,15,6,3,6,42,1,0,25,16,1,5,9,0,72,16,4,0,7,"Hudson Lake",2891,"72"
"198",11,19,175,5,16,8,3,6,38,0,0,13,21,0,8,24,0,85,26,4,0,10,"Hudson Lake",3028.42,"72"
"199",7,3,124,3,15,5,3,4,16,0,0,20,22,0,1,7,0,40,13,0,0,11,"Hudson Lake",3187.66,"72"
"200",13,9,176,1,4,4,1,12,15,0,0,12,22,0,1,10,0,38,19,3,0,7,"Hudson Lake",3287.98,"72"
"201",5,5,162,3,19,6,1,4,14,2,0,10,22,1,0,7,0,23,18,2,0,6,"Hudson Lake",3514.34,"72"
"202",9,7,170,5,5,7,0,6,8,0,1,5,17,0,1,5,0,13,15,1,0,1,"Hudson Lake",3815.62,"72"
"203",23,25,289,3,5,14,2,5,13,2,0,5,16,0,14,13,0,8,21,2,0,3,"Hudson Lake",3990.78,"72"
