"","site.id","lat","long","dataset","site.name","age_bacon","PINUSX","prairie","QUERCUS","BETULA","other_herbs","CYPERACE","ALNUSX","OSTRYCAR","ULMUS","TSUGAX","PICEAX","ACERX","FRAXINUX","POPULUS","CUPRESSA","other_trees","LARIXPSEU","FAGUS","CARYA","TILIA","ABIES","JUGLANSX"
"5933","298",47.1775,-95.162675,298,"Bog D Pond",10348.8516952006,245,33,17,56,23,24,2,4,30,0,8,1,6,9,3,3,2,0,1,0,3,0
"5934","298",47.1775,-95.162675,298,"Bog D Pond",10696.7919546226,176,26,20,84,20,10,2,4,12,0,38,2,6,5,2,1,2,0,0,0,3,0
"5935","298",47.1775,-95.162675,298,"Bog D Pond",10870.7620843336,18,41,14,29,15,19,2,6,16,0,103,5,13,17,24,9,5,0,0,0,1,1
"5936","298",47.1775,-95.162675,298,"Bog D Pond",11044.7322140447,19,48,16,24,18,15,6,4,15,0,116,3,22,18,17,10,10,0,0,0,1,1
"6386","332",46.666667,-88.016667,332,"Camp 11 Lake",902.596255328749,350,11,14,145,6,4,10,2,6,13,13,14,0,1,5,1,4,0,0,0,3,1
"6387","332",46.666667,-88.016667,332,"Camp 11 Lake",1122.10165965779,287,6,22,120,8,3,9,3,5,12,18,7,3,0,4,0,1,0,0,0,5,0
"6388","332",46.666667,-88.016667,332,"Camp 11 Lake",1318.15949065268,343,10,21,156,10,13,11,9,9,25,25,10,3,1,1,1,2,0,0,0,7,0
"6389","332",46.666667,-88.016667,332,"Camp 11 Lake",1514.32895062185,323,9,14,103,6,5,15,3,3,11,19,6,5,0,2,2,2,0,0,0,4,0
"6390","332",46.666667,-88.016667,332,"Camp 11 Lake",1709.77657559786,262,4,12,143,3,5,11,8,4,13,9,4,1,3,8,0,3,0,0,1,6,0
"6391","332",46.666667,-88.016667,332,"Camp 11 Lake",1878.24528360075,325,7,15,151,4,6,12,1,5,16,5,16,1,1,7,0,0,0,1,0,2,1
"6392","332",46.666667,-88.016667,332,"Camp 11 Lake",67.0978684136026,332,3,16,123,10,6,7,4,2,16,14,9,1,2,14,3,2,0,1,0,5,0
"6393","332",46.666667,-88.016667,332,"Camp 11 Lake",2041.37188997535,317,7,17,169,7,6,16,4,1,11,7,11,4,0,9,1,2,0,1,0,1,0
"6394","332",46.666667,-88.016667,332,"Camp 11 Lake",2204.87482467602,367,4,25,125,7,1,17,6,3,14,10,16,3,2,8,0,1,0,1,0,4,0
"6395","332",46.666667,-88.016667,332,"Camp 11 Lake",2367.68023667455,363,4,19,125,3,9,13,0,2,19,14,8,2,1,9,2,0,0,0,0,3,0
"6396","332",46.666667,-88.016667,332,"Camp 11 Lake",2496.33750078161,319,7,21,147,7,5,14,6,3,8,3,6,3,2,10,1,1,0,0,1,5,0
"6397","332",46.666667,-88.016667,332,"Camp 11 Lake",2619.87400670014,390,8,15,138,1,5,12,4,6,12,3,6,5,3,4,1,1,0,0,3,5,0
"6398","332",46.666667,-88.016667,332,"Camp 11 Lake",2755.79349806422,337,6,14,79,3,6,18,11,5,4,0,11,2,2,11,2,1,0,1,1,4,0
"6399","332",46.666667,-88.016667,332,"Camp 11 Lake",3329.72065227949,546,5,35,91,6,4,12,8,7,7,3,12,6,1,8,1,3,0,1,0,1,0
"6400","332",46.666667,-88.016667,332,"Camp 11 Lake",4059.50883548406,399,6,50,70,3,5,14,10,11,8,2,14,1,7,21,2,0,0,1,0,4,0
"6401","332",46.666667,-88.016667,332,"Camp 11 Lake",4379.87958099704,499,12,26,55,2,6,14,4,9,3,1,23,4,2,14,0,0,0,0,1,3,0
"6402","332",46.666667,-88.016667,332,"Camp 11 Lake",4617.09049500806,551,13,28,72,5,5,13,16,4,4,5,22,10,8,13,0,1,0,0,1,1,0
"6403","332",46.666667,-88.016667,332,"Camp 11 Lake",335.736618164992,349,5,11,104,11,8,3,2,1,17,19,9,1,0,8,0,2,0,0,0,8,0
"6404","332",46.666667,-88.016667,332,"Camp 11 Lake",5145.6915653713,409,14,28,42,6,4,16,8,10,43,7,13,3,1,8,0,2,0,1,1,1,0
"6405","332",46.666667,-88.016667,332,"Camp 11 Lake",5780.81785761005,574,3,30,47,6,1,18,12,2,17,1,7,8,2,4,3,0,0,0,1,1,1
"6406","332",46.666667,-88.016667,332,"Camp 11 Lake",6411.41029086171,557,4,28,56,7,2,8,19,10,10,3,8,5,0,3,0,1,0,0,1,3,0
"6407","332",46.666667,-88.016667,332,"Camp 11 Lake",6869.4019002021,565,10,35,38,3,2,13,23,17,1,0,9,5,3,7,0,0,0,0,0,0,0
"6408","332",46.666667,-88.016667,332,"Camp 11 Lake",7224.47524799604,493,8,24,50,5,8,26,19,10,0,0,6,1,5,4,2,0,0,1,0,2,0
"6409","332",46.666667,-88.016667,332,"Camp 11 Lake",7563.1786814825,625,6,27,40,2,2,12,5,9,0,3,8,7,2,4,0,0,0,1,1,2,0
"6410","332",46.666667,-88.016667,332,"Camp 11 Lake",7901.86541740686,784,11,13,30,2,2,4,14,13,0,0,4,6,1,1,1,0,0,2,0,2,1
"6411","332",46.666667,-88.016667,332,"Camp 11 Lake",8309.34918165287,758,18,7,38,5,3,15,10,9,0,5,3,7,5,2,1,0,0,0,0,2,1
"6412","332",46.666667,-88.016667,332,"Camp 11 Lake",8779.84165607813,353,9,6,60,7,4,11,5,6,0,4,0,4,6,6,1,0,0,0,0,3,0
"6413","332",46.666667,-88.016667,332,"Camp 11 Lake",9231.63475418756,395,7,9,74,4,4,22,3,8,0,19,1,5,2,2,0,3,0,1,0,6,0
"6414","332",46.666667,-88.016667,332,"Camp 11 Lake",611.582874353368,350,4,16,143,4,3,9,4,3,17,16,8,1,0,6,0,0,0,1,0,2,0
"6415","332",46.666667,-88.016667,332,"Camp 11 Lake",9595.9442856725,261,12,18,41,11,5,13,3,4,0,30,2,1,2,7,2,1,0,0,0,7,3
"6416","332",46.666667,-88.016667,332,"Camp 11 Lake",9868.42941543707,361,18,5,39,15,8,8,7,9,0,27,1,3,6,0,2,4,0,1,0,3,0
"6417","332",46.666667,-88.016667,332,"Camp 11 Lake",10147.8071375519,295,15,11,29,12,2,1,5,21,0,31,3,4,6,3,1,5,0,2,0,3,0
"6418","332",46.666667,-88.016667,332,"Camp 11 Lake",10919.4716298711,292,13,15,28,21,7,2,6,17,0,33,0,3,6,2,5,8,0,2,1,5,0
"6660","352",45.411111,-93.197222,352,"Cedar Bog",9886.56423288958,119,484,149,21,59,61,10,9,33,0,14,4,36,19,6,16,2,0,0,0,1,2
"6661","352",45.411111,-93.197222,352,"Cedar Bog",10261.9055032701,111,241,85,14,62,53,9,14,44,0,12,1,12,15,2,4,1,0,1,0,1,1
"6662","352",45.411111,-93.197222,352,"Cedar Bog",10637.2467736506,68,111,26,4,18,14,2,4,5,0,11,0,5,6,0,4,0,0,1,0,1,0
"6663","352",45.411111,-93.197222,352,"Cedar Bog",11012.5880440311,116,291,138,17,73,61,13,15,89,0,16,19,23,13,5,5,1,0,4,2,0,3
"6664","352",45.411111,-93.197222,352,"Cedar Bog",11387.9293144116,126,238,63,5,28,71,29,12,47,0,1,6,9,24,6,3,4,0,3,0,0,7
"6665","352",45.411111,-93.197222,352,"Cedar Bog",11763.2705847921,69,120,40,13,18,39,18,16,29,0,1,3,11,6,0,4,1,0,5,1,1,1
"6666","352",45.411111,-93.197222,352,"Cedar Bog",12138.6118551727,192,132,83,23,20,44,19,11,28,0,1,0,15,8,0,10,1,0,4,1,1,0
"6667","352",45.411111,-93.197222,352,"Cedar Bog",12495.1860620342,166,96,34,11,15,14,9,14,45,0,1,1,15,3,0,3,1,0,0,1,1,0
"6668","352",45.411111,-93.197222,352,"Cedar Bog",12861.1438006552,312,73,63,30,38,22,25,11,63,0,2,4,12,12,1,4,6,0,1,1,1,3
"6669","352",45.411111,-93.197222,352,"Cedar Bog",13236.4850710357,268,49,38,20,30,26,10,6,52,0,5,1,14,18,2,2,4,0,0,0,3,4
"6670","352",45.411111,-93.197222,352,"Cedar Bog",13611.8263414162,191,31,35,109,26,18,17,17,60,0,4,2,29,25,1,2,3,0,5,0,8,5
"6671","352",45.411111,-93.197222,352,"Cedar Bog",13987.1676117967,183,51,39,91,27,20,34,13,29,0,76,1,22,14,3,6,10,0,1,0,5,1
"6672","352",45.411111,-93.197222,352,"Cedar Bog",27.1759939249939,80,459,96,77,43,16,25,7,17,3,0,6,7,8,8,3,26,0,1,3,1,2
"6673","352",45.411111,-93.197222,352,"Cedar Bog",14362.5088821772,9,62,11,70,20,60,55,10,18,0,154,3,8,20,1,10,10,0,0,0,8,0
"6674","352",45.411111,-93.197222,352,"Cedar Bog",14737.8501525577,8,97,13,54,16,35,14,5,7,0,222,3,19,12,16,24,16,0,0,0,11,0
"6675","352",45.411111,-93.197222,352,"Cedar Bog",14925.520787748,11,191,44,74,40,78,19,18,12,0,295,0,30,13,24,31,23,0,0,0,20,0
"6676","352",45.411111,-93.197222,352,"Cedar Bog",15113.1914229382,11,79,22,23,26,44,8,12,9,0,217,0,13,15,6,10,23,0,0,0,0,0
"6677","352",45.411111,-93.197222,352,"Cedar Bog",15394.6973757236,4,120,34,30,20,37,4,16,2,0,193,1,27,17,0,8,1,0,0,0,1,1
"6678","352",45.411111,-93.197222,352,"Cedar Bog",15582.3680109139,19,104,27,35,14,25,1,10,6,0,258,0,22,16,0,6,6,0,0,0,0,0
"6679","352",45.411111,-93.197222,352,"Cedar Bog",15770.0386461041,3,44,20,1,10,33,0,4,2,0,151,0,78,39,0,1,7,0,1,0,0,0
"6680","352",45.411111,-93.197222,352,"Cedar Bog",15835.7233684207,4,11,11,0,6,4,1,0,1,0,202,0,3,1,0,0,0,0,0,0,0,0
"6681","352",45.411111,-93.197222,352,"Cedar Bog",100.622979590225,54,355,71,39,21,7,12,9,2,0,1,1,2,1,15,2,17,0,1,0,0,1
"6682","352",45.411111,-93.197222,352,"Cedar Bog",493.145661933377,34,216,98,28,6,14,13,5,4,0,0,1,5,3,9,2,16,0,0,2,0,2
"6683","352",45.411111,-93.197222,352,"Cedar Bog",1306.80805799922,39,259,117,28,19,19,21,9,3,0,3,2,3,2,3,5,21,0,2,1,0,0
"6684","352",45.411111,-93.197222,352,"Cedar Bog",2087.33250021644,68,583,224,82,18,23,26,40,18,1,0,12,7,5,4,5,48,0,2,3,0,4
"6685","352",45.411111,-93.197222,352,"Cedar Bog",2893.49864552338,28,700,67,16,22,11,19,27,13,0,0,3,3,1,3,4,15,0,1,5,0,2
"6686","352",45.411111,-93.197222,352,"Cedar Bog",3686.9132989134,26,253,67,15,15,14,14,39,10,1,2,3,6,5,6,5,22,0,1,12,0,2
"6687","352",45.411111,-93.197222,352,"Cedar Bog",3924.36822034022,19,180,58,9,11,17,11,15,3,0,0,0,3,1,8,1,10,0,0,4,0,0
"6688","352",45.411111,-93.197222,352,"Cedar Bog",4243.33978197793,24,115,79,8,16,19,13,14,5,0,1,0,2,0,5,3,5,0,0,4,0,0
"6689","352",45.411111,-93.197222,352,"Cedar Bog",4620.46301405029,67,167,71,11,61,116,11,6,11,0,1,1,4,1,3,8,0,0,0,2,0,0
"6690","352",45.411111,-93.197222,352,"Cedar Bog",5002.03079044154,26,104,53,6,32,34,3,7,5,0,1,4,0,0,7,2,0,0,1,4,0,0
"6691","352",45.411111,-93.197222,352,"Cedar Bog",5379.46368573342,28,201,50,7,33,42,5,6,15,0,1,4,4,0,10,4,0,0,0,4,0,0
"6692","352",45.411111,-93.197222,352,"Cedar Bog",5752.69706462158,35,130,41,2,25,27,6,6,11,0,0,1,1,0,11,0,1,0,0,2,0,1
"6693","352",45.411111,-93.197222,352,"Cedar Bog",6126.08309842896,78,308,92,7,43,31,11,13,28,0,0,2,7,3,1,5,0,0,0,10,0,1
"6694","352",45.411111,-93.197222,352,"Cedar Bog",6506.51843843441,71,370,123,15,55,42,13,27,39,0,1,15,5,5,0,6,0,0,1,25,0,0
"6695","352",45.411111,-93.197222,352,"Cedar Bog",6879.80318586867,51,141,55,5,26,14,1,3,9,0,0,3,0,0,0,1,1,0,0,14,0,1
"6696","352",45.411111,-93.197222,352,"Cedar Bog",7255.29050912062,34,105,68,8,33,29,6,6,7,0,1,5,0,1,0,0,0,0,1,7,0,1
"6697","352",45.411111,-93.197222,352,"Cedar Bog",7632.21745617696,75,192,119,6,56,45,3,10,17,0,0,2,1,10,0,2,1,0,1,11,0,1
"6698","352",45.411111,-93.197222,352,"Cedar Bog",8008.64391206957,116,528,195,12,124,84,12,20,29,0,1,13,0,13,7,9,1,0,4,11,1,1
"6699","352",45.411111,-93.197222,352,"Cedar Bog",8384.49246241436,138,104,42,6,83,30,7,10,16,0,16,4,1,3,0,1,2,0,1,4,3,2
"6700","352",45.411111,-93.197222,352,"Cedar Bog",8760.27679096024,100,83,39,7,93,23,2,2,8,0,6,2,0,1,2,2,2,0,4,1,2,0
"6701","352",45.411111,-93.197222,352,"Cedar Bog",9135.88169212855,193,159,69,14,202,46,5,1,16,0,24,6,2,2,0,4,4,0,4,2,0,1
"6702","352",45.411111,-93.197222,352,"Cedar Bog",9511.22296250906,66,69,16,4,101,38,1,0,1,0,0,2,2,2,1,4,0,0,0,0,0,0
"6852","369",43.123889,-83.241111,369,"Chippewa Bog",1192.39482198514,31,5,78,11,12,0,1,0,12,3,1,8,5,4,4,4,0,19,1,6,0,0
"6853","369",43.123889,-83.241111,369,"Chippewa Bog",1263.3791842431,4,2,97,14,3,1,2,0,11,2,0,3,2,0,0,2,2,48,2,8,0,0
"6854","369",43.123889,-83.241111,369,"Chippewa Bog",1403.70778920356,17,3,98,14,2,0,3,0,7,1,1,7,6,0,0,3,1,38,3,2,0,0
"6855","369",43.123889,-83.241111,369,"Chippewa Bog",1542.39627460856,19,3,80,8,10,0,0,2,9,2,0,9,2,2,0,2,0,48,3,6,0,0
"6856","369",43.123889,-83.241111,369,"Chippewa Bog",1681.02109925779,18,6,91,15,5,0,1,0,12,1,1,10,2,3,3,1,2,24,4,3,0,0
"6857","369",43.123889,-83.241111,369,"Chippewa Bog",1815.6876935399,18,4,95,4,4,1,2,0,8,2,0,8,5,0,0,3,2,46,2,5,0,1
"6858","369",43.123889,-83.241111,369,"Chippewa Bog",1946.39605745487,14,9,105,19,6,0,0,0,8,0,0,7,8,1,0,6,1,32,2,2,0,1
"6859","369",43.123889,-83.241111,369,"Chippewa Bog",2083.69057431408,4,2,134,17,0,0,0,0,5,2,0,5,3,2,0,3,1,28,1,4,0,0
"6860","369",43.123889,-83.241111,369,"Chippewa Bog",2222.42172526455,8,2,113,11,5,1,0,0,12,3,0,4,6,2,0,2,3,28,2,1,0,0
"6861","369",43.123889,-83.241111,369,"Chippewa Bog",2362.58951030628,4,5,132,13,2,1,0,1,6,0,0,4,9,2,0,1,2,19,0,3,0,0
"6862","369",43.123889,-83.241111,369,"Chippewa Bog",2504.84718753152,12,6,112,6,3,1,1,2,15,5,0,9,11,2,0,10,2,21,4,3,0,0
"6863","369",43.123889,-83.241111,369,"Chippewa Bog",2647.21306478503,10,7,127,6,7,0,2,0,13,1,0,5,4,6,0,2,2,15,0,1,0,0
"6864","369",43.123889,-83.241111,369,"Chippewa Bog",2789.68714206681,11,4,107,13,4,0,0,0,16,0,0,15,4,0,0,5,0,21,1,4,0,0
"6865","369",43.123889,-83.241111,369,"Chippewa Bog",2937.73137628798,8,5,119,19,4,0,2,0,7,0,0,5,7,2,1,3,1,26,1,3,0,1
"6866","369",43.123889,-83.241111,369,"Chippewa Bog",3082.10650225953,14,8,136,15,2,0,2,0,12,1,0,3,5,5,0,7,0,29,1,2,0,0
"6867","369",43.123889,-83.241111,369,"Chippewa Bog",3222.81251998145,6,8,132,13,3,0,1,0,9,3,0,5,2,2,0,2,0,15,0,2,0,0
"6868","369",43.123889,-83.241111,369,"Chippewa Bog",3352.61819157743,13,3,92,7,2,0,1,0,14,0,0,12,10,3,0,2,2,32,2,7,0,0
"6869","369",43.123889,-83.241111,369,"Chippewa Bog",3485.75195979812,6,2,127,4,2,0,0,2,12,0,0,7,9,0,1,2,0,19,3,7,0,0
"6870","369",43.123889,-83.241111,369,"Chippewa Bog",3622.21382464352,10,7,96,7,6,1,0,3,14,1,0,8,10,2,1,2,1,36,4,3,0,1
"6871","369",43.123889,-83.241111,369,"Chippewa Bog",3753.60299718737,17,2,104,12,4,0,2,0,25,0,0,7,8,0,0,4,2,11,1,5,0,0
"6872","369",43.123889,-83.241111,369,"Chippewa Bog",3890.35045397374,13,5,84,11,5,0,1,0,19,3,0,18,10,2,0,3,2,24,4,2,0,0
"6873","369",43.123889,-83.241111,369,"Chippewa Bog",4032.45619500265,13,2,124,15,8,0,1,0,6,0,0,10,9,6,0,2,1,13,0,3,0,0
"6874","369",43.123889,-83.241111,369,"Chippewa Bog",4178.21862187127,6,3,118,6,3,0,1,0,16,0,0,28,2,0,1,2,0,27,7,5,0,0
"6875","369",43.123889,-83.241111,369,"Chippewa Bog",4316.40542040132,5,2,137,6,2,0,2,0,15,0,0,6,4,3,0,2,1,19,0,2,0,0
"6876","369",43.123889,-83.241111,369,"Chippewa Bog",4447.01659059277,5,7,94,15,6,0,1,0,13,0,0,17,8,0,3,4,4,18,8,2,0,0
"6877","369",43.123889,-83.241111,369,"Chippewa Bog",4587.25594218339,4,3,135,12,3,0,0,0,8,0,0,3,2,3,1,1,0,13,1,2,0,0
"6878","369",43.123889,-83.241111,369,"Chippewa Bog",4740.85668549912,9,5,78,10,15,0,0,2,35,0,0,12,2,1,0,4,2,33,5,2,0,0
"6879","369",43.123889,-83.241111,369,"Chippewa Bog",4907.81882053998,3,3,120,8,1,0,2,0,22,0,0,6,4,3,0,0,0,27,0,7,0,0
"6880","369",43.123889,-83.241111,369,"Chippewa Bog",5077.60927644774,4,8,76,5,3,1,3,0,33,3,0,9,1,3,0,5,1,42,6,7,0,0
"6881","369",43.123889,-83.241111,369,"Chippewa Bog",5245.84727975512,4,2,116,8,2,0,0,0,30,2,0,8,6,4,0,2,0,23,0,0,0,0
"6882","369",43.123889,-83.241111,369,"Chippewa Bog",5412.53283046212,14,8,88,6,8,0,1,0,25,0,0,9,5,5,0,6,1,23,4,5,0,0
"6883","369",43.123889,-83.241111,369,"Chippewa Bog",5597.4472575274,6,1,123,6,1,0,1,0,30,0,0,4,1,1,0,2,0,23,0,4,0,0
"6884","369",43.123889,-83.241111,369,"Chippewa Bog",5779.16504697901,7,4,90,4,4,0,2,0,26,0,0,14,2,2,0,6,4,31,7,2,0,1
"6885","369",43.123889,-83.241111,369,"Chippewa Bog",5957.68619881695,9,3,126,6,2,0,1,0,16,0,0,5,5,0,0,1,0,23,0,3,0,0
"6886","369",43.123889,-83.241111,369,"Chippewa Bog",6129.94230895043,17,3,79,10,2,0,0,0,33,0,0,20,6,1,0,7,2,22,1,0,0,0
"6887","369",43.123889,-83.241111,369,"Chippewa Bog",6310.67662519913,3,5,116,7,2,0,1,0,20,0,0,12,2,2,0,2,0,27,3,4,0,0
"6888","369",43.123889,-83.241111,369,"Chippewa Bog",6499.88914756305,19,7,78,7,5,1,0,1,38,0,0,19,2,2,1,0,1,13,6,5,0,0
"6889","369",43.123889,-83.241111,369,"Chippewa Bog",6678.93375596708,7,3,127,8,0,0,3,0,26,1,0,3,7,5,2,1,0,10,1,0,0,0
"6890","369",43.123889,-83.241111,369,"Chippewa Bog",6858.10856592006,10,5,62,13,8,0,2,0,47,2,0,14,7,4,0,5,2,15,2,10,0,0
"6891","369",43.123889,-83.241111,369,"Chippewa Bog",7037.41357742201,8,7,117,15,4,0,3,1,27,0,0,4,0,2,1,2,0,9,2,2,0,0
"6892","369",43.123889,-83.241111,369,"Chippewa Bog",7203.33020228171,23,2,73,20,1,1,0,0,23,1,0,21,6,0,0,6,0,15,8,6,0,0
"6893","369",43.123889,-83.241111,369,"Chippewa Bog",7375.29889396107,24,3,121,23,8,0,2,0,17,1,0,4,0,0,2,4,0,0,0,0,0,0
"6894","369",43.123889,-83.241111,369,"Chippewa Bog",7553.31965246009,39,4,60,11,8,0,0,0,27,3,1,27,2,2,1,5,0,16,7,3,0,0
"6895","369",43.123889,-83.241111,369,"Chippewa Bog",7731.46543521274,38,3,103,14,3,0,1,0,10,0,9,2,9,0,0,0,0,4,0,5,0,0
"6896","369",43.123889,-83.241111,369,"Chippewa Bog",7909.89466621053,40,3,90,6,11,0,0,0,25,1,0,13,5,3,0,1,0,4,1,9,0,0
"6897","369",43.123889,-83.241111,369,"Chippewa Bog",8088.60734545347,31,3,98,14,4,1,1,2,16,0,0,5,4,2,2,6,0,6,0,8,0,0
"6898","369",43.123889,-83.241111,369,"Chippewa Bog",8260.68820232031,21,10,85,12,7,0,0,0,28,0,0,21,4,3,2,5,0,2,3,5,0,0
"6899","369",43.123889,-83.241111,369,"Chippewa Bog",8441.60316458135,26,5,98,18,2,0,2,2,16,0,1,3,1,0,1,2,0,11,1,11,0,0
"6900","369",43.123889,-83.241111,369,"Chippewa Bog",8631.3522322366,24,3,86,20,4,0,0,2,23,0,3,16,8,1,3,5,1,5,0,2,0,0
"6901","369",43.123889,-83.241111,369,"Chippewa Bog",8810.36431928089,56,7,83,19,2,0,1,0,11,0,1,6,5,0,0,2,0,6,1,4,0,0
"6902","369",43.123889,-83.241111,369,"Chippewa Bog",8992.82265276837,101,7,48,11,7,1,0,3,18,2,19,5,4,4,2,6,1,4,1,0,0,1
"6903","369",43.123889,-83.241111,369,"Chippewa Bog",9085.7749427337,41,3,105,14,6,1,0,2,16,1,4,2,5,3,1,3,0,3,0,2,0,1
"6904","369",43.123889,-83.241111,369,"Chippewa Bog",9178.72723269903,29,7,113,11,1,0,0,0,12,0,8,0,9,1,0,2,0,3,0,4,0,0
"6905","369",43.123889,-83.241111,369,"Chippewa Bog",9266.03819545126,22,6,95,19,5,2,1,7,17,0,7,2,5,4,2,5,0,2,1,3,0,0
"6906","369",43.123889,-83.241111,369,"Chippewa Bog",9353.34915820348,82,10,50,13,1,0,0,0,19,1,2,12,10,2,7,8,1,0,0,0,0,0
"6907","369",43.123889,-83.241111,369,"Chippewa Bog",9521.47740477789,123,5,52,8,4,0,2,0,7,0,8,5,1,1,0,2,0,1,0,1,0,0
"6908","369",43.123889,-83.241111,369,"Chippewa Bog",9683.11197242226,95,4,38,7,5,0,0,5,23,0,20,6,8,2,3,7,0,1,1,1,0,0
"6909","369",43.123889,-83.241111,369,"Chippewa Bog",9815.21928291092,165,2,26,6,0,0,1,0,10,0,4,3,2,0,0,2,0,0,3,1,0,0
"6910","369",43.123889,-83.241111,369,"Chippewa Bog",9946.557294877,145,4,16,9,7,1,0,2,4,1,20,0,9,1,0,13,0,1,1,0,3,0
"6911","369",43.123889,-83.241111,369,"Chippewa Bog",10077.1260083205,133,4,27,11,2,0,0,0,10,0,11,1,6,0,0,1,0,0,2,0,1,0
"6912","369",43.123889,-83.241111,369,"Chippewa Bog",10223.6370473345,138,7,10,8,4,1,0,2,11,1,13,3,8,0,0,3,1,0,2,0,0,2
"6913","369",43.123889,-83.241111,369,"Chippewa Bog",10371.8746511131,159,3,17,5,1,0,0,0,2,0,16,0,4,0,0,1,1,0,1,0,3,0
"6914","369",43.123889,-83.241111,369,"Chippewa Bog",10520.315897466,164,4,9,6,6,0,0,3,8,3,30,5,3,2,2,0,0,0,1,0,1,0
"6915","369",43.123889,-83.241111,369,"Chippewa Bog",10666.6692348514,155,1,5,5,1,0,0,0,2,1,38,0,3,0,0,0,0,0,0,0,4,1
"6916","369",43.123889,-83.241111,369,"Chippewa Bog",10812.3242618895,67,14,3,4,8,3,1,0,6,0,97,7,0,0,0,3,9,0,0,0,4,0
"7130","532",44.7,-84.958333,532,"Cub Lake",840.068243080679,77,3,12,17,1,0,4,0,3,83,0,24,3,3,0,0,2,34,1,0,0,1
"7131","532",44.7,-84.958333,532,"Cub Lake",956.629003034081,116,7,31,40,8,1,5,8,2,159,1,25,8,1,0,1,2,64,3,2,0,0
"7132","532",44.7,-84.958333,532,"Cub Lake",1103.05049065027,100,7,23,30,6,1,3,1,12,150,0,10,2,0,0,0,0,49,0,0,0,0
"7134","532",44.7,-84.958333,532,"Cub Lake",1269.37913004165,174,9,25,25,6,1,6,3,10,128,1,24,1,1,0,0,1,39,1,1,0,1
"7135","532",44.7,-84.958333,532,"Cub Lake",1440.67169683255,153,5,30,14,3,1,4,4,11,94,0,22,0,0,0,0,1,30,0,0,1,0
"7136","532",44.7,-84.958333,532,"Cub Lake",1615.27354855646,102,8,22,19,13,0,7,3,17,51,0,21,6,0,0,1,6,28,2,1,0,1
"7137","532",44.7,-84.958333,532,"Cub Lake",1703.41812487499,129,7,18,23,4,0,2,3,8,92,1,14,3,2,0,0,3,44,1,3,0,0
"7138","532",44.7,-84.958333,532,"Cub Lake",1794.93730301982,175,3,32,34,3,1,2,3,17,129,1,24,1,1,0,0,6,65,3,1,0,1
"7139","532",44.7,-84.958333,532,"Cub Lake",1959.6718236805,172,6,14,15,5,0,2,2,7,79,3,16,5,1,0,0,0,36,1,4,0,0
"7140","532",44.7,-84.958333,532,"Cub Lake",2102.06917263364,303,9,33,27,6,0,8,4,7,62,3,23,11,0,0,1,3,49,3,2,0,1
"7141","532",44.7,-84.958333,532,"Cub Lake",48.1410742827342,215,23,25,29,1,0,5,1,15,33,0,13,6,0,0,0,2,23,1,1,0,0
"7142","532",44.7,-84.958333,532,"Cub Lake",2271.66307532802,424,12,30,30,2,1,3,0,7,77,0,14,5,0,0,1,2,42,1,2,0,1
"7143","532",44.7,-84.958333,532,"Cub Lake",2448.31472954277,284,18,40,28,3,0,3,6,16,58,3,15,3,0,0,0,4,33,1,2,0,0
"7144","532",44.7,-84.958333,532,"Cub Lake",49.6929283254681,136,9,18,17,3,1,6,1,0,17,2,11,1,0,0,1,0,9,1,0,0,1
"7145","532",44.7,-84.958333,532,"Cub Lake",2641.43447063837,295,2,19,17,2,1,1,4,8,51,4,19,2,0,0,0,2,19,1,1,0,0
"7146","532",44.7,-84.958333,532,"Cub Lake",2737.99434118617,231,1,25,20,3,0,1,2,4,37,0,14,4,2,0,1,1,40,3,2,0,0
"7147","532",44.7,-84.958333,532,"Cub Lake",2826.40344745583,254,4,18,13,5,0,3,5,10,37,2,10,0,0,0,1,1,13,0,3,0,1
"7148","532",44.7,-84.958333,532,"Cub Lake",2909.3787108734,481,19,26,26,7,0,13,4,6,44,0,17,1,1,0,0,0,40,3,0,0,1
"7149","532",44.7,-84.958333,532,"Cub Lake",2992.35397429097,566,11,39,27,5,0,3,9,13,78,2,19,6,0,0,1,2,48,1,3,0,1
"7150","532",44.7,-84.958333,532,"Cub Lake",3075.32923770853,341,9,22,17,3,0,5,3,11,36,0,21,3,0,0,0,1,22,2,1,0,0
"7151","532",44.7,-84.958333,532,"Cub Lake",49.6942102264411,154,7,21,13,1,1,11,4,13,33,0,15,0,0,0,2,1,28,2,1,0,0
"7152","532",44.7,-84.958333,532,"Cub Lake",3159.44511730649,311,13,25,17,4,0,4,3,11,25,2,28,4,0,0,0,1,17,0,6,0,0
"7153","532",44.7,-84.958333,532,"Cub Lake",3329.19769807626,347,5,26,12,2,0,3,4,10,20,0,14,4,0,0,0,0,14,2,0,2,0
"7154","532",44.7,-84.958333,532,"Cub Lake",3497.01787183767,220,10,16,5,4,0,1,5,7,11,1,10,0,1,0,0,0,8,0,0,0,0
"7155","532",44.7,-84.958333,532,"Cub Lake",3676.66021832045,317,6,20,10,3,0,5,1,5,23,0,8,1,1,0,0,0,21,1,1,0,2
"7156","532",44.7,-84.958333,532,"Cub Lake",49.6959194277385,141,11,21,26,2,0,3,3,14,54,2,27,4,1,0,1,2,22,3,1,1,0
"7157","532",44.7,-84.958333,532,"Cub Lake",3841.76103590496,403,17,54,13,4,2,0,6,11,25,1,7,3,1,0,0,1,29,1,2,0,0
