"","name","ID","sigma","group"
"2899","Lake O' Pines",6041,0.03,3
"2900","Lake O' Pines",6042,0.06,3
"2901","Lake O' Pines",6043,0.09,3
"2902","Lake O' Pines",6044,0.12,3
"2903","Lake O' Pines",6045,0.15,3
"2904","Lake O' Pines",6046,0.18,3
"2905","Lake O' Pines",6047,0.21,3
"2906","Lake O' Pines",6048,0.24,3
"2907","Lake O' Pines",6049,0.27,3
"2908","Lake O' Pines",6050,0.03,4
"2909","Lake O' Pines",6051,0.06,4
"2910","Lake O' Pines",6052,0.09,4
"2911","Lake O' Pines",6053,0.12,4
"2912","Lake O' Pines",6054,0.15,4
"2913","Lake O' Pines",6055,0.18,4
"2914","Lake O' Pines",6056,0.21,4
"2915","Lake O' Pines",6057,0.24,4
"2916","Lake O' Pines",6058,0.27,4
"2917","Lake O' Pines",6059,0.03,5
"2918","Lake O' Pines",6060,0.06,5
"2919","Lake O' Pines",6061,0.09,5
"2920","Lake O' Pines",6062,0.12,5
"2921","Lake O' Pines",6063,0.15,5
"2922","Lake O' Pines",6064,0.18,5
"2923","Lake O' Pines",6065,0.21,5
"2924","Lake O' Pines",6066,0.24,5
"2925","Lake O' Pines",6067,0.27,5
"2926","Lake O' Pines",6068,0.03,6
"2927","Lake O' Pines",6069,0.06,6
"2928","Lake O' Pines",6070,0.09,6
"2929","Lake O' Pines",6071,0.12,6
"2930","Lake O' Pines",6072,0.15,6
"2931","Lake O' Pines",6073,0.18,6
"2932","Lake O' Pines",6074,0.21,6
"2933","Lake O' Pines",6075,0.24,6
"2934","Lake O' Pines",6076,0.27,6
"2935","Lake O' Pines",6077,0.03,7
"2936","Lake O' Pines",6078,0.06,7
"2937","Lake O' Pines",6079,0.09,7
"2938","Lake O' Pines",6080,0.12,7
"2939","Lake O' Pines",6081,0.15,7
"2940","Lake O' Pines",6082,0.18,7
"2941","Lake O' Pines",6083,0.21,7
"2942","Lake O' Pines",6084,0.24,7
"2943","Lake O' Pines",6085,0.27,7
"2944","Lake O' Pines",6086,0.03,8
"2945","Lake O' Pines",6087,0.06,8
"2946","Lake O' Pines",6088,0.09,8
"2947","Lake O' Pines",6089,0.12,8
"2948","Lake O' Pines",6090,0.15,8
"2949","Lake O' Pines",6091,0.18,8
"2950","Lake O' Pines",6092,0.21,8
"2951","Lake O' Pines",6093,0.24,8
"2952","Lake O' Pines",6094,0.27,8
"2953","Lake O' Pines",6095,0.03,9
"2954","Lake O' Pines",6096,0.06,9
"2955","Lake O' Pines",6097,0.09,9
"2956","Lake O' Pines",6098,0.12,9
"2957","Lake O' Pines",6099,0.15,9
"2958","Lake O' Pines",6100,0.18,9
"2959","Lake O' Pines",6101,0.21,9
"2960","Lake O' Pines",6102,0.24,9
"2961","Lake O' Pines",6103,0.27,9
"2962","Lake O' Pines",6104,0.03,10
"2963","Lake O' Pines",6105,0.06,10
"2964","Lake O' Pines",6106,0.09,10
"2965","Lake O' Pines",6107,0.12,10
"2966","Lake O' Pines",6108,0.15,10
"2967","Lake O' Pines",6109,0.18,10
"2968","Lake O' Pines",6110,0.21,10
"2969","Lake O' Pines",6111,0.24,10
"2970","Lake O' Pines",6112,0.27,10
"2971","Lily Lake",6113,0.03,1
"2972","Lily Lake",6114,0.06,1
"2973","Lily Lake",6115,0.09,1
"2974","Lily Lake",6116,0.12,1
"2975","Lily Lake",6117,0.15,1
"2976","Lily Lake",6118,0.18,1
"2977","Lily Lake",6119,0.21,1
"2978","Lily Lake",6120,0.24,1
"2979","Lily Lake",6121,0.27,1
"2980","Lily Lake",6122,0.03,2
"2981","Lily Lake",6123,0.06,2
"2982","Lily Lake",6124,0.09,2
"2983","Lily Lake",6125,0.12,2
"2984","Lily Lake",6126,0.15,2
"2985","Lily Lake",6127,0.18,2
"2986","Lily Lake",6128,0.21,2
"2987","Lily Lake",6129,0.24,2
"2988","Lily Lake",6130,0.27,2
"2989","Lily Lake",6131,0.03,3
"2990","Lily Lake",6132,0.06,3
"2991","Lily Lake",6133,0.09,3
"2992","Lily Lake",6134,0.12,3
"2993","Lily Lake",6135,0.15,3
"2994","Lily Lake",6136,0.18,3
"2995","Lily Lake",6137,0.21,3
"2996","Lily Lake",6138,0.24,3
"2997","Lily Lake",6139,0.27,3
"2998","Lily Lake",6140,0.03,4
"2999","Lily Lake",6141,0.06,4
"3000","Lily Lake",6142,0.09,4
"3001","Lily Lake",6143,0.12,4
"3002","Lily Lake",6144,0.15,4
"3003","Lily Lake",6145,0.18,4
"3004","Lily Lake",6146,0.21,4
"3005","Lily Lake",6147,0.24,4
"3006","Lily Lake",6148,0.27,4
"3007","Lily Lake",6149,0.03,5
"3008","Lily Lake",6150,0.06,5
"3009","Lily Lake",6151,0.09,5
"3010","Lily Lake",6152,0.12,5
"3011","Lily Lake",6153,0.15,5
"3012","Lily Lake",6154,0.18,5
"3013","Lily Lake",6155,0.21,5
"3014","Lily Lake",6156,0.24,5
"3015","Lily Lake",6157,0.27,5
"3016","Lily Lake",6158,0.03,6
"3017","Lily Lake",6159,0.06,6
"3018","Lily Lake",6160,0.09,6
"3019","Lily Lake",6161,0.12,6
"3020","Lily Lake",6162,0.15,6
"3021","Lily Lake",6163,0.18,6
"3022","Lily Lake",6164,0.21,6
"3023","Lily Lake",6165,0.24,6
"3024","Lily Lake",6166,0.27,6
"3025","Lily Lake",6167,0.03,7
"3026","Lily Lake",6168,0.06,7
"3027","Lily Lake",6169,0.09,7
"3028","Lily Lake",6170,0.12,7
"3029","Lily Lake",6171,0.15,7
"3030","Lily Lake",6172,0.18,7
"3031","Lily Lake",6173,0.21,7
"3032","Lily Lake",6174,0.24,7
"3033","Lily Lake",6175,0.27,7
"3034","Lily Lake",6176,0.03,8
"3035","Lily Lake",6177,0.06,8
"3036","Lily Lake",6178,0.09,8
"3037","Lily Lake",6179,0.12,8
"3038","Lily Lake",6180,0.15,8
"3039","Lily Lake",6181,0.18,8
"3040","Lily Lake",6182,0.21,8
"3041","Lily Lake",6183,0.24,8
"3042","Lily Lake",6184,0.27,8
"3043","Lily Lake",6185,0.03,9
"3044","Lily Lake",6186,0.06,9
"3045","Lily Lake",6187,0.09,9
"3046","Lily Lake",6188,0.12,9
"3047","Lily Lake",6189,0.15,9
"3048","Lily Lake",6190,0.18,9
"3049","Lily Lake",6191,0.21,9
"3050","Lily Lake",6192,0.24,9
"3051","Lily Lake",6193,0.27,9
"3052","Lily Lake",6194,0.03,10
"3053","Lily Lake",6195,0.06,10
"3054","Lily Lake",6196,0.09,10
"3055","Lily Lake",6197,0.12,10
"3056","Lily Lake",6198,0.15,10
"3057","Lily Lake",6199,0.18,10
"3058","Lily Lake",6200,0.21,10
"3059","Lily Lake",6201,0.24,10
"3060","Lily Lake",6202,0.27,10
"3061","Lily Lake (US:Minnesota)",6203,0.03,1
"3062","Lily Lake (US:Minnesota)",6204,0.06,1
"3063","Lily Lake (US:Minnesota)",6205,0.09,1
"3064","Lily Lake (US:Minnesota)",6206,0.12,1
"3065","Lily Lake (US:Minnesota)",6207,0.15,1
"3066","Lily Lake (US:Minnesota)",6208,0.18,1
"3067","Lily Lake (US:Minnesota)",6209,0.21,1
"3068","Lily Lake (US:Minnesota)",6210,0.24,1
"3069","Lily Lake (US:Minnesota)",6211,0.27,1
"3070","Lily Lake (US:Minnesota)",6212,0.03,2
"3071","Lily Lake (US:Minnesota)",6213,0.06,2
"3072","Lily Lake (US:Minnesota)",6214,0.09,2
"3073","Lily Lake (US:Minnesota)",6215,0.12,2
"3074","Lily Lake (US:Minnesota)",6216,0.15,2
"3075","Lily Lake (US:Minnesota)",6217,0.18,2
"3076","Lily Lake (US:Minnesota)",6218,0.21,2
"3077","Lily Lake (US:Minnesota)",6219,0.24,2
"3078","Lily Lake (US:Minnesota)",6220,0.27,2
"3079","Lily Lake (US:Minnesota)",6221,0.03,3
"3080","Lily Lake (US:Minnesota)",6222,0.06,3
"3081","Lily Lake (US:Minnesota)",6223,0.09,3
"3082","Lily Lake (US:Minnesota)",6224,0.12,3
"3083","Lily Lake (US:Minnesota)",6225,0.15,3
"3084","Lily Lake (US:Minnesota)",6226,0.18,3
"3085","Lily Lake (US:Minnesota)",6227,0.21,3
"3086","Lily Lake (US:Minnesota)",6228,0.24,3
"3087","Lily Lake (US:Minnesota)",6229,0.27,3
"3088","Lily Lake (US:Minnesota)",6230,0.03,4
"3089","Lily Lake (US:Minnesota)",6231,0.06,4
"3090","Lily Lake (US:Minnesota)",6232,0.09,4
"3091","Lily Lake (US:Minnesota)",6233,0.12,4
"3092","Lily Lake (US:Minnesota)",6234,0.15,4
"3093","Lily Lake (US:Minnesota)",6235,0.18,4
"3094","Lily Lake (US:Minnesota)",6236,0.21,4
"3095","Lily Lake (US:Minnesota)",6237,0.24,4
"3096","Lily Lake (US:Minnesota)",6238,0.27,4
"3097","Lily Lake (US:Minnesota)",6239,0.03,5
"3098","Lily Lake (US:Minnesota)",6240,0.06,5
"3099","Lily Lake (US:Minnesota)",6241,0.09,5
"3100","Lily Lake (US:Minnesota)",6242,0.12,5
"3101","Lily Lake (US:Minnesota)",6243,0.15,5
"3102","Lily Lake (US:Minnesota)",6244,0.18,5
"3103","Lily Lake (US:Minnesota)",6245,0.21,5
"3104","Lily Lake (US:Minnesota)",6246,0.24,5
"3105","Lily Lake (US:Minnesota)",6247,0.27,5
"3106","Lily Lake (US:Minnesota)",6248,0.03,6
"3107","Lily Lake (US:Minnesota)",6249,0.06,6
"3108","Lily Lake (US:Minnesota)",6250,0.09,6
"3109","Lily Lake (US:Minnesota)",6251,0.12,6
"3110","Lily Lake (US:Minnesota)",6252,0.15,6
"3111","Lily Lake (US:Minnesota)",6253,0.18,6
"3112","Lily Lake (US:Minnesota)",6254,0.21,6
"3113","Lily Lake (US:Minnesota)",6255,0.24,6
"3114","Lily Lake (US:Minnesota)",6256,0.27,6
"3115","Lily Lake (US:Minnesota)",6257,0.03,7
"3116","Lily Lake (US:Minnesota)",6258,0.06,7
"3117","Lily Lake (US:Minnesota)",6259,0.09,7
"3118","Lily Lake (US:Minnesota)",6260,0.12,7
"3119","Lily Lake (US:Minnesota)",6261,0.15,7
"3120","Lily Lake (US:Minnesota)",6262,0.18,7
"3121","Lily Lake (US:Minnesota)",6263,0.21,7
"3122","Lily Lake (US:Minnesota)",6264,0.24,7
"3123","Lily Lake (US:Minnesota)",6265,0.27,7
"3124","Lily Lake (US:Minnesota)",6266,0.03,8
"3125","Lily Lake (US:Minnesota)",6267,0.06,8
"3126","Lily Lake (US:Minnesota)",6268,0.09,8
"3127","Lily Lake (US:Minnesota)",6269,0.12,8
"3128","Lily Lake (US:Minnesota)",6270,0.15,8
"3129","Lily Lake (US:Minnesota)",6271,0.18,8
"3130","Lily Lake (US:Minnesota)",6272,0.21,8
"3131","Lily Lake (US:Minnesota)",6273,0.24,8
"3132","Lily Lake (US:Minnesota)",6274,0.27,8
"3133","Lily Lake (US:Minnesota)",6275,0.03,9
"3134","Lily Lake (US:Minnesota)",6276,0.06,9
"3135","Lily Lake (US:Minnesota)",6277,0.09,9
"3136","Lily Lake (US:Minnesota)",6278,0.12,9
"3137","Lily Lake (US:Minnesota)",6279,0.15,9
"3138","Lily Lake (US:Minnesota)",6280,0.18,9
"3139","Lily Lake (US:Minnesota)",6281,0.21,9
"3140","Lily Lake (US:Minnesota)",6282,0.24,9
"3141","Lily Lake (US:Minnesota)",6283,0.27,9
"3142","Lily Lake (US:Minnesota)",6284,0.03,10
"3143","Lily Lake (US:Minnesota)",6285,0.06,10
"3144","Lily Lake (US:Minnesota)",6286,0.09,10
"3145","Lily Lake (US:Minnesota)",6287,0.12,10
"3146","Lily Lake (US:Minnesota)",6288,0.15,10
"3147","Lily Lake (US:Minnesota)",6289,0.18,10
"3148","Lily Lake (US:Minnesota)",6290,0.21,10
"3149","Lily Lake (US:Minnesota)",6291,0.24,10
"3150","Lily Lake (US:Minnesota)",6292,0.27,10
"3151","Lima Bog",6293,0.03,1
"3152","Lima Bog",6294,0.06,1
"3153","Lima Bog",6295,0.09,1
"3154","Lima Bog",6296,0.12,1
"3155","Lima Bog",6297,0.15,1
"3156","Lima Bog",6298,0.18,1
"3157","Lima Bog",6299,0.21,1
"3158","Lima Bog",6300,0.24,1
"3159","Lima Bog",6301,0.27,1
"3160","Lima Bog",6302,0.03,2
"3161","Lima Bog",6303,0.06,2
"3162","Lima Bog",6304,0.09,2
"3163","Lima Bog",6305,0.12,2
"3164","Lima Bog",6306,0.15,2
"3165","Lima Bog",6307,0.18,2
"3166","Lima Bog",6308,0.21,2
"3167","Lima Bog",6309,0.24,2
"3168","Lima Bog",6310,0.27,2
"3169","Lima Bog",6311,0.03,3
"3170","Lima Bog",6312,0.06,3
"3171","Lima Bog",6313,0.09,3
"3172","Lima Bog",6314,0.12,3
"3173","Lima Bog",6315,0.15,3
"3174","Lima Bog",6316,0.18,3
"3175","Lima Bog",6317,0.21,3
"3176","Lima Bog",6318,0.24,3
"3177","Lima Bog",6319,0.27,3
"3178","Lima Bog",6320,0.03,4
"3179","Lima Bog",6321,0.06,4
"3180","Lima Bog",6322,0.09,4
"3181","Lima Bog",6323,0.12,4
"3182","Lima Bog",6324,0.15,4
"3183","Lima Bog",6325,0.18,4
"3184","Lima Bog",6326,0.21,4
"3185","Lima Bog",6327,0.24,4
"3186","Lima Bog",6328,0.27,4
"3187","Lima Bog",6329,0.03,5
"3188","Lima Bog",6330,0.06,5
"3189","Lima Bog",6331,0.09,5
"3190","Lima Bog",6332,0.12,5
"3191","Lima Bog",6333,0.15,5
"3192","Lima Bog",6334,0.18,5
"3193","Lima Bog",6335,0.21,5
"3194","Lima Bog",6336,0.24,5
"3195","Lima Bog",6337,0.27,5
"3196","Lima Bog",6338,0.03,6
"3197","Lima Bog",6339,0.06,6
"3198","Lima Bog",6340,0.09,6
"3199","Lima Bog",6341,0.12,6
"3200","Lima Bog",6342,0.15,6
"3201","Lima Bog",6343,0.18,6
"3202","Lima Bog",6344,0.21,6
"3203","Lima Bog",6345,0.24,6
"3204","Lima Bog",6346,0.27,6
"3205","Lima Bog",6347,0.03,7
"3206","Lima Bog",6348,0.06,7
"3207","Lima Bog",6349,0.09,7
"3208","Lima Bog",6350,0.12,7
"3209","Lima Bog",6351,0.15,7
"3210","Lima Bog",6352,0.18,7
"3211","Lima Bog",6353,0.21,7
"3212","Lima Bog",6354,0.24,7
"3213","Lima Bog",6355,0.27,7
"3214","Lima Bog",6356,0.03,8
"3215","Lima Bog",6357,0.06,8
"3216","Lima Bog",6358,0.09,8
"3217","Lima Bog",6359,0.12,8
"3218","Lima Bog",6360,0.15,8
"3219","Lima Bog",6361,0.18,8
"3220","Lima Bog",6362,0.21,8
"3221","Lima Bog",6363,0.24,8
"3222","Lima Bog",6364,0.27,8
"3223","Lima Bog",6365,0.03,9
"3224","Lima Bog",6366,0.06,9
"3225","Lima Bog",6367,0.09,9
"3226","Lima Bog",6368,0.12,9
"3227","Lima Bog",6369,0.15,9
"3228","Lima Bog",6370,0.18,9
"3229","Lima Bog",6371,0.21,9
"3230","Lima Bog",6372,0.24,9
"3231","Lima Bog",6373,0.27,9
"3232","Lima Bog",6374,0.03,10
"3233","Lima Bog",6375,0.06,10
"3234","Lima Bog",6376,0.09,10
"3235","Lima Bog",6377,0.12,10
"3236","Lima Bog",6378,0.15,10
"3237","Lima Bog",6379,0.18,10
"3238","Lima Bog",6380,0.21,10
"3239","Lima Bog",6381,0.24,10
"3240","Lima Bog",6382,0.27,10
"3241","Little Bass Lake",6383,0.03,1
"3242","Little Bass Lake",6384,0.06,1
"3243","Little Bass Lake",6385,0.09,1
"3244","Little Bass Lake",6386,0.12,1
"3245","Little Bass Lake",6387,0.15,1
"3246","Little Bass Lake",6388,0.18,1
"3247","Little Bass Lake",6389,0.21,1
"3248","Little Bass Lake",6390,0.24,1
"3249","Little Bass Lake",6391,0.27,1
"3250","Little Bass Lake",6392,0.03,2
"3251","Little Bass Lake",6393,0.06,2
"3252","Little Bass Lake",6394,0.09,2
"3253","Little Bass Lake",6395,0.12,2
"3254","Little Bass Lake",6396,0.15,2
"3255","Little Bass Lake",6397,0.18,2
"3256","Little Bass Lake",6398,0.21,2
"3257","Little Bass Lake",6399,0.24,2
"3258","Little Bass Lake",6400,0.27,2
"3259","Little Bass Lake",6401,0.03,3
"3260","Little Bass Lake",6402,0.06,3
"3261","Little Bass Lake",6403,0.09,3
"3262","Little Bass Lake",6404,0.12,3
"3263","Little Bass Lake",6405,0.15,3
"3264","Little Bass Lake",6406,0.18,3
"3265","Little Bass Lake",6407,0.21,3
"3266","Little Bass Lake",6408,0.24,3
"3267","Little Bass Lake",6409,0.27,3
"3268","Little Bass Lake",6410,0.03,4
"3269","Little Bass Lake",6411,0.06,4
"3270","Little Bass Lake",6412,0.09,4
"3271","Little Bass Lake",6413,0.12,4
"3272","Little Bass Lake",6414,0.15,4
"3273","Little Bass Lake",6415,0.18,4
"3274","Little Bass Lake",6416,0.21,4
"3275","Little Bass Lake",6417,0.24,4
"3276","Little Bass Lake",6418,0.27,4
"3277","Little Bass Lake",6419,0.03,5
"3278","Little Bass Lake",6420,0.06,5
"3279","Little Bass Lake",6421,0.09,5
"3280","Little Bass Lake",6422,0.12,5
"3281","Little Bass Lake",6423,0.15,5
"3282","Little Bass Lake",6424,0.18,5
"3283","Little Bass Lake",6425,0.21,5
"3284","Little Bass Lake",6426,0.24,5
"3285","Little Bass Lake",6427,0.27,5
"3286","Little Bass Lake",6428,0.03,6
"3287","Little Bass Lake",6429,0.06,6
"3288","Little Bass Lake",6430,0.09,6
"3289","Little Bass Lake",6431,0.12,6
"3290","Little Bass Lake",6432,0.15,6
"3291","Little Bass Lake",6433,0.18,6
"3292","Little Bass Lake",6434,0.21,6
"3293","Little Bass Lake",6435,0.24,6
"3294","Little Bass Lake",6436,0.27,6
"3295","Little Bass Lake",6437,0.03,7
"3296","Little Bass Lake",6438,0.06,7
"3297","Little Bass Lake",6439,0.09,7
"3298","Little Bass Lake",6440,0.12,7
"3299","Little Bass Lake",6441,0.15,7
"3300","Little Bass Lake",6442,0.18,7
"3301","Little Bass Lake",6443,0.21,7
"3302","Little Bass Lake",6444,0.24,7
"3303","Little Bass Lake",6445,0.27,7
"3304","Little Bass Lake",6446,0.03,8
"3305","Little Bass Lake",6447,0.06,8
"3306","Little Bass Lake",6448,0.09,8
"3307","Little Bass Lake",6449,0.12,8
"3308","Little Bass Lake",6450,0.15,8
"3309","Little Bass Lake",6451,0.18,8
"3310","Little Bass Lake",6452,0.21,8
"3311","Little Bass Lake",6453,0.24,8
"3312","Little Bass Lake",6454,0.27,8
"3313","Little Bass Lake",6455,0.03,9
"3314","Little Bass Lake",6456,0.06,9
"3315","Little Bass Lake",6457,0.09,9
"3316","Little Bass Lake",6458,0.12,9
"3317","Little Bass Lake",6459,0.15,9
"3318","Little Bass Lake",6460,0.18,9
"3319","Little Bass Lake",6461,0.21,9
"3320","Little Bass Lake",6462,0.24,9
"3321","Little Bass Lake",6463,0.27,9
"3322","Little Bass Lake",6464,0.03,10
"3323","Little Bass Lake",6465,0.06,10
"3324","Little Bass Lake",6466,0.09,10
"3325","Little Bass Lake",6467,0.12,10
"3326","Little Bass Lake",6468,0.15,10
"3327","Little Bass Lake",6469,0.18,10
"3328","Little Bass Lake",6470,0.21,10
"3329","Little Bass Lake",6471,0.24,10
"3330","Little Bass Lake",6472,0.27,10
"3331","Little Dollar Lake",6473,0.03,1
"3332","Little Dollar Lake",6474,0.06,1
"3333","Little Dollar Lake",6475,0.09,1
"3334","Little Dollar Lake",6476,0.12,1
"3335","Little Dollar Lake",6477,0.15,1
"3336","Little Dollar Lake",6478,0.18,1
"3337","Little Dollar Lake",6479,0.21,1
"3338","Little Dollar Lake",6480,0.24,1
"3339","Little Dollar Lake",6481,0.27,1
"3340","Little Dollar Lake",6482,0.03,2
"3341","Little Dollar Lake",6483,0.06,2
"3342","Little Dollar Lake",6484,0.09,2
"3343","Little Dollar Lake",6485,0.12,2
"3344","Little Dollar Lake",6486,0.15,2
"3345","Little Dollar Lake",6487,0.18,2
"3346","Little Dollar Lake",6488,0.21,2
"3347","Little Dollar Lake",6489,0.24,2
"3348","Little Dollar Lake",6490,0.27,2
"3349","Little Dollar Lake",6491,0.03,3
"3350","Little Dollar Lake",6492,0.06,3
"3351","Little Dollar Lake",6493,0.09,3
"3352","Little Dollar Lake",6494,0.12,3
"3353","Little Dollar Lake",6495,0.15,3
"3354","Little Dollar Lake",6496,0.18,3
"3355","Little Dollar Lake",6497,0.21,3
"3356","Little Dollar Lake",6498,0.24,3
"3357","Little Dollar Lake",6499,0.27,3
"3358","Little Dollar Lake",6500,0.03,4
"3359","Little Dollar Lake",6501,0.06,4
"3360","Little Dollar Lake",6502,0.09,4
"3361","Little Dollar Lake",6503,0.12,4
"3362","Little Dollar Lake",6504,0.15,4
"3363","Little Dollar Lake",6505,0.18,4
"3364","Little Dollar Lake",6506,0.21,4
"3365","Little Dollar Lake",6507,0.24,4
"3366","Little Dollar Lake",6508,0.27,4
"3367","Little Dollar Lake",6509,0.03,5
"3368","Little Dollar Lake",6510,0.06,5
"3369","Little Dollar Lake",6511,0.09,5
"3370","Little Dollar Lake",6512,0.12,5
"3371","Little Dollar Lake",6513,0.15,5
"3372","Little Dollar Lake",6514,0.18,5
"3373","Little Dollar Lake",6515,0.21,5
"3374","Little Dollar Lake",6516,0.24,5
"3375","Little Dollar Lake",6517,0.27,5
"3376","Little Dollar Lake",6518,0.03,6
"3377","Little Dollar Lake",6519,0.06,6
"3378","Little Dollar Lake",6520,0.09,6
"3379","Little Dollar Lake",6521,0.12,6
"3380","Little Dollar Lake",6522,0.15,6
"3381","Little Dollar Lake",6523,0.18,6
"3382","Little Dollar Lake",6524,0.21,6
"3383","Little Dollar Lake",6525,0.24,6
"3384","Little Dollar Lake",6526,0.27,6
"3385","Little Dollar Lake",6527,0.03,7
"3386","Little Dollar Lake",6528,0.06,7
"3387","Little Dollar Lake",6529,0.09,7
"3388","Little Dollar Lake",6530,0.12,7
"3389","Little Dollar Lake",6531,0.15,7
"3390","Little Dollar Lake",6532,0.18,7
"3391","Little Dollar Lake",6533,0.21,7
"3392","Little Dollar Lake",6534,0.24,7
"3393","Little Dollar Lake",6535,0.27,7
"3394","Little Dollar Lake",6536,0.03,8
"3395","Little Dollar Lake",6537,0.06,8
"3396","Little Dollar Lake",6538,0.09,8
"3397","Little Dollar Lake",6539,0.12,8
"3398","Little Dollar Lake",6540,0.15,8
"3399","Little Dollar Lake",6541,0.18,8
"3400","Little Dollar Lake",6542,0.21,8
"3401","Little Dollar Lake",6543,0.24,8
"3402","Little Dollar Lake",6544,0.27,8
"3403","Little Dollar Lake",6545,0.03,9
"3404","Little Dollar Lake",6546,0.06,9
"3405","Little Dollar Lake",6547,0.09,9
"3406","Little Dollar Lake",6548,0.12,9
"3407","Little Dollar Lake",6549,0.15,9
"3408","Little Dollar Lake",6550,0.18,9
"3409","Little Dollar Lake",6551,0.21,9
"3410","Little Dollar Lake",6552,0.24,9
"3411","Little Dollar Lake",6553,0.27,9
"3412","Little Dollar Lake",6554,0.03,10
"3413","Little Dollar Lake",6555,0.06,10
"3414","Little Dollar Lake",6556,0.09,10
"3415","Little Dollar Lake",6557,0.12,10
"3416","Little Dollar Lake",6558,0.15,10
"3417","Little Dollar Lake",6559,0.18,10
"3418","Little Dollar Lake",6560,0.21,10
"3419","Little Dollar Lake",6561,0.24,10
"3420","Little Dollar Lake",6562,0.27,10
"3421","Lorraine Lake",6563,0.03,1
"3422","Lorraine Lake",6564,0.06,1
"3423","Lorraine Lake",6565,0.09,1
"3424","Lorraine Lake",6566,0.12,1
"3425","Lorraine Lake",6567,0.15,1
"3426","Lorraine Lake",6568,0.18,1
"3427","Lorraine Lake",6569,0.21,1
"3428","Lorraine Lake",6570,0.24,1
"3429","Lorraine Lake",6571,0.27,1
"3430","Lorraine Lake",6572,0.03,2
"3431","Lorraine Lake",6573,0.06,2
"3432","Lorraine Lake",6574,0.09,2
"3433","Lorraine Lake",6575,0.12,2
"3434","Lorraine Lake",6576,0.15,2
"3435","Lorraine Lake",6577,0.18,2
"3436","Lorraine Lake",6578,0.21,2
"3437","Lorraine Lake",6579,0.24,2
"3438","Lorraine Lake",6580,0.27,2
"3439","Lorraine Lake",6581,0.03,3
"3440","Lorraine Lake",6582,0.06,3
"3441","Lorraine Lake",6583,0.09,3
"3442","Lorraine Lake",6584,0.12,3
"3443","Lorraine Lake",6585,0.15,3
"3444","Lorraine Lake",6586,0.18,3
"3445","Lorraine Lake",6587,0.21,3
"3446","Lorraine Lake",6588,0.24,3
"3447","Lorraine Lake",6589,0.27,3
"3448","Lorraine Lake",6590,0.03,4
"3449","Lorraine Lake",6591,0.06,4
"3450","Lorraine Lake",6592,0.09,4
"3451","Lorraine Lake",6593,0.12,4
"3452","Lorraine Lake",6594,0.15,4
"3453","Lorraine Lake",6595,0.18,4
"3454","Lorraine Lake",6596,0.21,4
"3455","Lorraine Lake",6597,0.24,4
"3456","Lorraine Lake",6598,0.27,4
"3457","Lorraine Lake",6599,0.03,5
"3458","Lorraine Lake",6600,0.06,5
"3459","Lorraine Lake",6601,0.09,5
"3460","Lorraine Lake",6602,0.12,5
"3461","Lorraine Lake",6603,0.15,5
"3462","Lorraine Lake",6604,0.18,5
"3463","Lorraine Lake",6605,0.21,5
"3464","Lorraine Lake",6606,0.24,5
"3465","Lorraine Lake",6607,0.27,5
"3466","Lorraine Lake",6608,0.03,6
"3467","Lorraine Lake",6609,0.06,6
"3468","Lorraine Lake",6610,0.09,6
"3469","Lorraine Lake",6611,0.12,6
"3470","Lorraine Lake",6612,0.15,6
"3471","Lorraine Lake",6613,0.18,6
"3472","Lorraine Lake",6614,0.21,6
"3473","Lorraine Lake",6615,0.24,6
"3474","Lorraine Lake",6616,0.27,6
"3475","Lorraine Lake",6617,0.03,7
"3476","Lorraine Lake",6618,0.06,7
"3477","Lorraine Lake",6619,0.09,7
"3478","Lorraine Lake",6620,0.12,7
"3479","Lorraine Lake",6621,0.15,7
"3480","Lorraine Lake",6622,0.18,7
"3481","Lorraine Lake",6623,0.21,7
"3482","Lorraine Lake",6624,0.24,7
"3483","Lorraine Lake",6625,0.27,7
"3484","Lorraine Lake",6626,0.03,8
"3485","Lorraine Lake",6627,0.06,8
"3486","Lorraine Lake",6628,0.09,8
"3487","Lorraine Lake",6629,0.12,8
"3488","Lorraine Lake",6630,0.15,8
"3489","Lorraine Lake",6631,0.18,8
"3490","Lorraine Lake",6632,0.21,8
"3491","Lorraine Lake",6633,0.24,8
"3492","Lorraine Lake",6634,0.27,8
"3493","Lorraine Lake",6635,0.03,9
"3494","Lorraine Lake",6636,0.06,9
"3495","Lorraine Lake",6637,0.09,9
"3496","Lorraine Lake",6638,0.12,9
"3497","Lorraine Lake",6639,0.15,9
"3498","Lorraine Lake",6640,0.18,9
"3499","Lorraine Lake",6641,0.21,9
"3500","Lorraine Lake",6642,0.24,9
"3501","Lorraine Lake",6643,0.27,9
"3502","Lorraine Lake",6644,0.03,10
"3503","Lorraine Lake",6645,0.06,10
"3504","Lorraine Lake",6646,0.09,10
"3505","Lorraine Lake",6647,0.12,10
"3506","Lorraine Lake",6648,0.15,10
"3507","Lorraine Lake",6649,0.18,10
"3508","Lorraine Lake",6650,0.21,10
"3509","Lorraine Lake",6651,0.24,10
"3510","Lorraine Lake",6652,0.27,10
"3511","Myrtle Lake",6653,0.03,1
"3512","Myrtle Lake",6654,0.06,1
"3513","Myrtle Lake",6655,0.09,1
"3514","Myrtle Lake",6656,0.12,1
"3515","Myrtle Lake",6657,0.15,1
"3516","Myrtle Lake",6658,0.18,1
"3517","Myrtle Lake",6659,0.21,1
