"","name","ID","sigma","group"
"1389","Gass Lake",4531,0.09,5
"1390","Gass Lake",4532,0.12,5
"1391","Gass Lake",4533,0.15,5
"1392","Gass Lake",4534,0.18,5
"1393","Gass Lake",4535,0.21,5
"1394","Gass Lake",4536,0.24,5
"1395","Gass Lake",4537,0.27,5
"1396","Gass Lake",4538,0.03,6
"1397","Gass Lake",4539,0.06,6
"1398","Gass Lake",4540,0.09,6
"1399","Gass Lake",4541,0.12,6
"1400","Gass Lake",4542,0.15,6
"1401","Gass Lake",4543,0.18,6
"1402","Gass Lake",4544,0.21,6
"1403","Gass Lake",4545,0.24,6
"1404","Gass Lake",4546,0.27,6
"1405","Gass Lake",4547,0.03,7
"1406","Gass Lake",4548,0.06,7
"1407","Gass Lake",4549,0.09,7
"1408","Gass Lake",4550,0.12,7
"1409","Gass Lake",4551,0.15,7
"1410","Gass Lake",4552,0.18,7
"1411","Gass Lake",4553,0.21,7
"1412","Gass Lake",4554,0.24,7
"1413","Gass Lake",4555,0.27,7
"1414","Gass Lake",4556,0.03,8
"1415","Gass Lake",4557,0.06,8
"1416","Gass Lake",4558,0.09,8
"1417","Gass Lake",4559,0.12,8
"1418","Gass Lake",4560,0.15,8
"1419","Gass Lake",4561,0.18,8
"1420","Gass Lake",4562,0.21,8
"1421","Gass Lake",4563,0.24,8
"1422","Gass Lake",4564,0.27,8
"1423","Gass Lake",4565,0.03,9
"1424","Gass Lake",4566,0.06,9
"1425","Gass Lake",4567,0.09,9
"1426","Gass Lake",4568,0.12,9
"1427","Gass Lake",4569,0.15,9
"1428","Gass Lake",4570,0.18,9
"1429","Gass Lake",4571,0.21,9
"1430","Gass Lake",4572,0.24,9
"1431","Gass Lake",4573,0.27,9
"1432","Gass Lake",4574,0.03,10
"1433","Gass Lake",4575,0.06,10
"1434","Gass Lake",4576,0.09,10
"1435","Gass Lake",4577,0.12,10
"1436","Gass Lake",4578,0.15,10
"1437","Gass Lake",4579,0.18,10
"1438","Gass Lake",4580,0.21,10
"1439","Gass Lake",4581,0.24,10
"1440","Gass Lake",4582,0.27,10
"1441","Glimmerglass Lake",4583,0.03,1
"1442","Glimmerglass Lake",4584,0.06,1
"1443","Glimmerglass Lake",4585,0.09,1
"1444","Glimmerglass Lake",4586,0.12,1
"1445","Glimmerglass Lake",4587,0.15,1
"1446","Glimmerglass Lake",4588,0.18,1
"1447","Glimmerglass Lake",4589,0.21,1
"1448","Glimmerglass Lake",4590,0.24,1
"1449","Glimmerglass Lake",4591,0.27,1
"1450","Glimmerglass Lake",4592,0.03,2
"1451","Glimmerglass Lake",4593,0.06,2
"1452","Glimmerglass Lake",4594,0.09,2
"1453","Glimmerglass Lake",4595,0.12,2
"1454","Glimmerglass Lake",4596,0.15,2
"1455","Glimmerglass Lake",4597,0.18,2
"1456","Glimmerglass Lake",4598,0.21,2
"1457","Glimmerglass Lake",4599,0.24,2
"1458","Glimmerglass Lake",4600,0.27,2
"1459","Glimmerglass Lake",4601,0.03,3
"1460","Glimmerglass Lake",4602,0.06,3
"1461","Glimmerglass Lake",4603,0.09,3
"1462","Glimmerglass Lake",4604,0.12,3
"1463","Glimmerglass Lake",4605,0.15,3
"1464","Glimmerglass Lake",4606,0.18,3
"1465","Glimmerglass Lake",4607,0.21,3
"1466","Glimmerglass Lake",4608,0.24,3
"1467","Glimmerglass Lake",4609,0.27,3
"1468","Glimmerglass Lake",4610,0.03,4
"1469","Glimmerglass Lake",4611,0.06,4
"1470","Glimmerglass Lake",4612,0.09,4
"1471","Glimmerglass Lake",4613,0.12,4
"1472","Glimmerglass Lake",4614,0.15,4
"1473","Glimmerglass Lake",4615,0.18,4
"1474","Glimmerglass Lake",4616,0.21,4
"1475","Glimmerglass Lake",4617,0.24,4
"1476","Glimmerglass Lake",4618,0.27,4
"1477","Glimmerglass Lake",4619,0.03,5
"1478","Glimmerglass Lake",4620,0.06,5
"1479","Glimmerglass Lake",4621,0.09,5
"1480","Glimmerglass Lake",4622,0.12,5
"1481","Glimmerglass Lake",4623,0.15,5
"1482","Glimmerglass Lake",4624,0.18,5
"1483","Glimmerglass Lake",4625,0.21,5
"1484","Glimmerglass Lake",4626,0.24,5
"1485","Glimmerglass Lake",4627,0.27,5
"1486","Glimmerglass Lake",4628,0.03,6
"1487","Glimmerglass Lake",4629,0.06,6
"1488","Glimmerglass Lake",4630,0.09,6
"1489","Glimmerglass Lake",4631,0.12,6
"1490","Glimmerglass Lake",4632,0.15,6
"1491","Glimmerglass Lake",4633,0.18,6
"1492","Glimmerglass Lake",4634,0.21,6
"1493","Glimmerglass Lake",4635,0.24,6
"1494","Glimmerglass Lake",4636,0.27,6
"1495","Glimmerglass Lake",4637,0.03,7
"1496","Glimmerglass Lake",4638,0.06,7
"1497","Glimmerglass Lake",4639,0.09,7
"1498","Glimmerglass Lake",4640,0.12,7
"1499","Glimmerglass Lake",4641,0.15,7
"1500","Glimmerglass Lake",4642,0.18,7
"1501","Glimmerglass Lake",4643,0.21,7
"1502","Glimmerglass Lake",4644,0.24,7
"1503","Glimmerglass Lake",4645,0.27,7
"1504","Glimmerglass Lake",4646,0.03,8
"1505","Glimmerglass Lake",4647,0.06,8
"1506","Glimmerglass Lake",4648,0.09,8
"1507","Glimmerglass Lake",4649,0.12,8
"1508","Glimmerglass Lake",4650,0.15,8
"1509","Glimmerglass Lake",4651,0.18,8
"1510","Glimmerglass Lake",4652,0.21,8
"1511","Glimmerglass Lake",4653,0.24,8
"1512","Glimmerglass Lake",4654,0.27,8
"1513","Glimmerglass Lake",4655,0.03,9
"1514","Glimmerglass Lake",4656,0.06,9
"1515","Glimmerglass Lake",4657,0.09,9
"1516","Glimmerglass Lake",4658,0.12,9
"1517","Glimmerglass Lake",4659,0.15,9
"1518","Glimmerglass Lake",4660,0.18,9
"1519","Glimmerglass Lake",4661,0.21,9
"1520","Glimmerglass Lake",4662,0.24,9
"1521","Glimmerglass Lake",4663,0.27,9
"1522","Glimmerglass Lake",4664,0.03,10
"1523","Glimmerglass Lake",4665,0.06,10
"1524","Glimmerglass Lake",4666,0.09,10
"1525","Glimmerglass Lake",4667,0.12,10
"1526","Glimmerglass Lake",4668,0.15,10
"1527","Glimmerglass Lake",4669,0.18,10
"1528","Glimmerglass Lake",4670,0.21,10
"1529","Glimmerglass Lake",4671,0.24,10
"1530","Glimmerglass Lake",4672,0.27,10
"1531","Green Lake",4673,0.03,1
"1532","Green Lake",4674,0.06,1
"1533","Green Lake",4675,0.09,1
"1534","Green Lake",4676,0.12,1
"1535","Green Lake",4677,0.15,1
"1536","Green Lake",4678,0.18,1
"1537","Green Lake",4679,0.21,1
"1538","Green Lake",4680,0.24,1
"1539","Green Lake",4681,0.27,1
"1540","Green Lake",4682,0.03,2
"1541","Green Lake",4683,0.06,2
"1542","Green Lake",4684,0.09,2
"1543","Green Lake",4685,0.12,2
"1544","Green Lake",4686,0.15,2
"1545","Green Lake",4687,0.18,2
"1546","Green Lake",4688,0.21,2
"1547","Green Lake",4689,0.24,2
"1548","Green Lake",4690,0.27,2
"1549","Green Lake",4691,0.03,3
"1550","Green Lake",4692,0.06,3
"1551","Green Lake",4693,0.09,3
"1552","Green Lake",4694,0.12,3
"1553","Green Lake",4695,0.15,3
"1554","Green Lake",4696,0.18,3
"1555","Green Lake",4697,0.21,3
"1556","Green Lake",4698,0.24,3
"1557","Green Lake",4699,0.27,3
"1558","Green Lake",4700,0.03,4
"1559","Green Lake",4701,0.06,4
"1560","Green Lake",4702,0.09,4
"1561","Green Lake",4703,0.12,4
"1562","Green Lake",4704,0.15,4
"1563","Green Lake",4705,0.18,4
"1564","Green Lake",4706,0.21,4
"1565","Green Lake",4707,0.24,4
"1566","Green Lake",4708,0.27,4
"1567","Green Lake",4709,0.03,5
"1568","Green Lake",4710,0.06,5
"1569","Green Lake",4711,0.09,5
"1570","Green Lake",4712,0.12,5
"1571","Green Lake",4713,0.15,5
"1572","Green Lake",4714,0.18,5
"1573","Green Lake",4715,0.21,5
"1574","Green Lake",4716,0.24,5
"1575","Green Lake",4717,0.27,5
"1576","Green Lake",4718,0.03,6
"1577","Green Lake",4719,0.06,6
"1578","Green Lake",4720,0.09,6
"1579","Green Lake",4721,0.12,6
"1580","Green Lake",4722,0.15,6
"1581","Green Lake",4723,0.18,6
"1582","Green Lake",4724,0.21,6
"1583","Green Lake",4725,0.24,6
"1584","Green Lake",4726,0.27,6
"1585","Green Lake",4727,0.03,7
"1586","Green Lake",4728,0.06,7
"1587","Green Lake",4729,0.09,7
"1588","Green Lake",4730,0.12,7
"1589","Green Lake",4731,0.15,7
"1590","Green Lake",4732,0.18,7
"1591","Green Lake",4733,0.21,7
"1592","Green Lake",4734,0.24,7
"1593","Green Lake",4735,0.27,7
"1594","Green Lake",4736,0.03,8
"1595","Green Lake",4737,0.06,8
"1596","Green Lake",4738,0.09,8
"1597","Green Lake",4739,0.12,8
"1598","Green Lake",4740,0.15,8
"1599","Green Lake",4741,0.18,8
"1600","Green Lake",4742,0.21,8
"1601","Green Lake",4743,0.24,8
"1602","Green Lake",4744,0.27,8
"1603","Green Lake",4745,0.03,9
"1604","Green Lake",4746,0.06,9
"1605","Green Lake",4747,0.09,9
"1606","Green Lake",4748,0.12,9
"1607","Green Lake",4749,0.15,9
"1608","Green Lake",4750,0.18,9
"1609","Green Lake",4751,0.21,9
"1610","Green Lake",4752,0.24,9
"1611","Green Lake",4753,0.27,9
"1612","Green Lake",4754,0.03,10
"1613","Green Lake",4755,0.06,10
"1614","Green Lake",4756,0.09,10
"1615","Green Lake",4757,0.12,10
"1616","Green Lake",4758,0.15,10
"1617","Green Lake",4759,0.18,10
"1618","Green Lake",4760,0.21,10
"1619","Green Lake",4761,0.24,10
"1620","Green Lake",4762,0.27,10
"1621","Hemlock Lake",4763,0.03,1
"1622","Hemlock Lake",4764,0.06,1
"1623","Hemlock Lake",4765,0.09,1
"1624","Hemlock Lake",4766,0.12,1
"1625","Hemlock Lake",4767,0.15,1
"1626","Hemlock Lake",4768,0.18,1
"1627","Hemlock Lake",4769,0.21,1
"1628","Hemlock Lake",4770,0.24,1
"1629","Hemlock Lake",4771,0.27,1
"1630","Hemlock Lake",4772,0.03,2
"1631","Hemlock Lake",4773,0.06,2
"1632","Hemlock Lake",4774,0.09,2
"1633","Hemlock Lake",4775,0.12,2
"1634","Hemlock Lake",4776,0.15,2
"1635","Hemlock Lake",4777,0.18,2
"1636","Hemlock Lake",4778,0.21,2
"1637","Hemlock Lake",4779,0.24,2
"1638","Hemlock Lake",4780,0.27,2
"1639","Hemlock Lake",4781,0.03,3
"1640","Hemlock Lake",4782,0.06,3
"1641","Hemlock Lake",4783,0.09,3
"1642","Hemlock Lake",4784,0.12,3
"1643","Hemlock Lake",4785,0.15,3
"1644","Hemlock Lake",4786,0.18,3
"1645","Hemlock Lake",4787,0.21,3
"1646","Hemlock Lake",4788,0.24,3
"1647","Hemlock Lake",4789,0.27,3
"1648","Hemlock Lake",4790,0.03,4
"1649","Hemlock Lake",4791,0.06,4
"1650","Hemlock Lake",4792,0.09,4
"1651","Hemlock Lake",4793,0.12,4
"1652","Hemlock Lake",4794,0.15,4
"1653","Hemlock Lake",4795,0.18,4
"1654","Hemlock Lake",4796,0.21,4
"1655","Hemlock Lake",4797,0.24,4
"1656","Hemlock Lake",4798,0.27,4
"1657","Hemlock Lake",4799,0.03,5
"1658","Hemlock Lake",4800,0.06,5
"1659","Hemlock Lake",4801,0.09,5
"1660","Hemlock Lake",4802,0.12,5
"1661","Hemlock Lake",4803,0.15,5
"1662","Hemlock Lake",4804,0.18,5
"1663","Hemlock Lake",4805,0.21,5
"1664","Hemlock Lake",4806,0.24,5
"1665","Hemlock Lake",4807,0.27,5
"1666","Hemlock Lake",4808,0.03,6
"1667","Hemlock Lake",4809,0.06,6
"1668","Hemlock Lake",4810,0.09,6
"1669","Hemlock Lake",4811,0.12,6
"1670","Hemlock Lake",4812,0.15,6
"1671","Hemlock Lake",4813,0.18,6
"1672","Hemlock Lake",4814,0.21,6
"1673","Hemlock Lake",4815,0.24,6
"1674","Hemlock Lake",4816,0.27,6
"1675","Hemlock Lake",4817,0.03,7
"1676","Hemlock Lake",4818,0.06,7
"1677","Hemlock Lake",4819,0.09,7
"1678","Hemlock Lake",4820,0.12,7
"1679","Hemlock Lake",4821,0.15,7
"1680","Hemlock Lake",4822,0.18,7
"1681","Hemlock Lake",4823,0.21,7
"1682","Hemlock Lake",4824,0.24,7
"1683","Hemlock Lake",4825,0.27,7
"1684","Hemlock Lake",4826,0.03,8
"1685","Hemlock Lake",4827,0.06,8
"1686","Hemlock Lake",4828,0.09,8
"1687","Hemlock Lake",4829,0.12,8
"1688","Hemlock Lake",4830,0.15,8
"1689","Hemlock Lake",4831,0.18,8
"1690","Hemlock Lake",4832,0.21,8
"1691","Hemlock Lake",4833,0.24,8
"1692","Hemlock Lake",4834,0.27,8
"1693","Hemlock Lake",4835,0.03,9
"1694","Hemlock Lake",4836,0.06,9
"1695","Hemlock Lake",4837,0.09,9
"1696","Hemlock Lake",4838,0.12,9
"1697","Hemlock Lake",4839,0.15,9
"1698","Hemlock Lake",4840,0.18,9
"1699","Hemlock Lake",4841,0.21,9
"1700","Hemlock Lake",4842,0.24,9
"1701","Hemlock Lake",4843,0.27,9
"1702","Hemlock Lake",4844,0.03,10
"1703","Hemlock Lake",4845,0.06,10
"1704","Hemlock Lake",4846,0.09,10
"1705","Hemlock Lake",4847,0.12,10
"1706","Hemlock Lake",4848,0.15,10
"1707","Hemlock Lake",4849,0.18,10
"1708","Hemlock Lake",4850,0.21,10
"1709","Hemlock Lake",4851,0.24,10
"1710","Hemlock Lake",4852,0.27,10
"1711","Irvin Lake",4853,0.03,1
"1712","Irvin Lake",4854,0.06,1
"1713","Irvin Lake",4855,0.09,1
"1714","Irvin Lake",4856,0.12,1
"1715","Irvin Lake",4857,0.15,1
"1716","Irvin Lake",4858,0.18,1
"1717","Irvin Lake",4859,0.21,1
"1718","Irvin Lake",4860,0.24,1
"1719","Irvin Lake",4861,0.27,1
"1720","Irvin Lake",4862,0.03,2
"1721","Irvin Lake",4863,0.06,2
"1722","Irvin Lake",4864,0.09,2
"1723","Irvin Lake",4865,0.12,2
"1724","Irvin Lake",4866,0.15,2
"1725","Irvin Lake",4867,0.18,2
"1726","Irvin Lake",4868,0.21,2
"1727","Irvin Lake",4869,0.24,2
"1728","Irvin Lake",4870,0.27,2
"1729","Irvin Lake",4871,0.03,3
"1730","Irvin Lake",4872,0.06,3
"1731","Irvin Lake",4873,0.09,3
"1732","Irvin Lake",4874,0.12,3
"1733","Irvin Lake",4875,0.15,3
"1734","Irvin Lake",4876,0.18,3
"1735","Irvin Lake",4877,0.21,3
"1736","Irvin Lake",4878,0.24,3
"1737","Irvin Lake",4879,0.27,3
"1738","Irvin Lake",4880,0.03,4
"1739","Irvin Lake",4881,0.06,4
"1740","Irvin Lake",4882,0.09,4
"1741","Irvin Lake",4883,0.12,4
"1742","Irvin Lake",4884,0.15,4
"1743","Irvin Lake",4885,0.18,4
"1744","Irvin Lake",4886,0.21,4
"1745","Irvin Lake",4887,0.24,4
"1746","Irvin Lake",4888,0.27,4
"1747","Irvin Lake",4889,0.03,5
"1748","Irvin Lake",4890,0.06,5
"1749","Irvin Lake",4891,0.09,5
"1750","Irvin Lake",4892,0.12,5
"1751","Irvin Lake",4893,0.15,5
"1752","Irvin Lake",4894,0.18,5
"1753","Irvin Lake",4895,0.21,5
"1754","Irvin Lake",4896,0.24,5
"1755","Irvin Lake",4897,0.27,5
"1756","Irvin Lake",4898,0.03,6
"1757","Irvin Lake",4899,0.06,6
"1758","Irvin Lake",4900,0.09,6
"1759","Irvin Lake",4901,0.12,6
"1760","Irvin Lake",4902,0.15,6
"1761","Irvin Lake",4903,0.18,6
"1762","Irvin Lake",4904,0.21,6
"1763","Irvin Lake",4905,0.24,6
"1764","Irvin Lake",4906,0.27,6
"1765","Irvin Lake",4907,0.03,7
"1766","Irvin Lake",4908,0.06,7
"1767","Irvin Lake",4909,0.09,7
"1768","Irvin Lake",4910,0.12,7
"1769","Irvin Lake",4911,0.15,7
"1770","Irvin Lake",4912,0.18,7
"1771","Irvin Lake",4913,0.21,7
"1772","Irvin Lake",4914,0.24,7
"1773","Irvin Lake",4915,0.27,7
"1774","Irvin Lake",4916,0.03,8
"1775","Irvin Lake",4917,0.06,8
"1776","Irvin Lake",4918,0.09,8
"1777","Irvin Lake",4919,0.12,8
"1778","Irvin Lake",4920,0.15,8
"1779","Irvin Lake",4921,0.18,8
"1780","Irvin Lake",4922,0.21,8
"1781","Irvin Lake",4923,0.24,8
"1782","Irvin Lake",4924,0.27,8
"1783","Irvin Lake",4925,0.03,9
"1784","Irvin Lake",4926,0.06,9
"1785","Irvin Lake",4927,0.09,9
"1786","Irvin Lake",4928,0.12,9
"1787","Irvin Lake",4929,0.15,9
"1788","Irvin Lake",4930,0.18,9
"1789","Irvin Lake",4931,0.21,9
"1790","Irvin Lake",4932,0.24,9
"1791","Irvin Lake",4933,0.27,9
"1792","Irvin Lake",4934,0.03,10
"1793","Irvin Lake",4935,0.06,10
"1794","Irvin Lake",4936,0.09,10
"1795","Irvin Lake",4937,0.12,10
"1796","Irvin Lake",4938,0.15,10
"1797","Irvin Lake",4939,0.18,10
"1798","Irvin Lake",4940,0.21,10
"1799","Irvin Lake",4941,0.24,10
"1800","Irvin Lake",4942,0.27,10
"1801","Jacobson Lake",4943,0.03,1
"1802","Jacobson Lake",4944,0.06,1
"1803","Jacobson Lake",4945,0.09,1
"1804","Jacobson Lake",4946,0.12,1
"1805","Jacobson Lake",4947,0.15,1
"1806","Jacobson Lake",4948,0.18,1
"1807","Jacobson Lake",4949,0.21,1
"1808","Jacobson Lake",4950,0.24,1
"1809","Jacobson Lake",4951,0.27,1
"1810","Jacobson Lake",4952,0.03,2
"1811","Jacobson Lake",4953,0.06,2
"1812","Jacobson Lake",4954,0.09,2
"1813","Jacobson Lake",4955,0.12,2
"1814","Jacobson Lake",4956,0.15,2
"1815","Jacobson Lake",4957,0.18,2
"1816","Jacobson Lake",4958,0.21,2
"1817","Jacobson Lake",4959,0.24,2
"1818","Jacobson Lake",4960,0.27,2
"1819","Jacobson Lake",4961,0.03,3
"1820","Jacobson Lake",4962,0.06,3
"1821","Jacobson Lake",4963,0.09,3
"1822","Jacobson Lake",4964,0.12,3
"1823","Jacobson Lake",4965,0.15,3
"1824","Jacobson Lake",4966,0.18,3
"1825","Jacobson Lake",4967,0.21,3
"1826","Jacobson Lake",4968,0.24,3
"1827","Jacobson Lake",4969,0.27,3
"1828","Jacobson Lake",4970,0.03,4
"1829","Jacobson Lake",4971,0.06,4
"1830","Jacobson Lake",4972,0.09,4
"1831","Jacobson Lake",4973,0.12,4
"1832","Jacobson Lake",4974,0.15,4
"1833","Jacobson Lake",4975,0.18,4
"1834","Jacobson Lake",4976,0.21,4
"1835","Jacobson Lake",4977,0.24,4
"1836","Jacobson Lake",4978,0.27,4
"1837","Jacobson Lake",4979,0.03,5
"1838","Jacobson Lake",4980,0.06,5
"1839","Jacobson Lake",4981,0.09,5
"1840","Jacobson Lake",4982,0.12,5
"1841","Jacobson Lake",4983,0.15,5
"1842","Jacobson Lake",4984,0.18,5
"1843","Jacobson Lake",4985,0.21,5
"1844","Jacobson Lake",4986,0.24,5
"1845","Jacobson Lake",4987,0.27,5
"1846","Jacobson Lake",4988,0.03,6
"1847","Jacobson Lake",4989,0.06,6
"1848","Jacobson Lake",4990,0.09,6
"1849","Jacobson Lake",4991,0.12,6
"1850","Jacobson Lake",4992,0.15,6
"1851","Jacobson Lake",4993,0.18,6
"1852","Jacobson Lake",4994,0.21,6
"1853","Jacobson Lake",4995,0.24,6
"1854","Jacobson Lake",4996,0.27,6
"1855","Jacobson Lake",4997,0.03,7
"1856","Jacobson Lake",4998,0.06,7
"1857","Jacobson Lake",4999,0.09,7
"1858","Jacobson Lake",5000,0.12,7
"1859","Jacobson Lake",5001,0.15,7
"1860","Jacobson Lake",5002,0.18,7
"1861","Jacobson Lake",5003,0.21,7
"1862","Jacobson Lake",5004,0.24,7
"1863","Jacobson Lake",5005,0.27,7
"1864","Jacobson Lake",5006,0.03,8
"1865","Jacobson Lake",5007,0.06,8
"1866","Jacobson Lake",5008,0.09,8
"1867","Jacobson Lake",5009,0.12,8
"1868","Jacobson Lake",5010,0.15,8
"1869","Jacobson Lake",5011,0.18,8
"1870","Jacobson Lake",5012,0.21,8
"1871","Jacobson Lake",5013,0.24,8
"1872","Jacobson Lake",5014,0.27,8
"1873","Jacobson Lake",5015,0.03,9
"1874","Jacobson Lake",5016,0.06,9
"1875","Jacobson Lake",5017,0.09,9
"1876","Jacobson Lake",5018,0.12,9
"1877","Jacobson Lake",5019,0.15,9
"1878","Jacobson Lake",5020,0.18,9
"1879","Jacobson Lake",5021,0.21,9
"1880","Jacobson Lake",5022,0.24,9
"1881","Jacobson Lake",5023,0.27,9
"1882","Jacobson Lake",5024,0.03,10
"1883","Jacobson Lake",5025,0.06,10
"1884","Jacobson Lake",5026,0.09,10
"1885","Jacobson Lake",5027,0.12,10
"1886","Jacobson Lake",5028,0.15,10
"1887","Jacobson Lake",5029,0.18,10
"1888","Jacobson Lake",5030,0.21,10
"1889","Jacobson Lake",5031,0.24,10
"1890","Jacobson Lake",5032,0.27,10
"1891","Jay Lake",5033,0.03,1
"1892","Jay Lake",5034,0.06,1
"1893","Jay Lake",5035,0.09,1
"1894","Jay Lake",5036,0.12,1
"1895","Jay Lake",5037,0.15,1
"1896","Jay Lake",5038,0.18,1
"1897","Jay Lake",5039,0.21,1
"1898","Jay Lake",5040,0.24,1
"1899","Jay Lake",5041,0.27,1
"1900","Jay Lake",5042,0.03,2
"1901","Jay Lake",5043,0.06,2
"1902","Jay Lake",5044,0.09,2
"1903","Jay Lake",5045,0.12,2
"1904","Jay Lake",5046,0.15,2
"1905","Jay Lake",5047,0.18,2
"1906","Jay Lake",5048,0.21,2
"1907","Jay Lake",5049,0.24,2
"1908","Jay Lake",5050,0.27,2
"1909","Jay Lake",5051,0.03,3
"1910","Jay Lake",5052,0.06,3
"1911","Jay Lake",5053,0.09,3
"1912","Jay Lake",5054,0.12,3
"1913","Jay Lake",5055,0.15,3
"1914","Jay Lake",5056,0.18,3
"1915","Jay Lake",5057,0.21,3
"1916","Jay Lake",5058,0.24,3
"1917","Jay Lake",5059,0.27,3
"1918","Jay Lake",5060,0.03,4
"1919","Jay Lake",5061,0.06,4
"1920","Jay Lake",5062,0.09,4
"1921","Jay Lake",5063,0.12,4
"1922","Jay Lake",5064,0.15,4
"1923","Jay Lake",5065,0.18,4
"1924","Jay Lake",5066,0.21,4
"1925","Jay Lake",5067,0.24,4
"1926","Jay Lake",5068,0.27,4
"1927","Jay Lake",5069,0.03,5
"1928","Jay Lake",5070,0.06,5
"1929","Jay Lake",5071,0.09,5
"1930","Jay Lake",5072,0.12,5
"1931","Jay Lake",5073,0.15,5
"1932","Jay Lake",5074,0.18,5
"1933","Jay Lake",5075,0.21,5
"1934","Jay Lake",5076,0.24,5
"1935","Jay Lake",5077,0.27,5
"1936","Jay Lake",5078,0.03,6
"1937","Jay Lake",5079,0.06,6
"1938","Jay Lake",5080,0.09,6
"1939","Jay Lake",5081,0.12,6
"1940","Jay Lake",5082,0.15,6
"1941","Jay Lake",5083,0.18,6
"1942","Jay Lake",5084,0.21,6
"1943","Jay Lake",5085,0.24,6
"1944","Jay Lake",5086,0.27,6
"1945","Jay Lake",5087,0.03,7
"1946","Jay Lake",5088,0.06,7
"1947","Jay Lake",5089,0.09,7
"1948","Jay Lake",5090,0.12,7
"1949","Jay Lake",5091,0.15,7
"1950","Jay Lake",5092,0.18,7
"1951","Jay Lake",5093,0.21,7
"1952","Jay Lake",5094,0.24,7
"1953","Jay Lake",5095,0.27,7
"1954","Jay Lake",5096,0.03,8
"1955","Jay Lake",5097,0.06,8
"1956","Jay Lake",5098,0.09,8
"1957","Jay Lake",5099,0.12,8
"1958","Jay Lake",5100,0.15,8
"1959","Jay Lake",5101,0.18,8
"1960","Jay Lake",5102,0.21,8
"1961","Jay Lake",5103,0.24,8
"1962","Jay Lake",5104,0.27,8
"1963","Jay Lake",5105,0.03,9
"1964","Jay Lake",5106,0.06,9
"1965","Jay Lake",5107,0.09,9
"1966","Jay Lake",5108,0.12,9
"1967","Jay Lake",5109,0.15,9
"1968","Jay Lake",5110,0.18,9
"1969","Jay Lake",5111,0.21,9
"1970","Jay Lake",5112,0.24,9
"1971","Jay Lake",5113,0.27,9
"1972","Jay Lake",5114,0.03,10
"1973","Jay Lake",5115,0.06,10
"1974","Jay Lake",5116,0.09,10
"1975","Jay Lake",5117,0.12,10
"1976","Jay Lake",5118,0.15,10
"1977","Jay Lake",5119,0.18,10
"1978","Jay Lake",5120,0.21,10
"1979","Jay Lake",5121,0.24,10
"1980","Jay Lake",5122,0.27,10
"1981","Kellners Lake",5123,0.03,1
"1982","Kellners Lake",5124,0.06,1
"1983","Kellners Lake",5125,0.09,1
"1984","Kellners Lake",5126,0.12,1
"1985","Kellners Lake",5127,0.15,1
"1986","Kellners Lake",5128,0.18,1
"1987","Kellners Lake",5129,0.21,1
"1988","Kellners Lake",5130,0.24,1
"1989","Kellners Lake",5131,0.27,1
"1990","Kellners Lake",5132,0.03,2
"1991","Kellners Lake",5133,0.06,2
"1992","Kellners Lake",5134,0.09,2
"1993","Kellners Lake",5135,0.12,2
"1994","Kellners Lake",5136,0.15,2
"1995","Kellners Lake",5137,0.18,2
"1996","Kellners Lake",5138,0.21,2
"1997","Kellners Lake",5139,0.24,2
"1998","Kellners Lake",5140,0.27,2
"1999","Kellners Lake",5141,0.03,3
"2000","Kellners Lake",5142,0.06,3
"2001","Kellners Lake",5143,0.09,3
"2002","Kellners Lake",5144,0.12,3
"2003","Kellners Lake",5145,0.15,3
"2004","Kellners Lake",5146,0.18,3
"2005","Kellners Lake",5147,0.21,3
"2006","Kellners Lake",5148,0.24,3
"2007","Kellners Lake",5149,0.27,3
"2008","Kellners Lake",5150,0.03,4
"2009","Kellners Lake",5151,0.06,4
"2010","Kellners Lake",5152,0.09,4
"2011","Kellners Lake",5153,0.12,4
"2012","Kellners Lake",5154,0.15,4
"2013","Kellners Lake",5155,0.18,4
"2014","Kellners Lake",5156,0.21,4
"2015","Kellners Lake",5157,0.24,4
"2016","Kellners Lake",5158,0.27,4
"2017","Kellners Lake",5159,0.03,5
"2018","Kellners Lake",5160,0.06,5
"2019","Kellners Lake",5161,0.09,5
"2020","Kellners Lake",5162,0.12,5
"2021","Kellners Lake",5163,0.15,5
"2022","Kellners Lake",5164,0.18,5
"2023","Kellners Lake",5165,0.21,5
"2024","Kellners Lake",5166,0.24,5
"2025","Kellners Lake",5167,0.27,5
"2026","Kellners Lake",5168,0.03,6
"2027","Kellners Lake",5169,0.06,6
"2028","Kellners Lake",5170,0.09,6
"2029","Kellners Lake",5171,0.12,6
"2030","Kellners Lake",5172,0.15,6
"2031","Kellners Lake",5173,0.18,6
"2032","Kellners Lake",5174,0.21,6
"2033","Kellners Lake",5175,0.24,6
"2034","Kellners Lake",5176,0.27,6
"2035","Kellners Lake",5177,0.03,7
"2036","Kellners Lake",5178,0.06,7
"2037","Kellners Lake",5179,0.09,7
"2038","Kellners Lake",5180,0.12,7
"2039","Kellners Lake",5181,0.15,7
"2040","Kellners Lake",5182,0.18,7
"2041","Kellners Lake",5183,0.21,7
"2042","Kellners Lake",5184,0.24,7
"2043","Kellners Lake",5185,0.27,7
"2044","Kellners Lake",5186,0.03,8
"2045","Kellners Lake",5187,0.06,8
"2046","Kellners Lake",5188,0.09,8
"2047","Kellners Lake",5189,0.12,8
